 RU IT AL GT ST TT S A 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100
0 0 1 3 0.83224 0.654908 1.528605 18 18 0.04816809999999805 0.03382620000000003 0.03553209999999751 0.04230970000000411 0.040690000000005 0.04388449999999722 0.04835199999999418 0.04574039999999968 0.04891399999999635 0.0506769999999932 0.05193789999999865 0.05680979999999636 0.06675759999999542 0.08617399999999975 0.10817570000000387 0.19210010000000466 0.29509620000000325 0.17522130000000402 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 0 1 2 1.522892 0.846128 2.46692 25 25 0.06702460000000343 0.04767969999999622 0.05030689999999538 0.051654800000001444 0.05826749999999947 0.05985529999999528 0.06389470000000586 0.06850859999999415 0.06673130000000072 0.06694829999999996 0.07237419999999872 0.07361720000000815 0.08059959999999933 0.07838699999999932 0.08156350000000856 0.0842211000000006 0.09215989999999863 0.09867350000000386 0.11175529999999867 0.14459349999999915 0.14878209999999825 0.15209700000001192 0.1476021000000074 0.17986790000000497 0.20570370000000793 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2 0 1 1 1.902402 0.58861 2.590806 22 22 0.19359810000000266 0.06850560000000172 0.07102849999999705 0.07506149999999678 0.08087459999999425 0.08539530000000184 0.08973780000000176 0.09888889999999861 0.09720300000000037 0.09560929999999956 0.09676480000000254 0.09952319999999304 0.10671460000000366 0.11449189999999732 0.11528160000000298 0.11003469999999993 0.12505579999999128 0.13318650000000787 0.14508949999999743 0.14219560000000087 0.17791150000000755 0.14978169999999835 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3 0 2 1 1.915677 0.593867 2.598865 41 41 0.19359810000000266 0.06850560000000172 0.07102849999999705 0.07506149999999678 0.08087459999999425 0.08539530000000184 0.08973780000000176 0.09888889999999861 0.09720300000000037 0.09560929999999956 0.09676480000000254 0.09952319999999304 0.10671460000000366 0.11449189999999732 0.11528160000000298 0.11003469999999993 0.12505579999999128 0.13318650000000787 0.14508949999999743 0.14219560000000087 0.17791150000000755 0.14978169999999835 0.3458335000000048 0.07835309999999396 0.0785570999999976 0.08281409999999312 0.08741759999999488 0.09351980000000282 0.09216190000000068 0.10003750000000622 0.10196940000000154 0.10597299999999876 0.10761289999999946 0.11165090000000077 0.11806239999999946 0.11935760000000073 0.13966609999999946 0.13905899999999605 0.15911349999998947 0.16007110000000324 0.2617282000000003 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 0 3 2 0.673566 0.11498 0.808993 34 34 0.06702460000000343 0.04767969999999622 0.05030689999999538 0.051654800000001444 0.05826749999999947 0.05985529999999528 0.06389470000000586 0.06850859999999415 0.06673130000000072 0.06694829999999996 0.07237419999999872 0.07361720000000815 0.08059959999999933 0.07838699999999932 0.08156350000000856 0.0842211000000006 0.09215989999999863 0.09867350000000386 0.11175529999999867 0.14459349999999915 0.14878209999999825 0.15209700000001192 0.1476021000000074 0.17986790000000497 0.20570370000000793 0.16564780000000212 0.06264799999999582 0.06366409999999689 0.07006910000001199 0.07246219999998971 0.07825330000000008 0.08207980000000248 0.0842681999999968 0.0841000000000065 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5 0 3 1 0.981718 0.114863 1.114467 46 46 0.19359810000000266 0.06850560000000172 0.07102849999999705 0.07506149999999678 0.08087459999999425 0.08539530000000184 0.08973780000000176 0.09888889999999861 0.09720300000000037 0.09560929999999956 0.09676480000000254 0.09952319999999304 0.10671460000000366 0.11449189999999732 0.11528160000000298 0.11003469999999993 0.12505579999999128 0.13318650000000787 0.14508949999999743 0.14219560000000087 0.17791150000000755 0.14978169999999835 0.3458335000000048 0.07835309999999396 0.0785570999999976 0.08281409999999312 0.08741759999999488 0.09351980000000282 0.09216190000000068 0.10003750000000622 0.10196940000000154 0.10597299999999876 0.10761289999999946 0.11165090000000077 0.11806239999999946 0.11935760000000073 0.13966609999999946 0.13905899999999605 0.15911349999998947 0.16007110000000324 0.2617282000000003 0.5321438000000001 0.09344730000000112 0.10402739999999966 0.1026385999999988 0.23198659999999904 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6 0 4 1 3.095011 14.501883 17.824157 71 71 0.19359810000000266 0.06850560000000172 0.07102849999999705 0.07506149999999678 0.08087459999999425 0.08539530000000184 0.08973780000000176 0.09888889999999861 0.09720300000000037 0.09560929999999956 0.09676480000000254 0.09952319999999304 0.10671460000000366 0.11449189999999732 0.11528160000000298 0.11003469999999993 0.12505579999999128 0.13318650000000787 0.14508949999999743 0.14219560000000087 0.17791150000000755 0.14978169999999835 0.3458335000000048 0.07835309999999396 0.0785570999999976 0.08281409999999312 0.08741759999999488 0.09351980000000282 0.09216190000000068 0.10003750000000622 0.10196940000000154 0.10597299999999876 0.10761289999999946 0.11165090000000077 0.11806239999999946 0.11935760000000073 0.13966609999999946 0.13905899999999605 0.15911349999998947 0.16007110000000324 0.2617282000000003 0.5321438000000001 0.09344730000000112 0.10402739999999966 0.1026385999999988 0.23198659999999904 0.5326630999999935 0.09791510000000869 0.09370059999999825 0.09954300000000416 0.10571629999999033 0.1124567999999968 0.11293409999999682 0.11680670000000504 0.12227400000000443 0.126608300000008 0.13176280000000418 0.1406853999999953 0.14165720000000448 0.16176730000000106 0.18572179999999605 0.2508777999999978 0.33808520000000186 0.48033799999999616 0.6552667000000056 0.9815389000000039 1.424202000000001 2.391566900000001 3.5465216999999996 4.110305600000004 1.1003986999999995 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7 1 1 3 0.839913 0.620367 1.502469 18 18 0.044793999999996004 0.03359190000000467 0.034850399999996284 0.0398261000000133 0.04064179999998885 0.04252830000000074 0.045598100000006525 0.045884599999993725 0.05361050000000489 0.05218449999999564 0.05728530000000376 0.06137309999998308 0.07094589999998391 0.09073030000000415 0.11522080000001722 0.19230640000000676 0.23947900000000288 0.18339879999999198 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8 1 1 2 1.543762 0.913597 2.560634 25 25 0.06967339999999922 0.05159629999999993 0.05067900000000236 0.051926500000007536 0.05736780000000863 0.05901450000000352 0.0634956000000102 0.06200520000001575 0.06703590000000759 0.06540329999999983 0.07771069999999725 0.07455849999999486 0.07878719999999362 0.07910010000000511 0.08512389999999925 0.08371499999999799 0.09527750000000879 0.10109309999999994 0.12025409999999681 0.1407881999999887 0.17684880000000192 0.1781813999999997 0.1669351999999833 0.1996772999999905 0.184243500000008 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9 1 1 1 1.935753 0.581476 2.622056 22 22 0.19273880000000077 0.06891939999998442 0.07844999999998947 0.07796189999999115 0.08055050000000108 0.08533870000000832 0.08963679999999385 0.09311569999999847 0.09981989999999996 0.10297740000000033 0.09829320000000052 0.10088840000001653 0.11361139999999637 0.11646690000000604 0.11178470000000118 0.1142775999999941 0.1580419999999947 0.1260704999999973 0.12039830000000507 0.14384940000000768 0.1643100000000004 0.1604866000000129 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
