  N N N S_f S_f S_f \mu_d \mu_d \mu_d \mu_e \mu_e \mu_e
problem  ps1 ps2 ps3 ps1 ps2 ps3 ps1 ps2 ps3 ps1 ps2 ps3
online_bounds AL            
"(2, 2)" 1.0 4.0 4.0 4.0 0.25 0.25 0.25 0.3662270988996333 0.5476172566183899 0.2099455524325912 0.2153846153846154 0.3529411764705883 0.1454545454545455
"(2, 2)" 2.0 2.0 2.0 2.0 0.5 0.5 0.5 0.0 0.0 0.0 0.0 0.0 0.0
"(2, 4)" 1.0 8.0 8.0 8.0 0.125 0.125 0.125 0.3584506907758262 0.5147358934828086 0.2173142926062534 0.4444444444444444 0.7581699346405228 0.2424242424242424
"(2, 4)" 2.0 2.0 2.0 2.0 0.5 0.5 0.5 0.0 0.0 0.0 0.0 0.0 0.0
"(2, 6)" 1.0 12.0 12.0 12.0 0.08333333333333334 0.08333333333333333 0.08333333333333334 0.3853140507400255 0.5176956710280619 0.2123178938622335 0.6153846153846156 1.113122171945701 0.4195804195804199
"(2, 6)" 2.0 2.0 2.0 2.0 0.5 0.5 0.5 0.0 0.0 0.0 0.0 0.0 0.0
"(4, 2)" 1.0 8.0 8.0 8.0 0.125 0.125 0.125 0.3584506907758262 0.6974283671007203 0.54110822483116 0.5128205128205129 1.019607843137255 0.7234247234247234
"(4, 2)" 2.0 4.0 4.0 4.0 0.25 0.25 0.25 0.1283000598199168 0.1283000598199168 0.0 0.08888888888888889 0.08888888888888889 0.0
"(4, 4)" 1.0 16.0 16.0 16.0 0.0625 0.0625 0.0625 0.442335562109699 0.7058823529411765 0.5393598899705937 0.9321266968325792 2.02076124567474 1.454545454545455
"(4, 4)" 2.0 4.0 4.0 4.0 0.25 0.25 0.25 0.1283000598199168 0.1283000598199168 0.0 0.08888888888888889 0.08888888888888889 0.0
"(4, 6)" 1.0 22.0 22.0 24.0 0.04545454545454546 0.04545454545454544 0.04166666666666666 0.3340370143641904 0.5899135722616553 0.5493928965658199 1.070234113712374 2.70076726342711 1.680871212121211
"(4, 6)" 2.0 4.0 4.0 4.0 0.25 0.25 0.25 0.1283000598199168 0.1283000598199168 0.0 0.08888888888888889 0.08888888888888889 0.0
"(6, 2)" 1.0 12.0 12.0 12.0 0.08333333333333334 0.08333333333333334 0.08333333333333334 0.4326631691820425 0.5967606016044859 0.4868822557216521 0.9230769230769234 1.502454991816694 0.6433566433566437
"(6, 2)" 2.0 6.0 6.0 6.0 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.0 0.0 0.1549193338482966 0.0 0.0 0.1714285714285715
"(6, 4)" 1.0 21.0 22.0 23.5 0.04761904761904761 0.045454545454545456 0.04257246376811594 0.3525058226889107 0.4983961881180257 0.4543769943919 1.043706293706293 2.15185950413223 1.223484848484848
"(6, 4)" 2.0 6.0 6.0 6.0 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.0 0.0 0.1549193338482966 0.0 0.0 0.1714285714285715
"(6, 6)" 1.0 25.0 28.0 32.0 0.04 0.03571428571428572 0.03125 0.1923076923076923 0.3572103635903258 0.381899412645296 0.2322485207100589 1.6460812147117934 1.639204545454544
"(6, 6)" 2.0 6.0 6.0 6.0 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.0 0.0 0.1549193338482966 0.0 0.0 0.1714285714285715
