 RU AL GT ST OT TT LT CT WT RSS VMS LE AC CF PSG SIZE SGLITS_T HAS_TRAILING TOT_CHOICES PRE_CHOICES FGOALS_ORDER CP_EF_L CP_EF_A SP_ED_L SP_ED_A SP_EB_L SP_EB_A SP_MIN_L SP_MIN_A SP_LOWER_L SP_LOWER_A SP_MED_L SP_MED_A SP_UPPER_L SP_UPPER_A SP_MAX_L SP_MAX_A T_INTER_SP P_INTER_SP T_INTER_Q P_INTER_Q M_CHILD_SPREAD DIV_INDEX_SPREAD DIV_STEP_SPREAD DIVS_T DS_T DS_TD_MEAN DS_TD_STD DS_TD_CD DS_TD_MIN DS_TD_LOWER DS_TD_MED DS_TD_UPPER DS_TD_MAX DS_TS_MEAN DS_TS_STD DS_TS_CD DS_TS_MIN DS_TS_LOWER DS_TS_MED DS_TS_UPPER DS_TS_MAX PR_T PR_TS_MEAN PR_TS_STD PR_TS_CD PR_TS_MIN PR_TS_LOWER PR_TS_MED PR_TS_UPPER PR_TS_MAX PP_LE_MEAN PP_AC_MEAN PP_LE_STD PP_AC_STD PP_LE_CD PP_AC_CD PP_LE_MIN PP_AC_MIN PP_LE_LOWER PP_AC_LOWER PP_LE_MED PP_AC_MED PP_LE_UPPER PP_AC_UPPER PP_LE_MAX PP_AC_MAX
0 0 3 1.1210364000000368 0.7049016999999935 0.0 1.8259381000000303 1.8259381000000303 1.8259381000000303 1.8259381000000303 337.6875 351.3828125 20 20 1.0 20 1 0 False 0 0 False 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 0 2 4.749829699999964 10.546964100000011 0.0 15.296793799999975 17.122731900000005 17.122731900000005 17.122731900000005 448.28515625 456.37890625 44 44 1.0 44 20 20 False 0 0 False 2.2 2.2 2.284962282309918 2.284962282309918 1.0386192192317807 1.0386192192317807 1.0 1.0 1.0 1.0 1.0 1.0 3.0 3.0 10.0 10.0 0 0.0 0 0.0 7.294518489934753 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0 44.0 44.0 0.0 0.0 0.0 0.0 44.0 0.0 44.0 0.0 44.0 0.0 44.0 0.0 44.0 0.0
2 0 1 12.810403899999997 40.25994639999995 0.0 53.070350299999944 70.19308219999995 70.19308219999995 70.19308219999995 570.5078125 581.1015625 71 71 1.0 0 44 44 False 0 0 False 1.6136363636363635 1.6136363636363635 1.1854919318609467 1.1854919318609467 0.7346710563645305 0.7346710563645305 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 6.0 6.0 0 0.0 0 0.0 3.234906145252912 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 44.0 0.0 0.0 44.0 44.0 44.0 44.0 44.0 71.0 71.0 0.0 0.0 0.0 0.0 71.0 0.0 71.0 0.0 71.0 0.0 71.0 0.0 71.0 0.0
3 1 3 1.1305926999999656 0.7166683000000091 0.0 1.8472609999999747 1.8472609999999747 1.8472609999999747 1.8472609999999747 345.52734375 354.61328125 20 20 1.0 20 1 0 False 0 0 False 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 1 2 4.422325300000011 3.027533500000118 0.0 7.449858800000129 9.297119800000104 9.297119800000104 9.297119800000104 424.046875 428.9140625 42 42 1.0 42 20 20 False 0 0 False 2.1 2.1 2.04939015319192 2.04939015319192 0.9759000729485332 0.9759000729485332 1.0 1.0 1.0 1.0 1.5 1.5 2.0 2.0 10.0 10.0 0 0.0 0 0.0 7.296231904209185 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0 42.0 42.0 0.0 0.0 0.0 0.0 42.0 0.0 42.0 0.0 42.0 0.0 42.0 0.0 42.0 0.0
5 1 1 12.80716430000004 26.89496370000012 0.0 39.70212800000016 48.99924780000026 48.99924780000026 48.99924780000026 558.42578125 569.28515625 71 71 1.0 0 42 42 False 0 0 False 1.6904761904761905 1.6904761904761905 1.0238162763464755 1.0238162763464755 0.6056377972753799 0.6056377972753799 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 6.0 6.0 0 0.0 0 0.0 3.2091817207357485 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 42.0 0.0 0.0 42.0 42.0 42.0 42.0 42.0 71.0 71.0 0.0 0.0 0.0 0.0 71.0 0.0 71.0 0.0 71.0 0.0 71.0 0.0 71.0 0.0
6 2 3 1.1248534000000632 0.759658399999978 0.0 1.8845118000000411 1.8845118000000411 1.8845118000000411 1.8845118000000411 353.75390625 351.07421875 20 20 1.0 20 1 0 False 0 0 False 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7 2 2 4.421901400000024 2.1548953999999867 0.0 6.576796800000011 8.461308600000052 8.461308600000052 8.461308600000052 435.30859375 440.0078125 42 42 1.0 42 20 20 False 0 0 False 2.1 2.1 2.1496633763403397 2.1496633763403397 1.0236492268287332 1.0236492268287332 1.0 1.0 1.0 1.0 1.0 1.0 2.25 2.25 10.0 10.0 0 0.0 0 0.0 7.953301201388011 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0 42.0 42.0 0.0 0.0 0.0 0.0 42.0 0.0 42.0 0.0 42.0 0.0 42.0 0.0 42.0 0.0
8 2 1 12.88416250000003 22.228228700000045 0.0 35.112391200000076 43.57369980000013 43.57369980000013 43.57369980000013 574.8359375 585.3671875 71 71 1.0 0 42 42 False 0 0 False 1.6904761904761905 1.6904761904761905 1.0473682521046934 1.0473682521046934 0.6195699519492552 0.6195699519492552 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 6.0 6.0 0 0.0 0 0.0 3.3332624709021066 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 42.0 0.0 0.0 42.0 42.0 42.0 42.0 42.0 71.0 71.0 0.0 0.0 0.0 0.0 71.0 0.0 71.0 0.0 71.0 0.0 71.0 0.0 71.0 0.0
9 3 3 1.1247721999998817 0.7471685999998385 0.0 1.8719407999997202 1.8719407999997202 1.8719407999997202 1.8719407999997202 375.52734375 380.7265625 20 20 1.0 20 1 0 False 0 0 False 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10 3 2 4.754403600000103 12.828236099999913 0.0 17.582639700000016 19.454580499999736 19.454580499999736 19.454580499999736 474.3515625 478.44921875 44 44 1.0 44 20 20 False 0 0 False 2.2 2.2 2.2384204957490614 2.2384204957490614 1.0174638617041187 1.0174638617041187 1.0 1.0 1.0 1.0 1.0 1.0 2.25 2.25 10.0 10.0 0 0.0 0 0.0 6.141661013113634 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0 44.0 44.0 0.0 0.0 0.0 0.0 44.0 0.0 44.0 0.0 44.0 0.0 44.0 0.0 44.0 0.0
11 3 1 13.439468100000056 23.87702280000002 0.0 37.316490900000076 56.77107139999981 56.77107139999981 56.77107139999981 585.90625 594.234375 73 73 1.0 0 44 44 False 0 0 False 1.6590909090909092 1.6590909090909092 1.0330172969168459 1.0330172969168459 0.6226405625252222 0.6226405625252222 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 6.0 6.0 0 0.0 0 0.0 3.165012435837852 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 44.0 0.0 0.0 44.0 44.0 44.0 44.0 44.0 73.0 73.0 0.0 0.0 0.0 0.0 73.0 0.0 73.0 0.0 73.0 0.0 73.0 0.0 73.0 0.0
