online_method   cf cf cf cf cf cf cf cf gf gf gf gf gf gf gf gf hy hy hy hy hy hy hy hy
   "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation" "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation" "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation"
strategy AL PN                        
steady 1.0 6.0 0.5242240000000606 9.082543049999458   2.0 4.0 1.5 0.5 0.6373161500001032 9.359052499999876   2.0 5.0 1.75 0.5 0.5239320499999565 9.443431599999997   2.0 5.0 1.75 0.5
steady 1.0 7.0 0.6022053000001222 9.599625750000541   2.0 5.0 1.5 0.7071067811865476 0.5696014000000389 9.693489000001591   2.0 3.0 1.5 0.7071067811865476 0.5205597500000465 9.630824199999921   2.0 3.0 1.5 0.7071067811865476
steady 1.0 8.0 0.5222132999999474 9.821576299999833   2.0 4.0 1.6 0.7071067811865476 0.5999867500000846 10.0592201500003   2.0 4.0 1.75 0.7071067811865476 0.6677776999998457 10.008391149999825   2.0 5.0 1.75 0.8366600265340756
steady 1.0 9.0 0.6187290999999959 10.5148719   2.0 5.0 2.25 0.816496580927726 0.6144909999999157 10.649519800001006   2.0 5.0 1.6 0.7071067811865476 0.5997246999999675 10.604020050001054   2.0 5.0 1.8 0.7071067811865476
steady 1.0 10.0 0.5927292500000121 11.012338200001295   2.0 5.0 1.5 0.7071067811865476 0.5048208999999133 10.93220659999986   2.0 3.0 1.333333333333333 0.5773502691896257 0.5112163999999879 11.01292080000044   2.0 3.0 1.4 0.5773502691896257
steady 1.0 11.0 0.46247780000001626 11.422868599998365   2.0 3.0 1.25 0.5 0.3602578999998514 11.1192403   2.0 3.0 1.333333333333333 0.5773502691896257 0.36015835000000607 11.0775621999999   2.0 3.0 1.5 0.6422285251880866
steady 1.0 12.0 0.3574237500000521 11.46950959999998   2.0 3.0 1.5 0.7071067811865476 0.3520288500002948 11.447419149999435   2.0 3.0 1.5 0.0 0.34721670000000415 11.280162900000274   2.0 3.0 1.5 0.0
steady 1.0 13.0 0.35581879999998733 11.90825294999928   2.0 3.0 1.5 0.7071067811865476 0.35142185000006526 11.793151849999767   2.0 3.0 1.5 0.7071067811865476 0.35275319999993826 11.651890150000215   2.0 3.0 1.5 0.7071067811865476
steady 1.0 14.0 0.3529437999999345 12.28633619999971   2.0 3.0 1.5 0.7071067811865476 0.45527884999995644 12.289766750001094   2.0 4.0 2.0 0.7071067811865476 0.3551185000000601 12.05868840000056   2.0 3.0 1.5 0.7071067811865476
steady 1.0 15.0 0.3553800000000251 12.67413160000012   2.0 3.0 1.5 0.7071067811865476 0.44244459999998753 12.763963250001545   2.0 4.0 1.5 0.5773502691896257 0.35791184999988707 12.49023880000013   2.0 3.0 1.5 0.7071067811865476
steady 1.0 16.0 0.4454385500000626 13.08061715000008   2.0 4.0 2.0 0.7071067811865476 0.3644921499999612 13.177924550002956   2.0 3.0 1.5 0.7071067811865476 0.3593518000000131 12.934471650000035   2.0 3.0 1.5 0.7071067811865476
steady 1.0 17.0 0.4526144499999418 13.534770050000276   2.0 4.0 2.0 0.7071067811865476 0.3684152500000195 13.622547750000535   2.0 3.0 1.5 0.7071067811865476 0.44988185000001124 13.363632149999814   2.0 4.0 2.0 0.7071067811865476
steady 1.0 18.0 0.36537359999996966 13.978187449998586   2.0 3.0 1.5 0.7071067811865476 0.36349300000028967 14.07181114999994   2.0 3.0 1.5 0.7071067811865476 0.36531329999994 13.78609315000011   2.0 3.0 1.5 0.7071067811865476
steady 1.0 19.0 0.35182790000012437 14.332073450000227   2.0 3.0 1.5 0.7071067811865476 0.35484989999991967 14.45909250000119   2.0 3.0 1.5 0.7071067811865476 0.35577779999997006 14.172944250000686   2.0 3.0 1.5 0.7071067811865476
