problem ps1 ps1 ps1 ps1 ps1 ps1 ps15 ps15 ps15 ps15 ps15 ps15
 GT ST LT WT CT LE GT ST LT WT CT LE
planning_mode            
classical 7.300234200000034 10.512872100000266 13.5333844000003 13.5333844000003 13.5333844000003 39.0 6.846349399999951 8.213226500000133 11.96851720000015 11.96851720000015 11.96851720000015 39.0
offline 6.232468999999925 3.7967134000001295 10.02918240000005 10.02918240000005 10.02918240000005 39.0 6.130644000000132 11.601736399999933 17.73929970000006 17.73929970000006 17.73929970000006 39.0
online 58.14688964999888 13.253839799999788 2.610465550000033 0.6769192916666722 7.911934050000028 41.0 62.56347785000003 10.927882450000254 1.83147745000025 0.7010380374999994 8.236496599999953 49.0
