problem   ps1 ps1 ps1 ps1 ps15 ps15 ps15 ps15
   "Total Time" "Wait time" Size Length "Total Time" "Wait time" Size Length
planning_mode AL PN        
online 1.0 1.0 0.4554643499999713 2.610465550000033 2.0 4.0 0.4520373999999662 1.83147745000025 2.0 4.0
online 1.0 2.0 0.5207367499999975 1.1445476500000495 3.0 5.0 0.38957525 0.9150532000000098 2.0 2.0
online 1.0 3.0 0.41701429999997686 0.7094431000000867 3.0 4.0 0.4136368499999818 0.6338137499999874 2.0 4.0
online 1.0 4.0 0.6353894999999454 0.7705603999999084 3.0 6.0 0.5994266000000295 0.8504643000000556 2.0 6.0
online 1.0 5.0 0.343059150000002 0.3948797000000184 2.0 3.0 0.25496384999995314 0.39425689999993097 1.5 2.0
online 1.0 6.0 0.34384405000005813 0.4912096499999521 2.0 3.0 0.3533963499999402 0.47657299999994507 2.0 3.0
online 1.0 7.0 0.2577770999999558 0.2577770999999558 1.0 2.0 0.25655559999996314 0.25655559999996314 2.0 2.0
online 1.0 8.0 0.3582429499999904 0.3582429499999904 2.0 3.0 0.3497553000000124 0.3497553000000124 2.0 3.0
online 1.0 9.0 0.16883169999999836 0.16883169999999836 1.0 1.0 0.2518463000000679 0.2518463000000679 1.0 2.0
online 1.0 10.0 0.3445902499999818 0.3445902499999818 1.0 2.5 0.3506020499999991 0.3506020499999991 1.0 3.0
online 1.0 11.0 0.1691990000000061 0.1691990000000061 1.0 1.0 0.16873935000005247 0.16873935000005247 1.0 1.0
online 1.0 12.0 0.3464570500000548 0.3464570500000548 2.0 3.0 0.4425970000000916 0.4425970000000916 2.0 3.5
online 1.0 13.0 0.17533550000001694 0.17533550000001694 1.0 1.0 0.16732784999994976 0.16732784999994976 1.0 1.0
online 1.0 14.0 0.16778664999999648 0.16778664999999648 1.0 1.0 0.1672637999999722 0.1672637999999722 1.0 1.0
online 1.0 15.0 0.16588185000003364 0.16588185000003364 1.0 1.0 0.2481579000000238 0.2481579000000238 1.0 2.0
online 1.0 16.0 0.1676617499999793 0.1676617499999793 1.0 1.0 0.25394619999997303 0.25394619999997303 1.0 2.0
online 1.0 17.0 0.16949349999995889 0.16949349999995889 1.0 1.0 0.16654210000002934 0.16654210000002934 1.0 1.0
online 1.0 18.0 0.1763717999998562 0.1763717999998562 1.0 1.0 0.1671014500000112 0.1671014500000112 1.0 1.0
online 1.0 19.0 0.1649755000000539 0.1649755000000539 1.0 1.0 0.16690574999999797 0.16690574999999797 1.0 1.0
online 1.0 20.0 0.1662717499999644 0.1662717499999644 1.0 1.0 0.25474280000005933 0.25474280000005933 1.0 2.0
online 1.0 21.0 0.2500535999999869 0.2500535999999869 1.0 2.0 1.661695700000024 1.661695700000024 1.0 14.0
online 1.0 22.0 0.16404589999996233 0.16404589999996233 1.0 1.0 0.2565491499999837 0.2565491499999837 1.0 2.0
online 1.0 23.0 0.1633970999999974 0.1633970999999974 1.0 1.0 1.7034121999998466 1.7034121999998466 1.0 14.0
online 1.0 24.0 0.2514616000000274 0.2514616000000274 1.0 2.0    
online 1.0 25.0 0.16368340000008175 0.16368340000008175 1.0 1.0    
online 2.0 1.0 0.7713473999999394 2.143606749999989 4.0 10.0 0.4480298000000289 1.437871650000233 3.0 6.0
online 2.0 2.0 0.506697749999951 0.506697749999951 4.0 7.0 0.5352685000000434 0.5352685000000434 4.0 8.0
online 2.0 3.0 0.3165483499999482 0.3165483499999482 4.0 4.5 0.2770668999999942 0.2770668999999942 3.0 3.5
online 2.0 4.0 0.319054000000051 0.319054000000051 4.0 4.5 0.29991124999995833 0.29991124999995833 3.5 4.0
online 2.0 5.0 0.23010320000007312 0.23010320000007312 3.0 3.0 0.23034235000002923 0.23034235000002923 3.0 3.0
online 2.0 6.0 0.22872910000000246 0.22872910000000246 3.0 3.0 0.22252569999996297 0.22252569999996297 3.0 3.0
online 3.0 1.0 1.36388360000015 1.36388360000015 1.0 18.0 0.9858233499999187 0.9858233499999187 1.0 15.0
