problem ps1 ps1 ps1 ps2 ps2 ps2 ps3 ps3 ps3
 QL_SCORE TI_SCORE GRADE QL_SCORE TI_SCORE GRADE QL_SCORE TI_SCORE GRADE
planning_mode         
classical 1.0 0.6991812196279591 0.6991812196279591 1.0 0.5288722171478273 0.5288722171478273 1.0 0.1523300763871699 0.1523300763871699
offline 1.0 0.7381619668634064 0.7381619668634064 0.9818181818181818 0.6283610251182835 0.6123562579102649 0.9350440542800179 0.4652622691863557 0.43353855731084506
online 0.7289206343813378 1.0 0.7289206343813378 0.7206004631324379 0.9946836726084458 0.7160055969773883 0.7466753585864383 0.9863191768612987 0.7347574690043555
