problem ps1 ps1 ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3 ps3 ps3
 GT ST LT WT CT LE GT ST LT WT CT LE GT ST LT WT CT LE
planning_mode                  
offline 6.363193457546875 1.9678088730861099 0.8380543783268088 0.8380543783268088 0.8380543783268088 1.0 6.641161451023617 1.5412196531385904 0.5402621091044226 0.5402621091044226 0.5402621091044226 1.0377358490566038 7.149607516911001 0.4262548329943377 0.09957610266547835 0.09957610266547835 0.09957610266547835 1.0597014925373134
online 9.59387087882745 2.1410382135248485 0.19418474140143702 0.05886648507769737 0.7193601993599984 1.435897435897436 8.963680087924683 0.9520642108142442 0.09869775359147577 0.02816601467005309 0.34059297017446916 1.3773584905660377 7.581388524524961 0.06941652765074913 0.008107825654109843 0.0022872033766110043 0.027506762983645575 1.328358208955224
