problem ps1 ps1 ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3 ps3 ps3
 GT ST LT WT CT LE GT ST LT WT CT LE GT ST LT WT CT LE
planning_mode                  
classical 7.300234200000034 10.512872100000266 13.5333844000003 13.5333844000003 13.5333844000003 39.0 10.510800500000073 34.6412800999999 38.17034139999993 38.17034139999993 38.17034139999993 53.0 14.952695199999877 592.002530099998 578.6409821999989 578.6409821999989 578.6409821999989 67.0
offline 46.45280250000016 20.687322999999928 11.341712049999984 11.341712049999984 11.341712049999984 39.0 69.80392310000025 53.389821699998606 20.62198914999982 20.62198914999982 20.62198914999982 55.0 106.90590199999815 252.34393960000003 57.61881385000032 57.61881385000032 57.61881385000032 71.0
online 70.03750430000053 22.50846089999979 2.6279767500003 0.79666277083336 9.735378099999707 56.0 94.21545314999946 32.98072300000159 3.767326949999699 1.0751063958333327 13.000549949999481 73.0 113.36219179999853 41.09475999999995 4.691520200000468 1.3234696083333455 15.916540349999249 89.0
