problem   ps1 ps1 ps1 ps1 ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3 ps3 ps3 ps3 ps3
   "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation" "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation" "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation"
planning_mode AL PN                        
online 1.0 1.0 2.6279767500003 2.6279767500003   2.0 4.0 2.0 0.0 3.767326949999699 3.767326949999699   4.0 7.0 1.833333333333333 0.5477225575051661 4.691520200000468 4.691520200000468   5.0 8.0 1.888888888888889 0.5477225575051661
online 1.0 2.0 1.025186199999922 3.7307336500000474   3.0 5.0 2.0 0.5 1.520514050000088 5.185857099999936   4.0 9.0 2.0 1.364225461978742 1.9766770499998074 6.579047900000148   5.0 9.0 2.0 1.224744871391589
online 1.0 3.0 0.7256063000001518 4.517132250000117   3.0 4.0 1.333333333333333 0.5773502691896257 1.048224250000203 6.607884699999886   4.0 5.0 1.333333333333333 0.5477225575051661 1.222874199999978 7.8963369500004035   4.0 7.0 1.5 0.7071067811865476
online 1.0 4.0 0.7319429499999259 5.330231499999513   3.0 6.0 1.75 0.9574271077563381 0.9859112999999695 7.726916800000154   4.0 8.0 1.333333333333333 0.5773502691896257 1.2248996000001284 9.178692649999988   4.0 8.0 1.714285714285714 0.7352534831998119
online 1.0 5.0 0.3898035999999792 5.773246900000217   2.0 3.0 1.333333333333333 0.0 0.48639915000012474 8.032669299999554   3.0 3.0 1.333333333333333 0.5773502691896257 0.7715570999999954 9.616590950000273   3.0 5.0 1.25 0.5
online 1.0 6.0 0.4753702499999122 6.236986150000263   2.0 3.0 1.5 0.5773502691896257 0.625080850000046 8.90077274999976   3.0 6.0 2.0 0.7071067811865476 0.8637853000002167 10.252098750000016   3.0 7.0 1.75 0.816496580927726
online 1.0 7.0 0.25380524999997073 6.468327449999791   1.0 2.0 1.5 0.0 0.26038454999988403 9.187330400000803   2.0 2.0 1.0 0.0 0.32098370000005616 10.600688399999939   2.5 3.0 1.0 0.0
online 1.0 8.0 0.3873213999999763 6.75677330000039   2.0 3.0 1.5 0.7071067811865476 0.4104524500000082 9.589884699999857   2.0 4.0 1.5 0.5773502691896257 0.5219727499999465 11.202784249999354   3.0 5.0 1.5 0.7071067811865476
online 1.0 9.0 0.16695830000000456 6.774404849999854   1.0 1.0 1.0 0.0 0.17600234999999032 9.401172050000099   1.0 1.0 1.0 0.0 0.3496937000000173 10.989819949999486   2.0 3.0 1.5 0.5
online 1.0 10.0 0.3442774999999614 6.983133050000276   1.0 2.5 1.5 0.0 0.31192539999989327 9.751437049999836   2.0 2.0 1.5 0.0 0.3482228000000589 11.364221900000045   2.0 3.0 1.4 0.5
online 1.0 11.0 0.16738619999992466 7.18592840000019   1.0 1.0 1.0 0.0 0.25617500000004156 9.99767274999982   2.0 2.0 1.0 0.0 0.2660507999998458 11.91521899999941   2.0 2.0 1.333333333333333 0.0
online 1.0 12.0 0.34609054999997113 7.43059664999987   2.0 3.0 1.5 0.7071067811865476 0.4267366500000378 10.506598399999916   2.0 4.0 1.5 0.7071067811865476 0.569873200000302 12.535058700000254   3.0 5.0 2.0 0.7071067811865476
online 1.0 13.0 0.2509675499999737 7.360036600000029   1.0 2.0 2.0 0.0 0.25339429999991125 10.179637700000356   1.0 2.0 1.5 0.0 0.17037229999998976 11.842765249999498   1.0 1.0 1.0 0.0
online 1.0 14.0 0.16640645000001092 7.532255349999986   1.0 1.0 1.0 0.0 0.1712611499999923 10.455585900000184   1.0 1.0 1.0 0.0 0.25767440000004177 12.15675429999931   1.0 2.0 1.5 0.0
online 1.0 15.0 0.16632055000007995 7.712804799999944   1.0 1.0 1.0 0.0 0.16773870000002944 10.803514700000111   1.0 1.0 1.0 0.0 0.3493958500000076 12.596414199999284   2.0 3.0 1.5 0.0
online 1.0 16.0 0.16709915000006959 7.909543500000112   1.0 1.0 1.0 0.0 0.257233250000013 11.852423499999361   1.0 2.0 1.5 0.0 0.5653978000000563 13.064475949999519   2.0 5.0 2.5 0.7071067811865476
online 1.0 17.0 0.219258850000017 7.926098300000177   1.0 1.5 1.5 0.0 0.2535382499999912 11.977968799998505   1.0 2.0 1.0 0.0 0.35633545000018785 12.97852925000046   2.0 3.0 1.5 0.0
online 1.0 18.0 0.16760644999997965 8.157621299999995   1.0 1.0 1.0 0.0 0.2539260499999898 12.335778849999116   1.0 2.0 2.0 0.0 0.36224034999986543 13.44884819999919   2.0 3.0 1.5 0.7071067811865476
online 1.0 19.0 0.16445935000007234 8.325011349999748   1.0 1.0 1.0 0.0 0.1665738000000374 12.54231700000119   1.0 1.0 1.0 0.0 0.17733079999987922 13.769840849999925   1.0 1.0 1.0 0.0
