 RU AL GT ST OT TT LT CT WT RSS VMS LE AC CF PSG SIZE SGLITS_T QUALITY_SCORE LATENCY_SCORE COMPLETION_SCORE WAIT_SCORE LATENCY_GRADE COMPLETION_GRADE WAIT_GRADE OVERALL_GRADE HAS_TRAILING TOT_CHOICES PRE_CHOICES FGOALS_ORDER CP_EF_L CP_EF_A SP_ED_L SP_ED_A SP_EB_L SP_EB_A SP_MIN_L SP_MIN_A SP_LOWER_L SP_LOWER_A SP_MED_L SP_MED_A SP_UPPER_L SP_UPPER_A SP_MAX_L SP_MAX_A T_INTER_SP P_INTER_SP T_INTER_Q P_INTER_Q M_CHILD_SPREAD DIV_INDEX_SPREAD DIV_STEP_SPREAD DIVS_T DS_T DS_TD_MEAN DS_TD_STD DS_TD_CD DS_TD_MIN DS_TD_LOWER DS_TD_MED DS_TD_UPPER DS_TD_MAX DS_TS_MEAN DS_TS_STD DS_TS_CD DS_TS_MIN DS_TS_LOWER DS_TS_MED DS_TS_UPPER DS_TS_MAX PR_T PR_TS_MEAN PR_TS_STD PR_TS_CD PR_TS_MIN PR_TS_LOWER PR_TS_MED PR_TS_UPPER PR_TS_MAX PP_LE_MEAN PP_AC_MEAN PP_LE_STD PP_AC_STD PP_LE_CD PP_AC_CD PP_LE_MIN PP_AC_MIN PP_LE_LOWER PP_AC_LOWER PP_LE_MED PP_AC_MED PP_LE_UPPER PP_AC_UPPER PP_LE_MAX PP_AC_MAX
0 0 3 1.2973148999999466 0.832106799999849 0.0 2.1294216999997957 2.1294216999997957 2.1294216999997957 2.1294216999997957 1050.51953125 1068.37890625 20 20 1.0 20 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 False 0 0 False 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 1 1 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 0 2 3.2386606999999685 1.549694699999975 0.0 4.7883553999999435 5.632808699999828 6.917777099999739 3.5546872999998413 1075.0078125 1093.55859375 44 44 1.0 44 20 20 0.9545454545454546 0.9345875635890879 0.8571388076722648 1.0 0.8921063106986749 0.8181779527780709 0.9545454545454546 0.8882765726740668 False 0 0 False 2.2 2.2 2.015727634065883 2.015727634065883 0.9162398336663103 0.9162398336663103 1.0 1.0 1.0 1.0 2.0 2.0 3.0 3.0 10.0 10.0 0 0.0 0 0.0 6.68430998682736 0.0 3.4641016151377544 6 2 3.0 0.0 0.0 3.0 3.0 3.0 3.0 3.0 22.0 8.48528137423857 0.385694607919935 16.0 19.0 22.0 25.0 28.0 2 10.0 0.0 0.0 10.0 10.0 10.0 10.0 10.0 22.0 22.0 8.48528137423857 8.48528137423857 0.385694607919935 0.0 16.0 0.0 19.0 0.0 22.0 0.0 25.0 0.0 28.0 0.0
2 0 1 74.5018677999991 54.809355000000096 0.0 129.3112227999992 34.2194879999999 136.22899989999894 17.252810224999862 1262.0234375 1338.66796875 192 192 1.0 0 44 44 0.8697916666666666 0.5452647667377977 0.34834128022072 0.6552337853962477 0.47426675023548026 0.3029843426919804 0.5699168862561113 0.44905599306119065 False 0 0 False 4.363636363636363 4.363636363636363 4.441301449166434 4.441301449166434 1.0177982487673078 1.0177982487673078 1.0 1.0 1.0 1.0 2.0 2.0 9.0 9.0 15.0 15.0 0 0.0 0 0.0 10.204722614376331 3.3166247903554 21.10292238845922 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8 5.5 1.6035674514745464 0.2915577184499175 4.0 4.0 5.5 7.0 7.0 24.0 24.0 11.916375287812984 11.916375287812984 0.4965156369922077 0.0 5.0 0.0 15.25 0.0 25.0 0.0 35.0 0.0 38.0 0.0
3 1 3 1.2929528999998183 0.83181510000054 0.0 2.1247680000003584 2.1247680000003584 2.1247680000003584 2.1247680000003584 1037.578125 1055.26171875 20 20 1.0 20 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 False 0 0 False 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 1 1 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 1 2 3.264572699999917 1.3981349000001728 0.0 4.66270760000009 5.730498800000419 6.787475600000448 3.4889897500002007 1114.83203125 1139.26171875 44 44 1.0 44 20 20 0.9545454545454546 0.9268352182193419 0.8632338540615752 1.0 0.8847063446639173 0.8239959516042309 0.9545454545454546 0.8877492502712009 False 0 0 False 2.2 2.2 2.015727634065883 2.015727634065883 0.9162398336663103 0.9162398336663103 1.0 1.0 1.0 1.0 2.0 2.0 3.0 3.0 10.0 10.0 0 0.0 0 0.0 7.193747284969079 0.0 4.618802153517006 6 2 3.0 0.0 0.0 3.0 3.0 3.0 3.0 3.0 22.0 11.313708498984761 0.51425947722658 14.0 18.0 22.0 26.0 30.0 2 10.0 0.0 0.0 10.0 10.0 10.0 10.0 10.0 22.0 22.0 11.313708498984761 11.313708498984761 0.51425947722658 0.0 14.0 0.0 18.0 0.0 22.0 0.0 26.0 0.0 30.0 0.0
5 1 1 69.90645909999955 56.418360700000676 0.0 126.32481980000023 35.44630620000089 133.11229540000068 16.87648171250011 1291.1640625 1353.54296875 181 181 1.0 0 44 44 0.9226519337016574 0.5399556760346462 0.35152353638246525 0.6590770162417521 0.498191148606552 0.3243338705849265 0.6080986834937713 0.47687456756174995 False 0 0 False 4.113636363636363 4.113636363636363 4.346695666081381 4.346695666081381 1.0566553000418826 1.0566553000418826 1.0 1.0 1.0 1.0 1.5 1.5 9.0 9.0 15.0 15.0 0 0.0 0 0.0 12.832710576639755 4.041451884327381 28.951468011138918 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8 5.5 2.2038926600773587 0.40070775637770156 3.0 3.75 5.5 7.25 8.0 22.625 22.625 13.876367371490689 13.876367371490689 0.6133201048172681 0.0 5.0 0.0 10.25 0.0 24.5 0.0 36.0 0.0 38.0 0.0
6 2 3 1.2961253999999371 0.9753316000000041 0.0 2.271456999999941 2.271456999999941 2.271456999999941 2.271456999999941 1111.640625 1133.07421875 20 20 1.0 20 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 False 0 0 False 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 1 1 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7 2 2 3.1940288999996937 1.1819555999998101 0.0 4.375984499999504 5.090650499999583 6.647441499999445 3.4197579999997174 1186.25390625 1214.1484375 44 44 1.0 44 20 20 0.9545454545454546 0.9884232110401884 0.8701102989989697 1.0 0.9434948832656344 0.830559830862653 0.9545454545454546 0.909533389557914 False 0 0 False 2.2 2.2 2.117595458607661 2.117595458607661 0.9625433902762094 0.9625433902762094 1.0 1.0 1.0 1.0 1.5 1.5 2.25 2.25 10.0 10.0 0 0.0 0 0.0 6.385922016435839 0.0 2.309401076758503 6 2 3.0 0.0 0.0 3.0 3.0 3.0 3.0 3.0 22.0 5.656854249492381 0.25712973861329 18.0 20.0 22.0 24.0 26.0 2 10.0 0.0 0.0 10.0 10.0 10.0 10.0 10.0 22.0 22.0 5.656854249492381 5.656854249492381 0.25712973861329 0.0 18.0 0.0 20.0 0.0 22.0 0.0 24.0 0.0 26.0 0.0
8 2 1 79.54612159999976 111.51421319999861 0.0 191.06033479999837 34.60871289999932 197.70777629999782 24.920041187499734 1477.08984375 1546.5625 205 205 1.0 0 44 44 0.8146341463414634 0.5435573932696733 0.29740227522757934 0.5943311863546452 0.44280041305383144 0.24227404860002802 0.48416247864012557 0.38974564676466167 True 0 0 False 4.659090909090909 4.659090909090909 5.049019748706969 5.049019748706969 1.0890042595250324 1.0890042595250324 1.0 1.0 1.0 1.0 1.5 1.5 9.0 9.0 19.0 19.0 0 0.0 0 0.0 7.254077650672309 1.855921454276674 7.971738274122597 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8 5.5 1.1952286093343936 0.21731429260625337 4.0 4.75 5.5 6.25 7.0 25.625 25.625 9.98480989160177 9.98480989160177 0.3896511177210447 0.0 12.0 0.0 17.75 0.0 24.5 0.0 33.25 0.0 40.0 0.0
9 3 3 1.3006540999998606 0.7819905000001199 0.0 2.0826445999999805 2.0826445999999805 2.0826445999999805 2.0826445999999805 1242.69921875 1268.0 20 20 1.0 20 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 False 0 0 False 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 1 1 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10 3 2 2.952879900000312 0.8592652999999473 0.0 3.812145200000259 4.584192900000403 5.89478980000024 3.114332250000018 1279.34765625 1305.16015625 42 42 1.0 42 20 20 1.0 1.0 0.9147349299511743 1.0 1.0 0.9147349299511743 1.0 0.9715783099837247 False 0 0 False 2.1 2.1 2.0235456115702615 2.0235456115702615 0.9635931483667911 0.9635931483667911 1.0 1.0 1.0 1.0 1.5 1.5 2.25 2.25 10.0 10.0 0 0.0 0 0.0 5.68550789287993 0.0 2.309401076758503 6 2 3.0 0.0 0.0 3.0 3.0 3.0 3.0 3.0 21.0 5.656854249492381 0.26937401188058957 17.0 19.0 21.0 23.0 25.0 2 10.0 0.0 0.0 10.0 10.0 10.0 10.0 10.0 21.0 21.0 5.656854249492381 5.656854249492381 0.26937401188058957 0.0 17.0 0.0 19.0 0.0 21.0 0.0 23.0 0.0 25.0 0.0
11 3 1 69.03425930000037 66.13349970000036 0.0 135.16775900000073 29.231277400000636 141.06254880000097 17.874530550000088 1442.2890625 1505.796875 183 183 1.0 0 42 42 0.912568306010929 0.5693327559580509 0.34355148446141737 0.6491174561471452 0.5195550286611721 0.31351419620249565 0.5923640173583238 0.47514441407399716 False 0 0 False 4.357142857142857 4.357142857142857 4.421794297382271 4.421794297382271 1.0148380354647837 1.0148380354647837 1.0 1.0 1.0 1.0 1.5 1.5 9.0 9.0 15.0 15.0 0 0.0 0 0.0 10.499716549462061 1.9364916731037085 6.40908643169125 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8 5.25 1.164964745021435 0.22189804667074955 4.0 4.0 5.5 6.0 7.0 22.875 22.875 7.717096048940394 7.717096048940394 0.33735939011761285 0.0 12.0 0.0 16.5 0.0 24.0 0.0 27.25 0.0 34.0 0.0
