 RU AL GT ST OT TT LT CT WT RSS VMS LE AC CF PSG SIZE SGLITS_T QUALITY_SCORE LATENCY_SCORE COMPLETION_SCORE WAIT_SCORE LATENCY_GRADE COMPLETION_GRADE WAIT_GRADE OVERALL_GRADE HAS_TRAILING TOT_CHOICES PRE_CHOICES FGOALS_ORDER CP_EF_L CP_EF_A SP_ED_L SP_ED_A SP_EB_L SP_EB_A SP_MIN_L SP_MIN_A SP_LOWER_L SP_LOWER_A SP_MED_L SP_MED_A SP_UPPER_L SP_UPPER_A SP_MAX_L SP_MAX_A T_INTER_SP P_INTER_SP T_INTER_Q P_INTER_Q M_CHILD_SPREAD DIV_INDEX_SPREAD DIV_STEP_SPREAD DIVS_T DS_T DS_TD_MEAN DS_TD_STD DS_TD_CD DS_TD_MIN DS_TD_LOWER DS_TD_MED DS_TD_UPPER DS_TD_MAX DS_TS_MEAN DS_TS_STD DS_TS_CD DS_TS_MIN DS_TS_LOWER DS_TS_MED DS_TS_UPPER DS_TS_MAX PR_T PR_TS_MEAN PR_TS_STD PR_TS_CD PR_TS_MIN PR_TS_LOWER PR_TS_MED PR_TS_UPPER PR_TS_MAX PP_LE_MEAN PP_AC_MEAN PP_LE_STD PP_AC_STD PP_LE_CD PP_AC_CD PP_LE_MIN PP_AC_MIN PP_LE_LOWER PP_AC_LOWER PP_LE_MED PP_AC_MED PP_LE_UPPER PP_AC_UPPER PP_LE_MAX PP_AC_MAX
0 0 3 3.6937815000002274 146.0407557000001 0.0 149.73453720000032 149.73453720000032 149.73453720000032 149.73453720000032 639.33203125 657.60546875 29 29 1.0 29 1 0 1.0 0.3353667065508036 0.3353667065508036 0.3353667065508036 0.3353667065508036 0.3353667065508036 0.3353667065508036 0.3353667065508036 False 0 0 False 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 0 2 9.001330400000143 39.338414500000226 0.0 48.33974490000037 198.0742821000007 198.0742821000007 198.0742821000007 851.51953125 893.8984375 55 55 1.0 55 29 29 1.0 0.29715008966123513 0.29715008966123513 0.29715008966123513 0.29715008966123513 0.29715008966123513 0.29715008966123513 0.29715008966123513 False 0 0 False 1.896551724137931 1.896551724137931 1.8773999419068705 1.8773999419068705 0.9899017875508954 0.9899017875508954 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 10.0 10.0 0 0.0 0 0.0 9.15151885017785 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 29.0 0.0 0.0 29.0 29.0 29.0 29.0 29.0 55.0 55.0 0.0 0.0 0.0 0.0 55.0 0.0 55.0 0.0 55.0 0.0 55.0 0.0 55.0 0.0
2 0 1 27.233162700000094 147.25040469999965 0.0 174.48356739999974 372.55784950000043 372.55784950000043 372.55784950000043 1346.00390625 1452.37890625 87 87 1.0 0 55 55 0.9770114942528736 0.21158500212762665 0.21158500212762665 0.21158500212762665 0.20672097909020995 0.20672097909020995 0.20672097909020995 0.20672097909020995 False 0 0 False 1.5818181818181818 1.5818181818181818 1.0308376509549224 1.0308376509549224 0.6516789747416176 0.6516789747416176 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 6.0 6.0 0 0.0 0 0.0 4.3964298062544245 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 55.0 0.0 0.0 55.0 55.0 55.0 55.0 55.0 87.0 87.0 0.0 0.0 0.0 0.0 87.0 0.0 87.0 0.0 87.0 0.0 87.0 0.0 87.0 0.0
3 1 3 3.6804243000001406 152.18839789999993 0.0 155.86882220000007 155.86882220000007 155.86882220000007 155.86882220000007 662.80078125 678.19921875 29 29 1.0 29 1 0 1.0 0.3298660491796158 0.3298660491796158 0.3298660491796158 0.3298660491796158 0.3298660491796158 0.3298660491796158 0.3298660491796158 False 0 0 False 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 1 2 9.093860699999823 56.23140489999969 0.0 65.32526559999951 221.19408779999958 221.19408779999958 221.19408779999958 884.625 927.5078125 55 55 1.0 55 29 29 1.0 0.2821344463283376 0.2821344463283376 0.2821344463283376 0.2821344463283376 0.2821344463283376 0.2821344463283376 0.2821344463283376 False 0 0 False 1.896551724137931 1.896551724137931 1.9150685848629714 1.9150685848629714 1.0097634356550214 1.0097634356550214 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 10.0 10.0 0 0.0 0 0.0 8.609509992257262 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 29.0 0.0 0.0 29.0 29.0 29.0 29.0 29.0 55.0 55.0 0.0 0.0 0.0 0.0 55.0 0.0 55.0 0.0 55.0 0.0 55.0 0.0 55.0 0.0
5 1 1 27.303667299999233 136.80725580000058 0.0 164.1109230999998 385.3050108999994 385.3050108999994 385.3050108999994 1316.4375 1425.58203125 87 87 1.0 0 55 55 0.9770114942528736 0.20704871603748087 0.20704871603748087 0.20704871603748087 0.2022889754389181 0.2022889754389181 0.2022889754389181 0.2022889754389181 False 0 0 False 1.5818181818181818 1.5818181818181818 0.9562834906439169 0.9562834906439169 0.6045470343151199 0.6045470343151199 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 6.0 6.0 0 0.0 0 0.0 3.935261235513538 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 55.0 0.0 0.0 55.0 55.0 55.0 55.0 55.0 87.0 87.0 0.0 0.0 0.0 0.0 87.0 0.0 87.0 0.0 87.0 0.0 87.0 0.0 87.0 0.0
6 2 3 3.6940731999986838 152.06127629999946 0.0 155.75534949999815 155.75534949999815 155.75534949999815 155.75534949999815 878.3046875 890.40625 29 29 1.0 29 1 0 1.0 0.32996576912289544 0.32996576912289544 0.32996576912289544 0.32996576912289544 0.32996576912289544 0.32996576912289544 0.32996576912289544 False 0 0 False 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7 2 2 9.075079799999685 50.96688909999966 0.0 60.04196889999935 215.7973183999975 215.7973183999975 215.7973183999975 868.6015625 918.73046875 55 55 1.0 55 29 29 1.0 0.2854913210837342 0.2854913210837342 0.2854913210837342 0.2854913210837342 0.2854913210837342 0.2854913210837342 0.2854913210837342 False 0 0 False 1.896551724137931 1.896551724137931 1.7996989348659502 1.7996989348659502 0.9489321656565919 0.9489321656565919 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 10.0 10.0 0 0.0 0 0.0 9.347626505385497 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 29.0 0.0 0.0 29.0 29.0 29.0 29.0 29.0 55.0 55.0 0.0 0.0 0.0 0.0 55.0 0.0 55.0 0.0 55.0 0.0 55.0 0.0 55.0 0.0
8 2 1 25.823634599999878 133.97404659999938 0.0 159.79768119999926 375.59499959999675 375.59499959999675 375.59499959999675 1347.875 1456.3125 85 85 1.0 0 55 55 1.0 0.21049010268392387 0.21049010268392387 0.21049010268392387 0.21049010268392387 0.21049010268392387 0.21049010268392387 0.21049010268392387 False 0 0 False 1.5454545454545454 1.5454545454545454 0.9193029126016327 0.9193029126016327 0.594843061095174 0.594843061095174 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 6.0 6.0 0 0.0 0 0.0 3.248394390418517 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 55.0 0.0 0.0 55.0 55.0 55.0 55.0 55.0 85.0 85.0 0.0 0.0 0.0 0.0 85.0 0.0 85.0 0.0 85.0 0.0 85.0 0.0 85.0 0.0
9 3 3 3.686051500001213 144.82126630000062 0.0 148.50731780000183 148.50731780000183 148.50731780000183 148.50731780000183 916.1640625 928.31640625 29 29 1.0 29 1 0 1.0 0.33649492115208757 0.33649492115208757 0.33649492115208757 0.33649492115208757 0.33649492115208757 0.33649492115208757 0.33649492115208757 False 0 0 False 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
