 RU AL GT ST TT RSS VMS LE AC PSG
0 0 3 1.3055427000000017 0.1644488000000004 1.4699915000000021 144.6640625 131.84765625 14 21 21
1 0 2 3.9364729999999977 0.5899052999999901 4.526378299999988 121.984375 108.50390625 30 47 47
2 0 1 19.894211299999995 3.425627300000004 23.319838599999997 136.140625 124.078125 60 78 0
