 RU AL GT ST TT RSS VMS LE AC PSG
0 0 3 1.2701536000000004 0.1479916999999995 1.4181453 140.6640625 127.5859375 14 21 21
1 0 2 3.8984654000000045 0.6185495000000039 4.517014900000008 123.21875 110.859375 30 47 47
2 0 1 18.004225900000005 5.342261000000013 23.346486900000016 137.9375 124.87109375 60 78 0
