 RU AL GT ST OT TT LT CT WT RSS VMS LE AC CF PSG CSGSS CSGS TOT_CHOICES PRE_CHOICES FGOALS_ORDER CP_EF_L CP_EF_A SP_ED_L SP_ED_A SP_EB_L SP_EB_A SP_MIN_L SP_MIN_A SP_LOWER_L SP_LOWER_A SP_MED_L SP_MED_A SP_UPPER_L SP_UPPER_A SP_MAX_L SP_MAX_A DS_T DS_TD_MEAN DS_TD_STD DS_TD_CD DS_TD_MIN DS_TD_LOWER DS_TD_MED DS_TD_UPPER DS_TD_MAX DS_TS_MEAN DS_TS_STD DS_TS_CD DS_TS_MIN DS_TS_LOWER DS_TS_MED DS_TS_UPPER DS_TS_MAX PR_T PR_TS_MEAN PR_TS_STD PR_TS_CD PR_TS_MIN PR_TS_LOWER PR_TS_MED PR_TS_UPPER PR_TS_MAX
0 0 3 1.1205350000000323 0.6743203999999849 0.0 1.7948554000000172 1.7948554000000172 1.7948554000000172 1.7948554000000172 369.703125 365.16796875 20 20 1.0 20 0 0 0 0  1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 0 2 4.584003000000067 4.786165900000071 0.01605899999999849 9.386227900000137 11.181083300000154 11.181083300000154 11.181083300000154 517.81640625 532.734375 44 44 1.0 44 20 20 0 0  2.2 2.2 2.015727634065883 2.015727634065883 0.9162398336663103 0.9162398336663103 1.0 1.0 1.0 1.0 2.0 2.0 2.0 2.0 10.0 10.0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0
2 0 1 14.042717799999963 47.85300849999999 0.03556519999992247 61.93129149999987 73.11237480000003 73.11237480000003 73.11237480000003 893.51953125 919.87109375 71 71 1.0 0 44 44 0 0  1.6136363636363635 1.6136363636363635 1.039138934483047 1.039138934483047 0.6439734241866771 0.6439734241866771 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 6.0 6.0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 44.0 0.0 0.0 44.0 44.0 44.0 44.0 44.0
3 1 3 1.1315495999999996 0.8480161000000237 0.0 1.9795657000000233 1.9795657000000233 1.9795657000000233 1.9795657000000233 390.0625 388.36328125 20 20 1.0 20 0 0 0 0  1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 1 2 4.582892899999905 2.611227100000036 0.016535599999940587 7.210655599999882 9.190221299999905 9.190221299999905 9.190221299999905 528.921875 545.53515625 44 44 1.0 44 20 20 0 0  2.2 2.2 2.0925934551223877 2.0925934551223877 0.9511788432374488 0.9511788432374488 1.0 1.0 1.0 1.0 1.0 1.0 3.0 3.0 10.0 10.0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0
5 1 1 14.626336800000018 29.054227500000138 0.03559329999998795 43.716157600000145 52.90637890000005 52.90637890000005 52.90637890000005 834.109375 856.953125 73 73 1.0 0 44 44 0 0  1.6590909090909092 1.6590909090909092 1.0102539818394234 1.0102539818394234 0.6089202082319812 0.6089202082319812 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 6.0 6.0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 44.0 0.0 0.0 44.0 44.0 44.0 44.0 44.0
6 2 3 1.1206993999999781 0.8472064000000046 0.0 1.9679057999999827 1.9679057999999827 1.9679057999999827 1.9679057999999827 422.81640625 419.8125 20 20 1.0 20 0 0 0 0  1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7 2 2 4.689567499999953 2.5877779999999007 0.01654619999993656 7.29389169999979 9.261797499999773 9.261797499999773 9.261797499999773 563.01171875 578.0078125 44 44 1.0 44 20 20 0 0  2.2 2.2 2.0416711421361615 2.0416711421361615 0.9280323373346188 0.9280323373346188 1.0 1.0 1.0 1.0 2.0 2.0 2.25 2.25 10.0 10.0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0
8 2 1 14.074261199999853 25.49442110000001 0.03618389999996907 39.60486619999983 48.866663699999606 48.866663699999606 48.866663699999606 853.703125 877.203125 71 71 1.0 0 44 44 0 0  1.6136363636363635 1.6136363636363635 0.9453905084834814 0.9453905084834814 0.5858758080742702 0.5858758080742702 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 6.0 6.0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 44.0 0.0 0.0 44.0 44.0 44.0 44.0 44.0
9 3 3 1.1262427000000343 0.6813531000001376 0.0 1.807595800000172 1.807595800000172 1.807595800000172 1.807595800000172 636.75 632.36328125 20 20 1.0 20 0 0 0 0  1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10 3 2 4.62218930000023 4.856942999999831 0.015890399999875626 9.495022699999936 11.302618500000108 11.302618500000108 11.302618500000108 673.36328125 678.91796875 44 44 1.0 44 20 20 0 0  2.2 2.2 2.0925934551223877 2.0925934551223877 0.9511788432374488 0.9511788432374488 1.0 1.0 1.0 1.0 2.0 2.0 2.0 2.0 10.0 10.0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0
