 RU AL GT ST TT RSS VMS LE AC PSG
0 0 3 1.2832913000000001 0.16794720000000019 1.4512385000000003 145.66015625 133.12109375 14 21 21
1 0 2 4.0075295 0.6404817999999968 4.648011299999997 122.8203125 110.78515625 30 47 47
2 0 1 18.2194011 5.441613299999993 23.661014399999992 137.24609375 124.19921875 60 78 0
