 RU AL GT ST OT TT LT CT WT RSS VMS LE AC CF PSG SIZE SGLITS_T HAS_TRAILING TOT_CHOICES PRE_CHOICES FGOALS_ORDER CP_EF_L CP_EF_A SP_ED_L SP_ED_A SP_EB_L SP_EB_A SP_MIN_L SP_MIN_A SP_LOWER_L SP_LOWER_A SP_MED_L SP_MED_A SP_UPPER_L SP_UPPER_A SP_MAX_L SP_MAX_A T_INTER_SP P_INTER_SP T_INTER_Q P_INTER_Q M_CHILD_SPREAD DIV_INDEX_SPREAD DIV_STEP_SPREAD DIVS_T DS_T DS_TD_MEAN DS_TD_STD DS_TD_CD DS_TD_MIN DS_TD_LOWER DS_TD_MED DS_TD_UPPER DS_TD_MAX DS_TS_MEAN DS_TS_STD DS_TS_CD DS_TS_MIN DS_TS_LOWER DS_TS_MED DS_TS_UPPER DS_TS_MAX PR_T PR_TS_MEAN PR_TS_STD PR_TS_CD PR_TS_MIN PR_TS_LOWER PR_TS_MED PR_TS_UPPER PR_TS_MAX PP_LE_MEAN PP_AC_MEAN PP_LE_STD PP_AC_STD PP_LE_CD PP_AC_CD PP_LE_MIN PP_AC_MIN PP_LE_LOWER PP_AC_LOWER PP_LE_MED PP_AC_MED PP_LE_UPPER PP_AC_UPPER PP_LE_MAX PP_AC_MAX
0 0 3 1.1399680999999973 1.6677278999999956 0.0 2.807695999999993 2.807695999999993 2.807695999999993 2.807695999999993 251.0859375 243.171875 20 20 1.0 20 1 0 False 0 0  1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 1 1 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 0 2 3.3497334000000123 1.091149600000012 0.029379000000002264 4.470262000000027 5.538370000000015 7.2779580000000195 3.6529629500000134 293.57421875 288.77734375 42 42 1.0 42 20 20 False 0 0  2.1 2.1 2.0235456115702615 2.0235456115702615 0.9635931483667911 0.9635931483667911 1.0 1.0 1.0 1.0 1.5 1.5 2.25 2.25 10.0 10.0 3 0.15 11 0.2619047619047619 5.758037860243713 0.0 2.309401076758503 2 2 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 21.0 5.656854249492381 0.26937401188058957 17.0 19.0 21.0 23.0 25.0 2 10.0 0.0 0.0 10.0 10.0 10.0 10.0 10.0 21.0 21.0 5.656854249492381 5.656854249492381 0.26937401188058957 0.0 17.0 0.0 19.0 0.0 21.0 0.0 23.0 0.0 25.0 0.0
2 0 1 8.434370700000017 2.448636100000023 0.05681559999998598 10.939822400000025 8.637886900000055 18.217780400000045 4.587167175000015 327.24609375 326.92578125 75 75 1.0 0 42 42 False 0 0  1.7857142857142858 1.7857142857142858 1.3710546819024216 1.3710546819024216 0.7677906218653561 0.7677906218653561 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 8.0 8.0 7 0.16666666666666666 9 0.12 3.2538569473800774 2.0248456731316584 5.354904294196116 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4 10.5 2.3804761428476167 0.2267120136045349 8.0 8.75 10.5 12.25 13.0 18.75 18.75 6.2915286960589585 6.2915286960589585 0.33554819712314443 0.0 13.0 0.0 13.75 0.0 18.0 0.0 23.0 0.0 26.0 0.0
3 1 3 1.1619630999999941 1.848125599999996 0.0 3.01008869999999 3.01008869999999 3.01008869999999 3.01008869999999 273.1796875 265.671875 20 20 1.0 20 1 0 False 0 0  1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 1 1 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 1 2 3.6443146000000297 1.4845257000000203 0.02621880000001653 5.1550591000000665 6.5790781999999695 8.165147800000057 4.101785350000036 307.0859375 297.34765625 44 44 1.0 44 20 20 False 0 0  2.2 2.2 2.067289096988207 2.067289096988207 0.9396768622673667 0.9396768622673667 1.0 1.0 1.0 1.0 1.5 1.5 3.0 3.0 10.0 10.0 6 0.3 10 0.22727272727272727 6.148170459575758 0.0 3.4641016151377544 2 2 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 22.0 8.48528137423857 0.385694607919935 16.0 19.0 22.0 25.0 28.0 2 10.0 0.0 0.0 10.0 10.0 10.0 10.0 10.0 22.0 22.0 8.48528137423857 8.48528137423857 0.385694607919935 0.0 16.0 0.0 19.0 0.0 22.0 0.0 25.0 0.0 28.0 0.0
5 1 1 8.8639698 3.903952500000024 0.05783069999999668 12.82575300000002 10.281841799999988 20.990900800000077 5.28317082500002 330.40625 331.78515625 80 80 1.0 0 44 44 False 0 0  1.8181818181818181 1.8181818181818181 1.4511058697569688 1.4511058697569688 0.7981082283663329 0.7981082283663329 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 9.0 9.0 23 0.5227272727272727 84 1.05 2.307461844817646 3.286335345030997 4.242640687119285 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4 11.0 3.4641016151377544 0.31491832864888675 8.0 8.0 11.0 14.0 14.0 20.0 20.0 5.291502622129181 5.291502622129181 0.2645751311064591 0.0 13.0 0.0 17.5 0.0 21.0 0.0 23.5 0.0 25.0 0.0
6 2 3 1.161914300000035 1.8455725999999828 0.0 3.0074869000000177 3.0074869000000177 3.0074869000000177 3.0074869000000177 299.453125 289.7109375 20 20 1.0 20 1 0 False 0 0  1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 1 1 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7 2 2 3.5201376999999923 1.1718581000000086 0.02652249999998446 4.718518299999985 5.664366200000018 7.726005200000003 3.882845550000006 322.6015625 314.1875 44 44 1.0 44 20 20 False 0 0  2.2 2.2 2.142305693455191 2.142305693455191 0.9737753152069049 0.9737753152069049 1.0 1.0 1.0 1.0 1.5 1.5 2.0 2.0 10.0 10.0 4 0.2 15 0.3409090909090909 5.499090833947007 0.0 1.7320508075688772 2 2 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 22.0 4.242640687119285 0.1928473039599675 19.0 20.5 22.0 23.5 25.0 2 10.0 0.0 0.0 10.0 10.0 10.0 10.0 10.0 22.0 22.0 4.242640687119285 4.242640687119285 0.1928473039599675 0.0 19.0 0.0 20.5 0.0 22.0 0.0 23.5 0.0 25.0 0.0
8 2 1 9.7218364 6.283473399999934 0.058605700000043726 16.06391549999998 9.061701800000122 23.789920699999982 5.982888025000005 384.73828125 382.83203125 85 85 1.0 0 44 44 False 0 0  1.9318181818181819 1.9318181818181819 1.8095062576310477 1.8095062576310477 0.9366855921854834 0.9366855921854834 1.0 1.0 1.0 1.0 2.0 2.0 2.0 2.0 12.0 12.0 8 0.18181818181818182 37 0.43529411764705883 5.5368552923952805 1.4832396974191326 3.7383151285037486 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4 11.0 1.8257418583505538 0.16597653257732306 9.0 9.75 11.0 12.25 13.0 21.25 21.25 7.182153808805081 7.182153808805081 0.3379837086496509 0.0 12.0 0.0 18.0 0.0 22.0 0.0 25.25 0.0 29.0 0.0
9 3 3 1.223418700000039 1.4231079999999992 0.0 2.646526700000038 2.646526700000038 2.646526700000038 2.646526700000038 342.36328125 334.05859375 20 20 1.0 20 1 0 False 0 0  1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 1 1 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
10 3 2 3.593194000000011 1.0556294999999523 0.03261399999998105 4.681437499999944 5.2158652000000245 7.3279641999999825 3.6823018999999846 367.6171875 363.37890625 44 44 1.0 44 20 20 False 0 0  2.2 2.2 2.0416711421361615 2.0416711421361615 0.9280323373346188 0.9280323373346188 1.0 1.0 1.0 1.0 2.0 2.0 2.25 2.25 10.0 10.0 3 0.15 7 0.1590909090909091 4.977951385861457 0.0 1.1547005383792515 2 2 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 22.0 2.8284271247461903 0.128564869306645 20.0 21.0 22.0 23.0 24.0 2 10.0 0.0 0.0 10.0 10.0 10.0 10.0 10.0 22.0 22.0 2.8284271247461903 2.8284271247461903 0.128564869306645 0.0 20.0 0.0 21.0 0.0 22.0 0.0 23.0 0.0 24.0 0.0
