problem ps1 ps1 ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3 ps3 ps3
 GT ST LT WT CT LE GT ST LT WT CT LE GT ST LT WT CT LE
search_mode                  
minbound 12.438087599999877 8.146336199999922 10.044029950000105 10.044029950000105 10.044029950000105 39.0 18.800112499999955 16.080762600000128 16.93213699999987 16.93213699999987 16.93213699999987 53.0 28.624823699999297 71.99852590000035 50.164081899999815 50.164081899999815 50.164081899999815 71.0
standard 16.84791340000001 5.640733499999612 11.300556450000041 11.300556450000041 11.300556450000041 39.0 25.059833300000093 21.810536800000364 23.44901825000005 23.44901825000005 23.44901825000005 55.0 38.202672300000245 106.18060600000103 73.56182700000056 73.56182700000056 73.56182700000056 71.0
yield 17.16865629999981 7.098183999999719 12.174724750000049 12.174724750000049 12.174724750000049 39.0 26.05639220000006 15.509671899999375 20.62198914999982 20.62198914999982 20.62198914999982 55.0 40.284192700000176 74.3016626999995 55.61832559999948 55.61832559999948 55.61832559999948 73.0
