strategy  hasty hasty hasty hasty hasty hasty hasty hasty hasty steady steady steady steady steady steady steady steady steady
  "Number of Problems" "Mean Problem Size Factor" "Problem Balance Normalised Deviation" "Problem Balance Normalised Error" "Complete-Plan Expansion Factor" "Partial-Plan Expansion Balance Normalised Deviation" "Partial-Plan Expansion Balance Normalised Error" "Sub-Plan Expansion Balance Normalised Deviation" "Sub-Plan Expansion Balance Normalised Error" "Number of Problems" "Mean Problem Size Factor" "Problem Balance Normalised Deviation" "Problem Balance Normalised Error" "Complete-Plan Expansion Factor" "Partial-Plan Expansion Balance Normalised Deviation" "Partial-Plan Expansion Balance Normalised Error" "Sub-Plan Expansion Balance Normalised Deviation" "Sub-Plan Expansion Balance Normalised Error"
online_bounds AL                  
"(2, 2)" 1.0 26.5 0.03774928774928775 0.0 0.0 1.760869565217391 0.44061212584422155 0.4318349275245825 0.7201857727636896 0.9398819108964036 26.0 0.03846153846153846 0.0 0.0 1.760869565217391 0.44140714683581556 0.4118541033434653 0.7333484229623015 0.9239558707643815
"(2, 2)" 2.0 10.0 0.1 0.0 0.0 2.625 0.6792882354987847 0.9735001840264997 0.9620628571769534 2.227564102564102 10.0 0.1 0.0 0.0 2.625 0.6884860984493177 1.06060606060606 0.9617408693844123 2.4166666666666656
"(2, 2)" 3.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
"(4, 2)" 1.0 22.0 0.045454545454545456 0.0 0.0 1.795454545454545 0.421295557880625 0.6220289855072462 0.6960553273873125 1.318742985409653 22.0 0.045454545454545456 0.0 0.0 1.795454545454545 0.426765664421613 0.6645962732919255 0.6840736835963899 1.38961038961039
"(4, 2)" 2.0 5.0 0.2 0.0 0.0 2.2 0.6087770561808579 0.4166666666666665 0.9737753152069049 2.404761904761904 5.0 0.2 0.0 0.0 2.2 0.6218876876698363 0.4545454545454544 0.9737753152069049 2.4886363636363624
"(4, 2)" 3.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
"(4, 4)" 1.0 11.0 0.09090909090909091 0.0 0.0 1.69047619047619 0.2455075815585737 0.2194835680751175 0.610203461701393 1.247820672478206 11.0 0.09090909090909091 0.0 0.0 1.704545454545455 0.2467150750578873 0.2385844748858444 0.6360650282873369 1.32316313823163
"(4, 4)" 2.0 5.0 0.2 0.0 0.0 2.2 0.619270176139554 0.4166666666666665 0.9737753152069049 2.404761904761904 5.0 0.2 0.0 0.0 2.2 0.6105181621408612 0.3882575757575756 0.9681593527415571 2.2938311688311677
"(4, 4)" 3.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
"(6, 2)" 1.0 22.0 0.045454545454545456 0.0 0.0 1.795454545454545 0.426765664421613 0.6216210536848952 0.6881259424418604 1.319103735770403 22.0 0.045454545454545456 0.0 0.0 1.785714285714286 0.4260984496071264 0.6397515527950312 0.685612718879369 1.3214285714285714
"(6, 2)" 2.0 4.0 0.25 0.0 0.0 2.2 0.5749595745760689 0.3272727272727273 0.9625433902762094 2.4534632034632025 3.0 0.33333333333333337 0.08660254037844385 0.03750000000000003 2.2 0.5377600973508591 0.1193181818181819 0.9681593527415571 2.227272727272726
"(6, 2)" 3.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
"(6, 4)" 1.0 11.0 0.09090909090909091 0.0 0.0 1.704545454545455 0.2621131399385165 0.2248858447488586 0.6360650282873369 1.208285385500575 11.0 0.09090909090909091 0.0 0.0 1.704545454545455 0.2608703381631061 0.2358534188775214 0.6272766287629788 1.261519302615192
"(6, 4)" 2.0 4.0 0.25 0.0 0.0 2.2 0.5652957001872009 0.2545454545454545 0.9625433902762094 2.170454545454544 3.0 0.33333333333333337 0.08660254037844385 0.03750000000000003 2.2 0.5377600973508591 0.1400162337662338 0.9625433902762094 2.3852813852813846
"(6, 4)" 3.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
"(6, 6)" 1.0 8.0 0.125 0.09718590614997251 0.1616161616161616 1.659090909090909 0.2082627051759503 0.121765601217656 0.6089202082319812 1.137212365099689 7.0 0.14285714285714285 0.07762841489363333 0.09943181818181816 1.69047619047619 0.2525715182559095 0.1616666666666668 0.6297047460804824 1.341071276141699
"(6, 6)" 2.0 4.0 0.25 0.0 0.0 2.2 0.5773453398593829 0.2891774891774892 0.9625433902762094 2.257034632034631 3.0 0.33333333333333337 0.08660254037844385 0.03750000000000003 2.2 0.510941002770337 0.17897727272727276 0.9625433902762094 2.569264069264068
"(6, 6)" 3.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 1.0 0.0 0.0 0.0 0.0
