online_method   cf cf cf cf cf cf cf cf gf gf gf gf gf gf gf gf hy hy hy hy hy hy hy hy
   "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation" "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation" "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation"
problem AL PN                        
ps3 1.0 1.0 4.277316599999864 4.277316599999864   2.5 4.5 1.6 0.7071067811865476 4.2775271000001 4.2775271000001   2.5 4.5 1.75 0.5477225575051661 4.239547199999961 4.239547199999961   2.5 4.5 1.75 0.5477225575051661
ps3 1.0 2.0 1.4416077500001023 5.627507999999921   2.5 6.0 2.666666666666667 2.82842712474619 1.4299947000000088 5.620635999999962   2.5 7.0 2.4 2.5 1.4351886000001886 5.544476750001138   2.5 7.0 2.4 2.5
ps3 1.0 3.0 1.3568316499997195 7.007184050000205   3.0 7.0 2.0 0.816496580927726 1.3299235500001885 7.027375949999822   2.5 7.0 1.6333333333333335 0.816496580927726 1.267157899999745 6.85568094999951   2.5 7.0 1.6 0.816496580927726
ps3 1.0 4.0 0.8111872500000317 7.892610449999609   3.0 3.5 1.0 0.0 0.9806503499999337 7.833507200000099   3.5 5.0 1.375 0.5 0.9639078000001291 7.711388249999928   3.5 5.0 1.5 0.5
ps3 1.0 5.0 0.8541786500000512 8.734893600000149   3.0 6.0 2.0 0.8366600265340756 0.7887801000000536 8.747950499999831   2.5 4.0 1.75 0.7071067811865476 0.7973257000000302 8.568560950000034   3.0 4.0 1.75 0.7071067811865476
ps3 1.0 6.0 0.5057876999999991 9.316936900000286   3.0 4.0 1.5 0.408248290463863 0.4673025499999781 9.191418000000596   2.0 4.0 1.5 0.5 0.45769495000001825 9.00511165000006   2.5 4.0 1.333333333333333 0.0
ps3 1.0 7.0 0.5222680999999056 9.86095885000043   3.0 5.0 1.5 0.7071067811865476 0.5385668000002397 9.3369272000009   2.0 4.0 1.5 0.7071067811865476 0.5316342000000418 9.15332505000012   2.0 4.0 1.5 0.7071067811865476
ps3 1.0 8.0 0.5299136999999519 9.543463199999564   2.0 4.0 1.666666666666667 0.7071067811865476 0.5233589999999708 9.78466639999965   2.0 4.0 1.5 0.7071067811865476 0.6541631000000052 9.519182200000074   2.0 5.0 1.666666666666667 0.7071067811865476
ps3 1.0 9.0 0.630674450000015 10.12239904999944   2.0 6.0 2.5 0.7618016810571369 0.5676738000000796 10.28622160000032   2.0 5.0 2.0 0.7071067811865476 0.5579464000001053 9.978143500000115   2.0 5.0 2.0 0.7071067811865476
ps3 1.0 10.0 0.5008494999999584 10.558563950000089   2.0 3.0 1.5 0.7071067811865476 0.49533754999993107 10.50662154999964   2.0 3.0 1.333333333333333 0.5773502691896257 0.502043199999946 10.387977500000355   2.0 4.0 1.4 0.5773502691896257
ps3 1.0 11.0 0.3442941999998084 10.80629559999852   2.0 3.0 1.25 0.5 0.34166579999998703 10.656948349999709   2.0 3.0 1.25 0.5 0.3434846000000675 10.48093739999905   2.0 3.0 1.5 0.5773502691896257
ps3 1.0 12.0 0.3430379499999958 10.8744259500005   2.0 3.0 1.5 0.7071067811865476 0.342763450000092 10.97220169999953   2.0 3.0 1.333333333333333 0.5 0.3410649000002195 10.74791550000037   2.0 3.0 1.25 0.0
ps3 1.0 13.0 0.3435369500001002 11.233495150000065   2.0 3.0 1.5 0.7071067811865476 0.34380369999982463 11.28283975000005   2.0 3.0 1.25 0.0 0.3386616999999319 10.9195205999994   2.0 3.0 1.5 0.0
ps3 1.0 14.0 0.3430564499998638 11.586128949999736   2.0 3.0 1.5 0.7071067811865476 0.3456128999998782 11.54273560000003   2.0 3.0 1.5 0.7071067811865476 0.3444955500000333 11.35459245000013   2.0 3.0 1.5 0.7071067811865476
ps3 1.0 15.0 0.35661269999997103 11.95985175000002   2.0 3.0 1.5 0.7071067811865476 0.4519161000001191 11.967343000000394   2.0 4.0 2.0 0.7071067811865476 0.35549125000014214 11.765499400000351   2.0 3.0 1.5 0.7071067811865476
ps3 1.0 16.0 0.44625375000001094 12.42499765000025   2.0 4.0 2.0 0.7071067811865476 0.35860590000002907 12.451145650000484   2.0 3.0 1.5 0.7071067811865476 0.3496830500000101 12.185576700001036   2.0 3.0 1.5 0.7071067811865476
ps3 1.0 17.0 0.4507843500001769 12.89871100000062   2.0 4.0 2.0 0.7071067811865476 0.3667070999997577 12.857091399999435   2.0 3.0 1.5 0.7071067811865476 0.44861790000004476 12.638377950000166   2.0 4.0 2.0 0.7071067811865476
ps3 1.0 18.0 0.4420341500001044 13.34273700000016   2.0 3.0 1.5 0.7071067811865476 0.3651301000000018 13.272370149999858   2.0 3.0 1.5 0.7071067811865476 0.4480986999999459 13.120588449999985   2.0 4.0 2.0 0.7071067811865476
ps3 1.0 19.0 0.343604749999912 13.70663170000043   2.0 3.0 1.5 0.7071067811865476 0.35038385000001426 13.670501599998715   2.0 3.0 1.5 0.7071067811865476 0.3441706500000805 13.495460800000444   2.0 3.0 1.5 0.7071067811865476
ps3 1.0 20.0 0.34864989999999807 14.108313149999535   2.0 3.0 1.5 0.7071067811865476 0.3413514999998597 14.0201955999994   2.0 3.0 1.333333333333333 0.5773502691896257 0.3434346000000801 13.863136500000534   2.0 3.0 1.5 0.7071067811865476
ps3 1.0 21.0 0.3440445000002228 14.498074149999749   2.0 3.0 1.5 0.7071067811865476 0.35320680000018 14.41638140000009   2.0 3.0 1.5 0.7071067811865476 0.3472369999999998 14.2302362999983   2.0 3.0 1.5 0.7071067811865476
ps3 1.0 22.0 0.3425061999999457 14.88306310000023   2.0 3.0 1.5 0.7071067811865476 0.3437913000001345 14.69017320000006   2.0 3.0 1.5 0.7071067811865476 0.34156534999998206 14.52278519999936   2.0 3.0 1.5 0.7071067811865476
ps3 1.0 23.0 0.4480778999998734 15.80787790000034   2.0 4.0 2.0 0.7071067811865476 0.3429092999999739 15.04160329999993   2.0 3.0 1.5 0.7071067811865476 0.3425224499999828 14.954007449999551   2.0 3.0 1.5 0.7071067811865476
ps3 1.0 24.0 0.35079855000009275 16.263065850000885   2.0 3.0 1.5 0.7071067811865476 0.3379856999998765 15.78184790000125   2.0 3.0 1.0 0.0 0.3483140500000559 15.677484699998939   2.0 3.0 1.5 0.7071067811865476
ps3 1.0 25.0 0.4481963499997903 16.67061520000057   2.0 4.0 2.0 0.7071067811865476 0.3458651999999915 16.18065399999932   2.0 3.0 1.5 0.0 0.4099249000000782 16.182361049999944   2.0 4.0 1.5 0.5773502691896257
ps3 1.0 26.0 0.343890899999991 17.10626720000013   2.0 3.0 1.5 0.7071067811865476 0.3452347999999574 16.64492230000002   2.0 3.0 1.333333333333333 0.0 0.340912100000196 16.50262219999995   2.0 3.0 1.5 0.7071067811865476
ps3 1.0 27.0 0.2596666999996842 17.56536140000105   2.0 2.0 1.0 0.0 0.352032599999859 16.9278479000011   2.0 3.0 1.5 0.0 0.2540369000000737 16.73189179999895   2.0 2.0 1.0 0.0
ps3 1.0 28.0 0.3445783999999605 18.07843509999981   2.0 3.0 1.5 0.7071067811865476 0.3194806999999855 17.29435379999973   2.0 3.0 1.0 0.0 0.342605800000058 17.264788050000618   2.0 3.0 1.5 0.7071067811865476
ps3 1.0 29.0 0.3521060000000489 18.76516620000029   2.0 3.0 1.333333333333333 0.5773502691896257 0.25277504999996836 17.73537599999993   2.0 2.0 1.0 0.0 0.2543724499999911 17.71729174999919   2.0 2.0 1.0 0.0
