problem ps1 ps1 ps1 ps2 ps2 ps2 ps3 ps3 ps3
 QL_SCORE TI_SCORE GRADE QL_SCORE TI_SCORE GRADE QL_SCORE TI_SCORE GRADE
planning_mode         
classical 1.0 0.6991812196279591 0.6991812196279591 1.0 0.5288722171478273 0.5288722171478273 1.0 0.1523300763871699 0.1523300763871699
offline 1.0 0.7603093377005306 0.7603093377005306 1.0 0.6602211909300919 0.6581410597449817 0.9436619718309859 0.489326886141764 0.4647358211438272
online 1.0 1.0 1.0 0.9636363636363636 0.9616340661451948 0.9197994700603968 0.9178082191780822 0.9428633188944502 0.8683202041051152
