problem ps1 ps1 ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3 ps3 ps3
 GT ST LT WT CT LE GT ST LT WT CT LE GT ST LT WT CT LE
planning_mode                  
offline 0.8537354870066903 0.36114901464463106 0.7410697947809587 0.7410697947809587 0.7410697947809587 1.0 0.8761699073253288 0.21317946042068428 0.43925524071943706 0.43925524071943706 0.43925524071943706 1.0 0.9553285350189396 0.06114830048764286 0.08634026095084295 0.08634026095084295 0.08634026095084295 1.0597014925373134
online 0.7701118958621843 0.17286810708938805 0.3014089661119772 0.14048061954110666 0.5504585940823404 1.0 0.7423633623338349 0.08246805232813573 0.16687320223968577 0.07135511826991155 0.2820049744171145 1.0377358490566038 0.6871353199254718 0.007581378071545378 0.013158539723631062 0.006483274003920136 0.025704638121983564 1.0895522388059702
