problem ps1 ps1 ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3 ps3 ps3
 GT ST LT WT CT LE GT ST LT WT CT LE GT ST LT WT CT LE
planning_mode                  
classical 7.300234200000034 10.512872100000266 13.5333844000003 13.5333844000003 13.5333844000003 39.0 10.510800500000073 34.6412800999999 38.17034139999993 38.17034139999993 38.17034139999993 53.0 14.952695199999877 592.002530099998 578.6409821999989 578.6409821999989 578.6409821999989 67.0
offline 6.232468999999925 3.7967134000001295 10.02918240000005 10.02918240000005 10.02918240000005 39.0 9.209247100000084 7.384809399999767 16.76652250000006 16.76652250000006 16.76652250000006 53.0 14.284736400000611 36.199948599999516 49.96001339999998 49.96001339999998 49.96001339999998 71.0
online 5.621997199999982 1.8173402999998858 4.0790834000000515 1.90117822499999 7.449567750000043 39.0 7.802833200000208 2.856798900000399 6.369607100000039 2.723649224999896 10.764226149999505 55.0 10.274524999999983 4.488194999999507 7.614070349999579 3.751488037500067 14.873757050000105 73.0
