   LE LE AC AC CF CF CP_EF_L CP_EF_L SP_EB_L SP_EB_L GT GT ST ST GT_POTT GT_POTT ST_POTT ST_POTT TT TT LT LT WT WT MET MET CT CT
statistic   0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR
problem online_bounds AL                            
ps3 "(12, 12)" 1 76.5 10.375 76.5 10.375 1.0 0.0 1.6310606060606059 0.06115196196717909 0.5922943011543642 0.0519509457816667 7.819366725000094 1.059085325000296 1.7799578749997738 0.5704168250002529 0.8138237646976562 0.04408138286022811 0.18176414036806576 0.04399222821762293 9.612720649999902 1.4759810249990162 4.87194929999993 0.3238278750004575 2.098267901984125 0.21889552956343927 1.6887188934027515 0.20026433400305332 15.90212750000017 1.809075424999767
ps3 "(12, 12)" 2 48.0 5.875 48.0 5.875 1.0 0.0 2.4000000000000004 0.29374999999999996 0.9794301672859846 0.08378138662791829 3.536751524999916 0.34251481250020976 0.6803534000002429 0.34938257499986125 0.8381570946801089 0.05663206635461482 0.15747078081141003 0.056607938561953064 4.33873762500005 0.6036624375002615 3.2175326749999087 0.2606485875003235 1.5946441875000237 0.31471054833333556 1.067163150000106 0.19307111145832323 6.224514949999943 0.5947695374999569
ps3 "(12, 12)" 3 20.0 0.0 20.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.1366766249999747 0.005624012500007547 0.7606530499999238 0.10179718750001143 0.6000192712995464 0.03253795005108473 0.39998072870045354 0.03253795005108487 1.901177849999982 0.099454700000017 1.901177849999982 0.099454700000017 1.901177849999982 0.099454700000017 0.0 0.0 1.901177849999982 0.099454700000017
ps3 "(12, 4)" 1 77.25 11.25 77.25 11.25 1.0 0.0 1.7022306397306397 0.0711603613777525 0.6516160252918479 0.047384241465932786 7.724787200000264 1.3197601874998623 1.2078574500000343 0.5297915250007822 0.8638893302513955 0.05162459499863353 0.1320459316255082 0.05192813967866361 9.071960975000046 1.6906951875010074 3.832080400000084 0.1560226750001017 0.8825970495684324 0.05234971549182649 0.703235954611102 0.04778185629132148 15.19922627499998 2.135365362499563
ps3 "(12, 4)" 2 46.0 4.0 46.0 4.0 1.0 0.0 2.3 0.20000000000000018 0.9709458010958587 0.09661102214125905 3.452877500000316 0.27209784999984543 0.637728775000042 0.21852981250010473 0.8434610195360015 0.031495486337648315 0.1521099854629444 0.031732439910554466 4.263650224999644 0.43857833749987973 3.2444415249996084 0.16028011249955898 1.734891881250043 0.33443174916688856 1.1211847916666047 0.20208202708339668 6.18107719999966 0.4838881499994798
ps3 "(12, 4)" 3 20.0 0.0 20.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.1391123499999198 0.0073411250000301465 0.7757524749999334 0.11555587500036779 0.595087006897974 0.036412727265588085 0.4049129931020258 0.03641272726558792 1.9175131749998828 0.11793462499980467 1.9175131749998828 0.11793462499980467 1.9175131749998828 0.11793462499980467 0.0 0.0 1.9175131749998828 0.11793462499980467
ps3 "(12, 8)" 1 78.0 12.5 78.0 12.5 1.0 0.0 1.6410003040437822 0.08409090909090955 0.5985880003289876 0.10993518751418857 7.849504625000009 1.3986281875001843 1.531737974999867 0.495871075000068 0.8350110332198294 0.047529708084811495 0.16061631571085688 0.047892836909133846 9.471632249999772 1.432027137499678 4.205331849999816 0.2848687499995062 1.4772682529544658 0.18444948524246219 1.1842181994444752 0.14640043131410985 15.706622249999612 2.1662539750004717
ps3 "(12, 8)" 2 47.5 4.0 47.5 4.0 1.0 0.0 2.375 0.20000000000000018 0.9818231234160986 0.07737712423515397 3.52196597499983 0.27396256250008477 0.6706691500000659 0.33733907500011984 0.8380593090446524 0.05296745118479673 0.15753938942127085 0.05326817288272809 4.245530750000292 0.570075300000292 3.2354523749995963 0.2312202125002505 1.7155151062499858 0.3621113018749065 1.1115843916666046 0.2471244885416386 6.209188599999589 0.6091089500001332
ps3 "(12, 8)" 3 20.0 0.0 20.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0 1.1402959749999368 0.006176075000169257 0.7890738249999458 0.09831278749969208 0.5908074407755712 0.030069366830619337 0.4091925592244288 0.030069366830619088 1.9293992000000344 0.10233507499975791 1.9293992000000344 0.10233507499975791 1.9293992000000344 0.10233507499975791 0.0 0.0 1.9293992000000344 0.10233507499975791
ps3 "(4, 4)" 1 81.0 13.0 81.0 13.0 1.0 0.0 1.6238014199970723 0.08621047430830009 0.5791802520020675 0.09156856358870966 8.174858024999935 1.5917816624999213 1.2680901500002693 0.5715819999999211 0.8662672591525813 0.05857875090147796 0.12912147195175266 0.05807354733094934 9.555180550000442 1.5591961500002105 3.069343750000023 0.13618232499964478 0.7741065475427771 0.04121431583594026 0.6577858050266947 0.03817025766647175 15.612124224999917 2.1188031250012305
ps3 "(4, 4)" 2 51.5 8.0 51.5 8.0 1.0 0.0 2.575 0.40000000000000036 0.973174929067208 0.12140703819897652 3.6132161750001615 0.44315087499999706 0.46214432499951386 0.09726835000005704 0.8849394328157559 0.010563283511212496 0.11121422330110281 0.011052891566474668 4.1482440499994055 0.46359348750026164 2.4868030999997615 0.12832941250004426 0.6684751928535434 0.04882554750003604 0.45100119652771237 0.0509735175694121 6.090766799999837 0.4769869999996992
