problem   ps3 ps3 ps3 ps3
   "Total Time" "Wait time" Size Length
online_bounds AL PN    
"(12, 12)" 1.0 1.0 1.7491611000001583 4.880341499999361 7.0 13.0
"(12, 12)" 1.0 2.0 1.382439000000375 2.4474222000001755 5.5 10.5
"(12, 12)" 1.0 3.0 1.444794400000404 2.5063234500003655 8.0 12.0
"(12, 12)" 1.0 4.0 1.138690949999841 1.7994837499997516 6.0 9.0
"(12, 12)" 1.0 5.0 1.4703234499995685 1.4960806499999535 6.0 11.0
"(12, 12)" 1.0 6.0 1.3097934499999724 1.3097934499999724 6.0 11.0
"(12, 12)" 1.0 7.0 1.4361008499999455 1.4361008499999455 7.0 11.0
"(12, 12)" 1.0 8.0 0.6023357499999662 0.6023357499999662 3.0 5.0
"(12, 12)" 1.0 9.0 1.469342099999949 1.469342099999949 7.0 11.0
"(12, 12)" 1.0 10.0 0.9317515000000185 0.9317515000000185 6.0 8.0
"(12, 12)" 1.0 11.0 0.5024956500000712 0.5024956500000712 3.0 4.0
"(12, 12)" 1.0 12.0 0.8426356999998461 0.8426356999998461 6.0 7.0
"(12, 12)" 2.0 1.0 1.2189396500000385 3.1079064500000158 3.0 13.0
"(12, 12)" 2.0 2.0 1.2073763000001274 1.2073763000001274 6.0 13.0
"(12, 12)" 2.0 3.0 1.057063999999741 1.057063999999741 6.0 12.0
"(12, 12)" 2.0 4.0 0.9139913999997589 0.9139913999997589 6.0 10.0
"(12, 12)" 2.0 5.0 0.6421825999998418 0.6421825999998418 4.0 8.0
"(12, 12)" 2.0 6.0 0.477255599999836 0.477255599999836 5.0 5.5
"(12, 12)" 3.0 1.0 1.8953619499999945 1.8953619499999945 1.0 20.0
"(12, 4)" 1.0 1.0 0.6913806000000164 3.8210796500003426 2.5 4.5
"(12, 4)" 1.0 2.0 0.7990516500000098 1.9608838499997034 2.0 6.5
"(12, 4)" 1.0 3.0 0.4549469999998337 1.619577399999656 4.0 4.0
"(12, 4)" 1.0 4.0 0.46552575000018237 0.9931661499998654 2.0 4.0
"(12, 4)" 1.0 5.0 0.45884594999984074 0.4607044999999772 3.0 4.0
"(12, 4)" 1.0 6.0 0.5742220000000344 0.6221630000002278 3.0 5.0
"(12, 4)" 1.0 7.0 0.4694474499999046 0.4694474499999046 3.0 4.0
"(12, 4)" 1.0 8.0 0.4661114500000565 0.4661114500000565 3.0 4.0
"(12, 4)" 1.0 9.0 0.4660607999999016 0.4660607999999016 3.0 4.0
"(12, 4)" 1.0 10.0 0.458498449999837 0.458498449999837 3.0 4.0
"(12, 4)" 1.0 11.0 0.4633399500000337 0.4633399500000337 3.0 4.0
"(12, 4)" 1.0 12.0 0.4628900500000839 0.4628900500000839 3.0 4.0
"(12, 4)" 1.0 13.0 0.5498423000000088 0.5498423000000088 2.0 4.0
"(12, 4)" 1.0 14.0 0.5538034499999185 0.5538034499999185 2.0 4.0
"(12, 4)" 1.0 15.0 0.4570043999998461 0.4570043999998461 2.0 3.5
"(12, 4)" 1.0 16.0 0.4548851000000127 0.4548851000000127 3.0 4.0
"(12, 4)" 1.0 17.0 0.46035169999991865 0.46035169999991865 2.0 4.0
"(12, 4)" 1.0 18.0 0.46195169999967334 0.46195169999967334 2.0 4.0
"(12, 4)" 1.0 19.0 0.46717050000003724 0.46717050000003724 2.0 4.0
"(12, 4)" 1.0 20.0 0.5502634000000626 0.5502634000000626 2.0 4.0
"(12, 4)" 1.0 21.0 0.5494856999998774 0.5494856999998774 2.0 4.0
"(12, 4)" 1.0 22.0 0.5501107000002321 0.5501107000002321 2.0 4.0
"(12, 4)" 1.0 23.0 0.5598982000001342 0.5598982000001342 2.0 4.0
"(12, 4)" 1.0 24.0 0.5552635999999893 0.5552635999999893 2.0 4.0
"(12, 4)" 1.0 25.0 0.460702499999968 0.460702499999968 2.0 4.0
"(12, 4)" 1.0 26.0 0.4599638000000823 0.4599638000000823 3.0 4.0
"(12, 4)" 1.0 27.0 0.3631665500000736 0.3631665500000736 3.0 3.0
"(12, 4)" 1.0 28.0 0.4777134000000842 0.4777134000000842 4.0 4.0
"(12, 4)" 1.0 29.0 0.3539839000002303 0.3539839000002303 2.0 3.0
"(12, 4)" 2.0 1.0 1.242381649999814 3.122379549999891 3.0 13.0
"(12, 4)" 2.0 2.0 1.1585216499998694 1.1585216499998694 6.0 13.0
"(12, 4)" 2.0 3.0 1.071431250000046 1.071431250000046 6.0 12.0
"(12, 4)" 2.0 4.0 0.9229011999996146 0.9229011999996146 6.0 11.0
"(12, 4)" 2.0 5.0 0.6421465999998759 0.6421465999998759 4.0 8.0
"(12, 4)" 2.0 6.0 0.5296090999988792 0.5296090999988792 6.0 6.0
"(12, 4)" 3.0 1.0 1.9197026500000935 1.9197026500000935 1.0 20.0
"(12, 8)" 1.0 1.0 0.9481242000001942 4.167721049999614 5.0 8.0
"(12, 8)" 1.0 2.0 0.9092726500000907 2.010557500000047 3.5 7.5
"(12, 8)" 1.0 3.0 0.9077628000000857 2.070549299999854 4.0 8.0
"(12, 8)" 1.0 4.0 0.9262629999993237 1.6150443499999485 5.0 6.0
"(12, 8)" 1.0 5.0 0.9713479000000689 0.9713479000000689 5.0 8.0
"(12, 8)" 1.0 6.0 0.9449068999996371 0.9449068999996371 5.0 8.0
"(12, 8)" 1.0 7.0 0.930229199999971 0.930229199999971 4.0 7.0
"(12, 8)" 1.0 8.0 0.943487800000355 0.943487800000355 4.0 8.0
"(12, 8)" 1.0 9.0 0.9413624999999683 0.9413624999999683 5.0 8.0
