problem ps1 ps1 ps1 ps2 ps2 ps2 ps3 ps3 ps3
 QL_SCORE TI_SCORE GRADE QL_SCORE TI_SCORE GRADE QL_SCORE TI_SCORE GRADE
action_planning         
concurrent 0.8979045109479892 1.0 0.8979045109479892 0.8094913869272117 0.9816266367191765 0.7932526160575218 0.7912003009394644 0.9801910551033903 0.7745974270997152
sequential 0.9330014075334552 1.0 0.9330014075334552 0.8667492219677768 0.9944844710164552 0.8606725048291063 0.8687611975315357 0.9865936674156985 0.8563486276247052
