problem ps1 ps1 ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3 ps3 ps3
 GT ST LT WT CT LE GT ST LT WT CT LE GT ST LT WT CT LE
preach_type                  
NONE 6.0067741499998135 1.7296715999999748 4.011256749999973 1.9639223000000035 7.725922500000038 43.0 8.836831600000025 3.323362050000185 6.329785499999829 3.017896187500057 11.94078945000027 63.0 11.553949750000584 5.073598549999758 7.271522299999447 4.1130409375001875 16.320012650000706 82.5
opt 5.621997199999982 1.8173402999998858 4.0790834000000515 1.90117822499999 7.449567750000043 39.0 7.802833200000208 2.856798900000399 6.369607100000039 2.723649224999896 10.764226149999505 55.0 10.274524999999983 4.488194999999507 7.614070349999579 3.751488037500067 14.873757050000105 73.0
