problem   ps3 ps3 ps3 ps3 ps3 ps3 ps3 ps3
   "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation"
online_bounds AL PN        
(0,) 1.0 1.0 3.105625700000132 3.105625700000132   2.5 4.5 2.0 0.0
(0,) 1.0 2.0 1.3604550000000015 4.504646650000225   3.5 4.5 1.3333333333333335 0.28867513459481287
(0,) 1.0 3.0 1.2225519000002125 5.747753549999857   2.5 3.5 1.3333333333333335 0.0
(0,) 1.0 4.0 1.1635874000003525 7.094455099999934   3.0 5.0 1.666666666666667 0.5773502691896257
(0,) 1.0 5.0 1.129214750000017 8.206726100000651   3.0 4.0 2.0 0.5773502691896257
(0,) 1.0 6.0 1.152901900000245 9.47500700000009   4.0 5.0 1.25 0.5
(0,) 1.0 7.0 0.8912640500000037 10.40447909999985   3.0 5.0 1.25 0.5
(0,) 1.0 8.0 0.578286800000086 11.14843765000097   3.0 5.0 2.0 0.5
(0,) 1.0 9.0 0.564811300000315 11.715215049999724   3.0 5.0 1.333333333333333 0.5
(0,) 1.0 10.0 0.5688935999999671 12.258700349998835   3.0 4.0 1.5 0.5773502691896257
(0,) 1.0 11.0 0.5711197999999769 12.776297350000391   3.0 5.0 1.5 0.5773502691896257
(0,) 1.0 12.0 0.5692143499998679 13.363198999999835   3.0 5.0 1.75 0.7071067811865476
(0,) 1.0 13.0 0.5736291000002325 13.96966429999975   3.0 5.0 1.666666666666667 0.5773502691896257
(0,) 1.0 14.0 0.5662415499999724 14.567531800000506   3.0 5.0 1.5 0.5773502691896257
(0,) 1.0 15.0 0.5630694999999264 15.181284899999014   3.0 4.0 1.666666666666667 0.5773502691896257
(0,) 1.0 16.0 0.5669159000001684 15.752197700000405   2.5 5.0 1.5 0.5773502691896257
(0,) 1.0 17.0 0.5476682000000892 16.25729739999656   2.0 4.0 1.5 0.5
(0,) 1.0 18.0 0.5594016499999839 16.830617299999673   3.0 4.0 1.5 0.5773502691896257
(0,) 1.0 19.0 0.5704949000001989 17.39776039999936   3.0 5.0 1.666666666666667 0.5773502691896257
(0,) 1.0 20.0 0.563494150000281 18.302028849998067   2.0 5.0 2.0 0.5
(0,) 1.0 21.0 0.4628179999999702 18.84382399999527   3.0 4.0 1.333333333333333 0.5773502691896257
(0,) 1.0 22.0 0.5765099000001328 19.55185420000066   3.0 4.0 1.333333333333333 0.5773502691896257
(0,) 1.0 23.0 0.3560135999999829 19.94790770000077   3.0 3.0 1.0 0.0
(0,) 1.0 24.0 0.4819288000002189 21.45610449999953   4.0 4.0 1.0 0.0
(0,) 1.0 25.0 0.4620044000000689 21.91810889999959   3.0 4.0 1.333333333333333 0.5773502691896257
(0,) 2.0 1.0 2.444394100000153 2.444394100000153   1.0 7.0 7.0 0.0
(0,) 2.0 2.0 0.7081259000001978 3.220262399999825   2.0 7.0 3.3333333333333335 2.234632012838494
(0,) 2.0 3.0 0.7858727500000668 3.9836467499997634   3.0 10.0 4.0 0.408248290463863
(0,) 2.0 4.0 0.584951100000012 4.621494150000537   4.0 7.0 1.5 0.5773502691896257
(0,) 2.0 5.0 0.5884865499999989 5.268249749998745   3.0 7.0 2.333333333333333 0.9574271077563381
(0,) 2.0 6.0 0.5809416999997836 5.9208294000004   4.0 7.0 1.666666666666667 0.5773502691896257
(0,) 2.0 7.0 0.5630530999990242 6.472994900000572   3.0 6.0 1.5 0.5773502691896257
(0,) 2.0 8.0 0.3370244000001321 6.919331900000145   3.0 4.0 1.5 0.7071067811865476
(0,) 2.0 9.0 0.2554911000000857 7.618363599999782   3.0 3.0 1.0 0.0
(0,) 3.0 1.0 1.8944648500001335 1.8944648500001335   1.0 20.0 1.0 0.0
(1,) 1.0 1.0 4.500063150000301 4.500063150000301   5.0 8.0 1.6 0.5477225575051661
(1,) 1.0 2.0 2.5682080500001803 7.223852799999889   4.5 8.0 2.125 2.041241452319315
(1,) 1.0 3.0 1.8361838000002135 9.123721950000629   4.0 6.0 1.666666666666667 0.816496580927726
(1,) 1.0 4.0 1.200271400000126 10.56967524999939   4.0 7.0 1.666666666666667 0.5175491695067657
(1,) 1.0 5.0 1.027175649999833 11.60707539999898   4.0 7.0 1.6458333333333335 0.5773502691896257
(1,) 1.0 6.0 0.7863341499999024 12.624043299999826   4.0 7.0 1.714285714285714 0.7071067811865476
(1,) 1.0 7.0 0.8003587999996853 13.51178834999992   4.0 6.0 1.5 0.5773502691896257
(1,) 1.0 8.0 0.6737219999998842 13.21458199999938   4.0 5.0 1.5 0.5773502691896257
(1,) 1.0 9.0 0.5868234999999231 12.54942659999847   4.0 5.0 1.5 0.5773502691896257
(1,) 1.0 10.0 0.5747177999999593 12.90950660000061   3.0 5.0 1.666666666666667 0.5773502691896257
(1,) 1.0 11.0 0.5751014999999882 13.411431550000545   3.0 5.0 1.666666666666667 0.5773502691896257
(1,) 1.0 12.0 0.5725624999999503 13.962940899999865   3.0 5.0 1.7083333333333335 0.7071067811865476
(1,) 1.0 13.0 0.5710723000001394 14.42928284999999   3.0 5.0 1.5 0.5773502691896257
(1,) 1.0 14.0 0.559992249999965 14.92783424999891   3.0 4.0 1.333333333333333 0.5773502691896257
(1,) 1.0 15.0 0.5713956500001274 15.74641775000288   3.0 5.0 1.4 0.5773502691896257
(1,) 1.0 16.0 0.5711218999999801 16.46988449999958   3.0 5.0 1.5 0.5773502691896257
(1,) 1.0 17.0 0.5735610000000406 17.33567860000073   2.0 5.0 1.666666666666667 0.7071067811865476
(1,) 1.0 18.0 0.5669993000000204 18.21199199999992   3.0 5.0 1.666666666666667 0.5773502691896257
(1,) 1.0 19.0 0.5546663499999624 18.869943600000045   2.0 4.5 1.5 0.7071067811865476
(1,) 1.0 20.0 0.5716359499998305 19.497305650000023   3.0 5.0 1.5 0.523861278752583
(1,) 1.0 21.0 0.5744670999999926 20.08797240000058   3.0 5.0 1.5 0.5773502691896257
(1,) 1.0 22.0 0.3595103000002382 20.89272989999745   2.0 3.0 1.5 0.5
(1,) 1.0 23.0 0.3561291999999412 21.47237959999848   2.0 3.0 1.5 0.7071067811865476
(1,) 2.0 1.0 3.5052296000001633 3.5052296000001633   4.0 18.0 4.5 3.696845502136472
(1,) 2.0 2.0 1.611174749999833 5.1392634499996745   8.0 16.0 2.0 1.013793755049703
(1,) 2.0 3.0 1.0451614500000235 5.978697950000196   6.0 11.0 1.833333333333333 0.8944271909999159
(1,) 2.0 4.0 0.875143700000308 6.447840000000156   5.0 9.0 1.5 0.7440238091428449
(1,) 2.0 5.0 0.495608799999971 7.166445300000873   4.0 6.0 1.5 0.5773502691896257
(1,) 2.0 6.0 0.5355236000000332 8.401563899999928   6.0 6.0 1.0 0.0
(1,) 3.0 1.0 1.9086550499998225 1.9086550499998225   1.0 20.0 1.0 0.0
