 RU IT AL GT ST TT S A 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
50 16 1 1 22.548331 54.119627 77.626722 73 73 7.370412600000009 0.5055328999999347 0.5223021999997854 0.5204830000000129 0.5511608999997861 0.5667138999999679 0.5628516000001582 0.5847585999999865 0.6513271000001168 0.609417300000132 0.603690099999767 0.7310403000001315 0.8659769000000779 0.8206781000001229 0.864715699999806 0.5990305000000262 1.130273999999872 0.9667464999999993 1.8217553000001772 1.974087999999938 0.8418411999998625 1.1780934000000798 1.6722944999999072 4.320392400000173 2.0432974000000286 3.017003700000032 8.889120899999853 2.820689899999934 5.70716920000018 15.8132028 7.521616900000026
51 17 1 3 1.052013 1.781432 2.895752 20 20 0.04651869999997871 0.0346918000000187 0.035751299999901676 0.04202130000021498 0.04175390000000334 0.0438638999999057 0.048971599999958926 0.04792039999983899 0.04814250000026732 0.05281190000005154 0.05479870000021947 0.0662836999999854 0.08225939999988441 0.0948212999999214 0.14574100000004364 0.18704159999992953 0.2666502000001856 0.476065200000221 0.6148047000001498 0.3860402000002523 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
52 17 1 2 4.392516 11.437228 16.116905 44 44 0.9772291999997833 0.09100670000020727 0.09084410000014032 0.09670830000004571 0.0989425000002484 0.1043177999999898 0.10032710000018596 0.10827879999988 0.11885619999975461 0.11442740000006779 0.13757680000003347 0.1444642000001295 0.1737796999998409 0.12004219999994348 0.22823619999985567 0.2140383999999358 0.4290235000000848 0.6604828000001817 0.7678078000001278 0.9944046000000526 1.3581206999999722 1.1738007999999809 1.2108600999999908 2.2032076000000416 2.2151197999999113 1.8806927000000542 0.0 0.0 0.0 0.0 0.0
53 17 1 1 21.082338 40.109256 62.125164 71 71 7.300068499999952 0.5192257000001064 0.5135715000001255 0.535301299999901 0.548332500000015 0.5383810000000722 0.5459243000002516 0.6446292999999059 0.5851659999998446 0.7099248999998053 0.6256504000000405 0.6157590000000255 0.6639839999998003 0.8540182999997796 0.9294634999998834 0.8777217999997902 1.1139568999999483 2.0267897000001085 0.8271944000000531 0.6762453000001187 0.8989360999999008 1.9181866000001264 3.3694359000000986 2.3114494999999806 3.144933999999921 5.701436600000079 3.478399599999875 8.742568899999924 9.95508309999991 0.0 0.0
54 18 1 3 1.034655 2.120329 3.21713 20 20 0.0465151999999307 0.03499999999985448 0.05292190000000119 0.04176800000004732 0.04249830000003385 0.04416620000006333 0.04595159999985299 0.048330600000099366 0.04782749999981206 0.053052100000059 0.055878300000131276 0.06417089999990822 0.06778239999994184 0.08440040000004956 0.1022973000001457 0.1644380000000183 0.2596791999999368 0.4981112000000394 0.7376460999998926 0.6461953000000449 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
55 18 1 2 4.398566 9.559981 14.237186 44 44 0.970354400000133 0.09156699999994089 0.09033999999996922 0.09938879999981509 0.10789399999976013 0.10029300000019248 0.10391789999994216 0.1065112000001136 0.11133239999981015 0.1239768999998887 0.12361009999995076 0.1513265999997202 0.12397659999987809 0.1913041999998768 0.17321530000003804 0.16139939999993658 0.3084368000002087 0.33722850000003746 0.5583098999998128 0.773334099999829 1.131974899999932 1.6762457999998333 1.411600000000135 1.5272216000000753 1.6145050000000083 1.7720979000000625 0.0 0.0 0.0 0.0 0.0
56 18 1 1 21.065904 30.762918 52.686748 71 71 7.249114999999847 0.5009425999999166 0.5200548000000254 0.5282451000000492 0.5421341000001121 0.5358466999998655 0.5593225000000075 0.5763669000000391 0.6321364000000358 0.5811260000002676 0.7410142000001088 0.9045390999999654 0.8506024000000707 0.8420783000001393 0.9148600000000897 0.975007400000095 1.306368799999973 1.382086599999866 1.582194999999956 0.8809479999999894 0.7292145999997501 0.7720750999999382 0.8081303999999818 1.3101506999998946 1.8554004999998597 4.210236199999827 6.094802200000004 5.724728599999935 7.698678900000004 0.0 0.0
57 19 1 3 1.078283 1.587655 2.731947 20 20 0.04663030000006074 0.03453569999987849 0.036171299999978146 0.04129590000002281 0.04174830000010843 0.04365239999992809 0.046408800000108386 0.04776189999984126 0.048011200000019016 0.05526830000007976 0.057178600000042934 0.06506000000013046 0.07515740000008009 0.0925064000000475 0.14584590000004027 0.19258609999997134 0.29762430000005224 0.42910600000004706 0.6686153000000559 0.18468480000001364 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
58 19 1 2 3.831897 8.720458 12.809854 42 42 0.9719044999999369 0.09153139999989435 0.08768600000007609 0.09561650000000554 0.09659909999982119 0.09899380000024394 0.11008420000030128 0.10469590000002427 0.11251429999992979 0.11726199999998244 0.123638800000208 0.12684490000015103 0.1444334999998773 0.17391169999996237 0.21855100000016137 0.2555322000000615 0.6080292999999983 0.9168835999998919 1.3310519000001477 1.1808037000000695 1.376902100000052 1.5032086000001073 1.3739352999998573 1.3145281000001887 0.0 0.0 0.0 0.0 0.0 0.0 0.0
59 19 1 1 20.482579 31.388647 52.746789 69 69 7.078582500000266 0.48262529999988146 0.49747949999982666 0.5138314000000719 0.5211710999999468 0.5192951999999877 0.5207964000001084 0.6277675999999701 0.5968714000002819 0.5843465999996624 0.6049201000000721 0.6677446999999574 0.6876640999998926 0.9100665000000845 0.9264728000000559 0.9640251000000717 0.9397593999999572 1.183695200000102 1.2637485000000197 1.6997893000000204 1.9028821000001699 1.646853100000044 1.7229242000000795 1.6886492999997245 1.6858316999998806 1.9565005999997993 5.1088868999997885 6.2866199000002325 8.061466899999914 0.0 0.0
