 RU IT AL GT ST TT S A 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31
16 5 1 2 3.708286 8.910968 12.859768 42 42 0.9802336999999852 0.09465860000011617 0.09296930000004977 0.09658100000001468 0.10017360000006192 0.10563460000003033 0.10594209999999293 0.10155069999996158 0.10667820000003303 0.12504860000001372 0.11843179999993936 0.13988710000000992 0.1621307999999999 0.1678282999999965 0.13554839999994783 0.25819300000000567 0.38056159999996453 0.7063631999999416 1.0697169999999687 1.0345077000000629 1.3414009000000533 1.404921300000069 1.628581199999985 2.1447494999998753 0.0 0.0 0.0 0.0 0.0 0.0 0.0
17 5 1 1 21.638088 22.420138 44.896825 71 71 7.027483099999927 0.4832085000000461 0.49897250000003623 0.5083406000001105 0.5502656999999544 0.5503111000000445 0.5284691000000521 0.5749559000000772 0.576606800000036 0.5619765000000143 0.6129574000000275 0.658314599999926 0.7347658000001047 0.6672325999999202 0.6520748000000367 0.6986441999999897 0.7946720000001051 0.7167987999999923 1.5181612999999743 0.8707341000000497 0.8039575999999897 0.9343990999999505 0.9718665999999985 0.9158989999999676 1.086889000000042 1.0723748999999998 1.5195650999999089 4.660932099999968 2.5507341999999653 3.5793869000000313 6.157317199999966
18 6 1 3 1.011433 1.869574 2.945549 20 20 0.04638719999991281 0.03474959999994098 0.03622250000000804 0.04098399999998037 0.041415999999912856 0.04574930000001132 0.050734099999885984 0.04686349999997219 0.05007720000003246 0.05125950000001467 0.05546900000001642 0.06188099999997121 0.07398650000004636 0.10058249999997315 0.12599610000006578 0.20802160000005188 0.29564430000004904 0.5777276000001166 0.7784440000000359 0.14268830000003163 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
19 6 1 2 4.364082 21.34684 26.035415 44 44 0.9656932999999981 0.09172229999990122 0.09159469999997327 0.09800159999986136 0.10086569999998574 0.10888220000003912 0.1061243999998851 0.10785069999997177 0.12459820000003674 0.13690420000011727 0.11611660000005486 0.1750981000000138 0.13449070000001484 0.2363246000001027 0.20278000000007523 0.44619919999991 0.42599009999992177 0.8390438999999787 1.4518000000000484 1.8486699999998564 2.90207769999995 2.807219200000077 2.5308837000001176 3.400357299999996 3.955747200000019 2.286770800000113 0.0 0.0 0.0 0.0 0.0
20 6 1 1 22.488082 53.268627 76.716837 73 73 7.284962000000178 0.5163724000000229 0.5231661000000258 0.5394403000000239 0.5519560000000183 0.5674850000000333 0.5842928000000711 0.5584066999999777 0.5704418999999916 0.6599060999999438 0.6553504000000885 0.6479029000000764 0.6967462000000069 0.7745377999999619 0.9145236000000523 0.7843019000000595 0.904511800000023 1.0205576999999266 1.199098900000081 1.622028999999884 2.582079199999953 0.847672100000068 0.8908171000000493 0.9560874999999669 1.0806936999999834 4.174812999999972 1.8967214000000467 5.136936100000071 8.600719600000048 17.635280599999987 10.35889080000004
21 7 1 3 1.043737 1.722328 2.830019 20 20 0.04506879999996727 0.03331169999989925 0.03655939999998736 0.04377670000008038 0.04216069999995398 0.043717200000060075 0.04517329999998765 0.047123199999987264 0.048308199999951285 0.053615400000012414 0.05965400000002319 0.06977730000005522 0.07867529999998624 0.09458990000007361 0.16388150000000223 0.19876789999989342 0.29104690000008304 0.449281600000063 0.7789260000000695 0.12619410000002063 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
22 7 1 2 4.387507 9.556886 14.231084 44 44 0.9669738999999709 0.09102890000008301 0.09017889999995532 0.0983433999999761 0.10823830000003909 0.10041560000001937 0.10676280000006955 0.11248799999998482 0.12317929999994703 0.11985670000001392 0.12153829999999743 0.15748180000002776 0.13397249999991345 0.13424579999991693 0.1768594000001258 0.33080919999997604 0.4705784999999878 0.6003670000000056 0.9236313999998629 1.2584070999999994 1.1634286000000884 0.7355139999999665 0.8879005000000006 1.333326100000022 1.3380950000000666 2.243707600000107 0.0 0.0 0.0 0.0 0.0
23 7 1 1 22.4656 47.747691 71.185924 73 73 7.310045200000104 0.4983673000000408 0.51870550000001 0.5257126999999855 0.5511000999999851 0.5771127999998953 0.5528188999999202 0.5392363999999361 0.6024758000000929 0.6064003999998704 0.6677307999999584 0.7452832999998691 0.629574600000069 0.8254508999999643 0.7957221999998865 0.79317489999994 0.7933888000000024 0.7683177000000114 0.8824094999999943 1.5006328000001758 1.3477064000001064 0.8093013000000155 1.5005339999999023 2.895896599999901 1.8185712999999168 3.155386300000032 2.030466600000068 3.979524099999935 12.895560500000101 9.902131800000006 9.172266899999954
24 8 1 3 1.018391 2.360562 3.446495 20 20 0.04637630000001991 0.0348289000000932 0.03622419999987869 0.04180909999990945 0.041984899999988556 0.04433920000008129 0.04758859999992637 0.05021769999996195 0.05140260000007402 0.0542392000000973 0.05685039999991659 0.06391019999989567 0.07548770000005334 0.09932419999995545 0.14986129999999775 0.26091729999996005 0.40019069999993917 0.5529321999999866 0.87626350000005 0.3778151000000207 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
25 8 1 2 3.864955 7.597446 11.704027 42 42 0.9674835000000712 0.09294699999998102 0.09261540000011337 0.09540860000004159 0.096779999999967 0.10104410000008102 0.10103219999996327 0.1167920000000322 0.11128020000001015 0.11825510000005579 0.12610090000009677 0.1320011999999906 0.14301179999995384 0.1756526000000349 0.2350378000001001 0.30454840000004424 0.6149806999999328 0.8640475000000833 1.2008035000000064 0.7311505000001262 0.9374927000000071 1.2651747999999543 1.6066820000000916 1.2140081999999666 0.0 0.0 0.0 0.0 0.0 0.0 0.0
26 8 1 1 21.640421 26.290009 48.844311 71 71 6.954595499999982 0.5122669000002134 0.4932036999999809 0.5067736000000878 0.50933950000001 0.553338100000019 0.5504471999998941 0.5741603000000168 0.5744460999999319 0.5901646999999457 0.5720217999999022 0.6415316000000075 0.6884972999999945 0.6826115000000073 0.6944019000000026 0.8503495999999586 0.9135351000001037 0.6365972999999485 1.101034000000027 1.0933972000000267 1.6309068999999 1.26390240000012 1.2232709999999543 2.2375716999999895 2.060073099999954 3.263733600000023 1.9236852000000226 2.9279993000000104 3.743262100000038 4.095662000000061 3.8464991000000737
27 9 1 3 1.056688 2.158178 3.280047 20 20 0.045764099999928476 0.03389199999992343 0.03556070000013278 0.04641289999995024 0.042054399999983616 0.04754420000006121 0.04846150000014404 0.047030700000050274 0.0510977000000139 0.053469999999947504 0.05961700000000292 0.06547980000004827 0.08159829999999602 0.09891430000004675 0.1458632999999736 0.18305869999994684 0.3049271000000999 0.5223856999999725 0.8405642000000171 0.44522749999987354 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
28 9 1 2 4.229741 14.539791 19.052435 44 44 0.9686279000000013 0.09181180000007316 0.08807439999998223 0.09749710000005507 0.10181020000004537 0.10207319999994979 0.10844160000010561 0.10929049999992912 0.11158339999997224 0.12107490000005328 0.12054190000003473 0.1241947999999411 0.13837049999995088 0.13667999999995573 0.20698459999982788 0.25475550000010116 0.2217247999999472 0.41743590000010045 0.712101500000017 1.0421082000001434 1.3777850000000171 1.960608799999818 2.108342599999901 2.7874916999999186 3.4281645999999455 1.8144984000000477 0.0 0.0 0.0 0.0 0.0
29 9 1 1 21.170705 53.890578 75.937656 71 71 7.42328509999993 0.5035847000000331 0.5286221000000069 0.5283007000000453 0.5758574000001317 0.5552192999999761 0.5411268000001428 0.5710247000000663 0.5908350000000837 0.6357620999999654 0.630636400000185 0.6801490999999942 0.8826117999999497 0.6455468999999994 0.7187275999999656 0.8793365000000222 0.960453799999982 1.3515709000000697 1.1911826000000474 1.1344921999999542 2.0375146999999743 1.0004626000001053 1.2829206000000113 3.5725126999999475 3.609214399999928 7.109210699999949 9.678049200000032 12.601048400000082 12.621666399999981 0.0 0.0
30 10 1 3 1.062782 1.829879 2.954905 20 20 0.0460245000000441 0.034056900000109636 0.0360292999999956 0.041052400000126 0.04141239999989921 0.04449609999983295 0.04581469999993715 0.046241900000040914 0.0531109999999444 0.05315920000009555 0.057880400000044574 0.06383519999985765 0.07358410000006188 0.08769210000002658 0.14238379999994777 0.2161621999999852 0.30460340000013275 0.44555589999993117 0.8767302000001109 0.16600440000001981 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
31 10 1 2 4.192562 11.201998 15.674603 44 44 0.9620310000000245 0.09119870000006358 0.09187029999998231 0.09963220000008732 0.10128379999991921 0.1016346999997495 0.10355780000008963 0.11064379999993434 0.11004289999982575 0.11712859999988723 0.10918270000024677 0.12524529999996048 0.1352095999998255 0.12291589999995267 0.21020399999997608 0.1787037000001419 0.1409454999998161 0.34771890000001804 0.43560459999980594 0.6750232000001688 0.8668620999999348 1.748607600000014 1.5344789999999193 2.2852788999998666 2.2246389000001727 2.345645999999988 0.0 0.0 0.0 0.0 0.0
32 10 1 1 22.244228 38.39693 61.576974 73 73 7.296620900000107 0.5094563000000107 0.5091261000000031 0.5256868999999824 0.550876899999821 0.5907621999999719 0.5904128000001947 0.5481003999998393 0.6056570999999167 0.6238385999999991 0.6400639000000865 0.6914164000002074 0.7571174000001974 0.7910480000000462 0.8096579000000474 1.0534884000001057 1.031222200000002 0.7978520000001481 0.9614125999996759 0.8568771000000197 2.4899914000002354 1.8650538999997934 0.9706320999998752 0.9578581999996914 2.5017982000001666 1.7655237999999827 6.94830909999996 4.505462999999736 4.164877400000023 6.878652500000044 6.831193799999937
33 11 1 3 1.06388 2.403001 3.533805 20 20 0.04604039999981069 0.03481850000025588 0.03658140000015919 0.0420696000001044 0.042438300000185336 0.045958599999949 0.04842719999987821 0.04776739999988422 0.05319350000013401 0.05406050000033247 0.056913699999995515 0.06563450000021476 0.08082890000014231 0.1111819000000196 0.19666619999998147 0.2260627000000568 0.30674390000012863 0.6192639999999301 0.8622560999999678 0.4726708000000599 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
34 11 1 2 4.179908 6.643763 11.082363 44 44 0.9694498000001204 0.0924630999998044 0.09230779999984406 0.09856230000013966 0.10011950000011893 0.10301700000013625 0.1083545999999842 0.10497349999991457 0.11096620000012081 0.11563139999998384 0.11601109999992332 0.12075979999985975 0.12508419999994658 0.11479300000019066 0.15845109999986562 0.31235309999965466 0.15849950000006174 0.2910466000002998 0.37338690000001407 0.8143648999998732 0.4151825999999801 0.5423355000000356 0.7657984999998462 1.4643223999999009 1.425167099999726 1.7127152000002752 0.0 0.0 0.0 0.0 0.0
35 11 1 1 21.236114 57.656582 79.778436 71 71 7.330485100000033 0.4984231999999338 0.5208267000000433 0.5292962000003172 0.5603962000002412 0.5525962999997773 0.5547913000000335 0.5868183000000045 0.5799295000001621 0.6177769999999327 0.7691019999999753 0.7202239999999165 0.7815154000002167 0.6251744000001054 0.9147146999998768 0.7118242000001374 0.8359914000000117 1.1880210000001625 1.0794123000000582 1.143970199999785 2.440734799999973 2.005036400000108 1.7719756000001325 2.4858398000001216 2.7202720000000227 5.873338899999908 11.944361099999924 12.290252399999872 16.23926469999992 0.0 0.0
36 12 1 3 1.050894 2.219994 3.340026 20 20 0.045374300000048606 0.03474819999973988 0.036340300000119896 0.04186529999992672 0.04203979999988405 0.04330019999997603 0.04615030000013576 0.04752380000013545 0.04940499999997883 0.053391800000099465 0.05730209999978797 0.06634879999978693 0.08746759999985443 0.10473709999996572 0.17711559999997917 0.24290849999988495 0.3491609000000153 0.5467985000000226 0.9309367999999267 0.2522982000002685 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
37 12 1 2 4.324079 11.364088 15.946105 44 44 0.9624883999999838 0.09161459999995714 0.09385080000015478 0.09688860000005661 0.10481589999994867 0.10343330000000606 0.10003490000008242 0.10637389999988045 0.10141770000041106 0.11703970000007757 0.12294199999996636 0.1251454000000649 0.13471899999990455 0.13092760000017734 0.16080310000006648 0.19143179999991844 0.25159350000012637 0.6244501999999557 0.2825189000000137 0.437299400000029 0.7257119999999304 0.9938048000001345 1.776055599999836 2.4156425000001036 2.5715732000001026 2.84780980000005 0.0 0.0 0.0 0.0 0.0
38 12 1 1 22.451673 38.75907 62.195815 73 73 7.293445199999951 0.5053411000001233 0.5160229000000527 0.5351034000000254 0.5340620000001763 0.5460436000000755 0.5425018000000819 0.5585826999999881 0.5654963999998017 0.5949006999999256 0.6672575999998571 0.6934178000001339 0.6995061000002352 0.7741927000001851 0.8733243000001494 0.913535199999842 1.0515301999998883 1.1171305000000302 1.6333942999997362 2.136023500000192 1.1812725999998293 0.9741647999999259 1.077910799999927 4.282110699999976 3.074107799999865 1.0992142000000058 1.433689700000059 3.5705687000001944 8.17705960000012 12.050122699999974 1.5195756999999048
39 13 1 3 1.060159 2.087513 3.215273 20 20 0.0503771000001052 0.05025260000002163 0.03738789999988512 0.04063099999984843 0.04109629999993558 0.045032900000251175 0.04439660000002732 0.047847000000047046 0.04876099999978578 0.05213319999984378 0.05854240000007849 0.06669480000005024 0.08674359999986336 0.09990479999987656 0.17518920000020444 0.2189654999999675 0.33706179999990127 0.48142029999985425 0.9821047000000362 0.16711129999998775 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
40 13 1 2 4.414218 8.649209 13.344091 44 44 0.9885666999998648 0.09252470000001267 0.09234760000003917 0.09768839999992451 0.09948670000017046 0.10858419999999569 0.10944089999975404 0.10668050000003859 0.11191800000005969 0.12216089999992619 0.11849929999993947 0.1767763999998806 0.1672088000000258 0.1272425000001931 0.21532060000004094 0.18515770000021803 0.3927672999998322 0.4200544999998783 0.6231233999999404 0.8524018000000524 1.1464065000000119 1.466182900000149 1.5030021000000033 1.4141672000000653 1.8137793999999303 0.4949707999999191 0.0 0.0 0.0 0.0 0.0
41 13 1 1 22.469507 41.985626 65.390083 73 73 7.369332799999938 0.5056605999998283 0.5193061000002217 0.5338978000002044 0.5301392999997461 0.5439352000003055 0.5518319000000247 0.576897800000097 0.5922935000000962 0.6156952999999703 0.6689467999997305 0.6418125000000146 0.7365205999999489 0.6413108000001557 0.7832984999997734 0.8228619000001345 0.8307128000001285 0.7437216999999237 1.2990124000000378 1.4546686999999565 0.7343506999998226 1.6857234999999946 1.0155727999999726 1.742234099999905 1.4703629999999066 3.989855900000066 5.548260199999959 2.207661100000223 6.226792699999805 6.584874199999831 12.267954299999928
42 14 1 3 1.020073 2.333291 3.421547 20 20 0.04657789999987472 0.03415140000015526 0.03624179999997068 0.043811499999947046 0.04272299999979623 0.04484249999995882 0.046970399999963774 0.04752940000025774 0.047895399999788424 0.05288790000008703 0.05794589999982236 0.06774100000006911 0.08431689999997616 0.09713710000005449 0.11707350000006045 0.20932250000009844 0.37212399999998524 0.6485033000001295 0.9484849000000395 0.29121439999994436 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
43 14 1 2 3.699016 6.398605 10.318766 42 42 0.9642407999997431 0.09166760000016438 0.09013049999998657 0.09756749999996828 0.0973354999998719 0.09865879999983918 0.10131890000025123 0.10693879999985256 0.11217150000015863 0.11292100000014216 0.12045599999987644 0.13156739999976708 0.12833389999991596 0.13748259999988477 0.15321640000001935 0.1558056999999735 0.20581560000005084 0.4686495000000832 0.6545458000000508 0.842214199999944 0.9460833000000548 1.2581513999998606 1.3993315999998686 1.6064573999999539 0.0 0.0 0.0 0.0 0.0 0.0 0.0
44 14 1 1 20.348627 22.449098 43.588604 69 69 6.976866299999983 0.48355880000008256 0.5066604999997253 0.5070117000000209 0.5219408999998905 0.5052894999998898 0.5484098999997968 0.6101558000000296 0.5502543999998579 0.62860969999997 0.6483771999999135 0.7220397999997203 0.6925831999999446 0.9291239000001497 0.8164873999999145 0.8373313000001872 1.2564481999997952 1.2542599000000791 0.826915099999951 1.068191699999943 1.4959702999999536 1.955098899999939 1.8127848999997696 1.5787299000000985 1.8490225999998984 0.8384377000002132 3.846133099999861 3.1863930999998047 5.322607100000141 0.0 0.0
45 15 1 3 1.061581 2.10164 3.231091 20 20 0.04546299999992698 0.0342451000001347 0.035595300000068164 0.04087580000009439 0.04198279999991428 0.04440449999992779 0.0463084999998955 0.0474435999999514 0.04693380000003344 0.054076300000133415 0.057271999999784384 0.0689031999997951 0.08313170000019454 0.12298889999988205 0.19477670000014768 0.24177209999993465 0.34655259999999544 0.5626710999997613 0.7849077000000761 0.24632769999993798 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
46 15 1 2 4.367324 22.385583 27.08865 44 44 0.9699090000001434 0.09037720000014815 0.091213899999957 0.11706000000003769 0.10218920000011167 0.10405070000001615 0.10482829999978094 0.10731659999987642 0.11761609999985012 0.12356130000011945 0.12353189999998904 0.14400819999991654 0.2049101000002338 0.11869579999984126 0.1368750999997701 0.2386594999998124 0.5919211999998879 0.9013094000001729 1.3082615999999234 2.5707356999998865 2.9404947000000448 4.185589399999799 4.265946799999938 3.0493953999998666 3.100505600000133 0.925093600000082 0.0 0.0 0.0 0.0 0.0
47 15 1 1 22.458386 73.500468 96.970037 73 73 7.320011099999874 0.5448394000000008 0.5184819999997217 0.5329509000000598 0.5557707999998911 0.580289300000004 0.5410530999999992 0.5649276999999984 0.5786530999998831 0.6233747000001131 0.840746199999785 0.5948030999998082 0.7111160000001746 0.7989916999999878 0.9432675999998992 0.6959916000000703 0.8313227000001007 1.1146258000001126 1.1826815999997962 1.5824087000000873 1.884144200000037 2.2457132999998066 1.4142456999998103 1.0867706999999882 3.8548718000001827 1.6572307999999794 2.973314500000015 10.55159239999989 11.128440700000283 14.719128400000045 22.768010900000036
48 16 1 3 1.020817 1.816848 2.904073 20 20 0.046102300000256946 0.03363409999997202 0.036422399999992194 0.04232170000000224 0.044965399999910005 0.0446391999998923 0.046233699999902456 0.047708699999930104 0.0477226000000428 0.05457000000001244 0.05870869999989736 0.07239980000008472 0.08122239999966041 0.10992399999986446 0.12623119999989285 0.2290642000000389 0.31544960000019273 0.4258700000000317 0.8358927999997832 0.1224984000002678 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
49 16 1 2 4.360197 8.559486 13.199969 44 44 0.9723636000001079 0.09268580000002657 0.0898205000003145 0.10105980000003001 0.10686239999972713 0.10214479999967807 0.0990740999998252 0.10411520000002383 0.12786010000013448 0.12221369999997478 0.11074950000011086 0.12234579999994821 0.16914509999992333 0.2680714000000535 0.12136340000006385 0.2373973000001115 0.338674299999866 0.5045932999998968 0.4265594000000874 0.4433965000000626 1.1221806999999444 1.3231596000000536 1.5663430000001881 1.694893699999966 1.4904493999999886 1.0453276999999161 0.0 0.0 0.0 0.0 0.0
