 RU IT AL GT ST TT S A 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 52 53 54 55 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 91 92 93 94 95 96 97 98 99 100
0 0 1 3 0.862769 0.570067 1.475726 18 18 0.04611269999999479 0.03445430000000016 0.03600320000000323 0.039964200000000005 0.04114539999999778 0.04383800000000804 0.04668280000000635 0.05532389999999765 0.0576092000000088 0.06017200000000145 0.05606039999999268 0.05846119999999644 0.07334610000000197 0.08002949999999487 0.10785529999998289 0.17887060000001043 0.27866579999999885 0.12202429999999254 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 0 1 2 2.347101 1.23909 3.749189 34 34 0.06900999999999158 0.047383100000004674 0.05122069999998757 0.051927399999982526 0.05866939999999943 0.059531300000003284 0.0641715000000147 0.06811650000000213 0.06918409999998687 0.06748299999999574 0.08916670000000693 0.07664749999999287 0.0756787999999915 0.07515589999999861 0.07966529999998784 0.08159929999999349 0.08390390000000991 0.08381360000001337 0.08727229999998087 0.09325849999999036 0.09408429999999157 0.10017750000000092 0.1050275000000056 0.10665179999999452 0.11278430000000128 0.10930930000000671 0.1256826999999845 0.13377979999999923 0.17773500000001263 0.18324150000000827 0.1703673999999893 0.2107249999999965 0.21507620000001282 0.29048790000000224 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2 0 1 1 12.875737 11.169475 24.580464 55 55 0.2104148999999893 0.07074270000001093 0.07213829999999177 0.09817259999999806 0.08273110000001793 0.08740170000000091 0.09185339999999087 0.09579489999998714 0.09576609999999164 0.0989548999999954 0.10032640000000015 0.10768639999999152 0.10316620000000398 0.10859500000000821 0.10694759999998382 0.11299929999998426 0.11340439999999319 0.11946419999999591 0.11939430000001039 0.11982550000001879 0.12175880000000916 0.1286015999999961 0.1269528000000122 0.12977320000000248 0.13082959999999844 0.13976830000001428 0.15831849999999292 0.14045419999999353 0.14336649999999906 0.146362400000001 0.15229639999999733 0.1556654999999978 0.154562399999989 0.39652829999998573 0.42326439999999366 0.416279700000004 0.44043289999999047 0.43235039999999003 0.45343500000001313 0.49356199999999717 0.5239459000000153 0.5305785000000043 0.5289890000000099 0.5589215999999908 0.6281062999999989 0.6485971000000035 0.7587140000000119 0.7115063999999904 0.7467489999999941 1.1774144000000035 0.9983921999999978 2.3047439999999995 1.7567236000000008 2.381503699999996 2.7694609000000128 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3 1 1 3 0.840657 0.876983 1.761929 18 18 0.04619770000000756 0.034964299999998616 0.03599939999999435 0.040015599999989604 0.040523300000003815 0.04298039999999048 0.04476400000000069 0.04635910000000365 0.049346400000004564 0.05027859999999862 0.057012800000009634 0.0638077999999922 0.07116859999999292 0.08608699999999203 0.11450910000000647 0.2056016000000085 0.33971090000000004 0.3323053000000016 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 1 1 2 2.366301 1.344978 3.873895 34 34 0.07014120000000901 0.04901450000001262 0.05101970000001188 0.05357999999999663 0.05850709999999992 0.06410920000000431 0.06473669999999743 0.06561759999999595 0.06899609999999257 0.06949960000000033 0.0750113000000141 0.07433399999999324 0.07819290000000478 0.07671179999998401 0.0804879000000085 0.082130499999991 0.08846060000000477 0.08459170000000427 0.08795080000000155 0.09564749999999833 0.0948577000000057 0.10695139999999981 0.0991250000000008 0.10362739999999349 0.11640520000000265 0.12552209999999775 0.1305107000000021 0.15284090000000106 0.1981016000000011 0.1892285000000129 0.19494009999999662 0.23575109999998745 0.22346119999997427 0.28335219999999595 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5 1 1 1 12.985987 7.043021 20.542015 55 55 0.1970484000000141 0.0718271999999871 0.07250150000000133 0.07710430000000201 0.08222200000000157 0.08737140000002341 0.09366489999999317 0.09928449999998179 0.09650539999999808 0.09754990000000419 0.10059850000001802 0.10320450000000392 0.10650810000001343 0.10770840000000703 0.11587419999999327 0.11315079999999966 0.11876250000000255 0.11787160000000085 0.12034750000000827 0.1188799999999901 0.12219729999998208 0.12977049999999224 0.12629069999999842 0.12866769999999406 0.13806399999999996 0.13473799999998448 0.1388205999999883 0.13861100000001159 0.14989230000001896 0.1457627000000059 0.16009669999999687 0.14986029999998607 0.1530316000000056 0.4036879999999883 0.4277253999999857 0.42132600000000764 0.42997789999999725 0.48642979999999625 0.45750269999999205 0.4530244000000039 0.4720911000000001 0.5038325000000015 0.5021120999999908 0.5719538000000028 0.5846294000000114 0.5541759999999982 0.6151067999999924 0.6854218999999944 0.631292000000002 0.8336532000000005 1.1955516999999816 0.977328 1.1692427999999921 1.7629926000000182 1.9566942999999952 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6 2 1 3 0.840862 0.649739 1.534544 18 18 0.04810289999998929 0.03478690000000029 0.039046799999994164 0.04086439999998959 0.04146849999999347 0.043579199999982166 0.04836819999999875 0.05138549999999498 0.05099069999999983 0.051701299999990624 0.0569435000000027 0.06342279999999789 0.07292640000001427 0.08625530000000481 0.1089494000000002 0.19308969999997316 0.2832389000000006 0.15923390000000381 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7 2 1 2 2.35623 1.373234 3.893644 34 34 0.06865760000000876 0.050183599999996886 0.050429100000002336 0.05330709999999783 0.057657899999995266 0.06057319999999322 0.06427479999999264 0.06496740000000045 0.0708424999999977 0.06777160000000038 0.07179419999999936 0.07627639999999758 0.07526329999998893 0.0777276000000029 0.08077279999999121 0.08076359999999738 0.08374959999999021 0.0826748000000066 0.08730370000000676 0.096377099999998 0.099468200000004 0.10024140000000159 0.10535660000000746 0.11194789999998989 0.1058955000000168 0.11968199999998319 0.12837899999999536 0.14556509999998468 0.19098310000001106 0.21859279999999615 0.20121960000000172 0.21954790000000912 0.3096879999999942 0.23442030000001068 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
8 2 1 1 12.940889 10.490954 23.964169 55 55 0.19951329999999246 0.07020579999999654 0.07237999999999545 0.07846780000001274 0.08166950000000384 0.08645429999999976 0.09495439999999178 0.11438239999999666 0.09716270000001259 0.09698889999999949 0.09911890000000767 0.10192759999999623 0.10330059999999719 0.1074863999999991 0.11019539999999495 0.11279220000001544 0.11492729999997664 0.1160928000000041 0.13857889999999884 0.12446669999997084 0.1274503000000209 0.12574860000000854 0.14740049999997495 0.13384029999997438 0.133693500000021 0.14119800000000282 0.14118049999999016 0.1410547000000122 0.1453413999999782 0.16424969999999917 0.16943009999999958 0.15051889999998025 0.15316809999998782 0.3992738999999972 0.41760050000002025 0.4228544999999997 0.4306349000000296 0.4361280999999906 0.45462190000000646 0.48203699999999117 0.4933249000000046 0.5202314999999942 0.5553862999999808 0.5179238999999995 0.6492383000000075 0.695519499999989 0.8095981999999822 0.789960700000023 0.8866279999999733 0.8534645000000012 0.8731340000000216 1.5459825999999737 2.268092399999972 3.380219399999987 1.5338931000000287 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
9 3 1 3 0.848388 0.742717 1.634572 18 18 0.044987299999974084 0.03478979999999865 0.03622050000001309 0.040551899999996976 0.040582099999994625 0.04315669999999727 0.046209400000037704 0.04750900000001934 0.047668100000038294 0.05213109999999688 0.05658719999999562 0.06457929999999124 0.07200210000002016 0.08721380000000067 0.11070520000001238 0.20830839999999284 0.26385799999999904 0.2783445999999685 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
