   QL_SCORE QL_SCORE TI_SCORE TI_SCORE GRADE GRADE
statistic   0.5 IQR 0.5 IQR 0.5 IQR
problem search_mode achievement_type      
ps1 minbound seqa 1.0 0.0 0.7603093377005306 0.02628186690811396 0.7603093377005306 0.02628186690811396
ps1 minbound sima 1.0 0.0 0.7596538628710285 0.017824946796482832 0.7596538628710285 0.017824946796482832
ps1 standard seqa 1.0 0.0 0.7360395714477475 0.008803078974854772 0.7360395714477475 0.008803078974854772
ps1 standard sima 1.0 0.0 0.7338995560333812 0.008963041875176936 0.7338995560333812 0.008963041875176936
ps1 yield seqa 1.0 0.0 0.7202262855288455 0.008240559441872852 0.7202262855288455 0.008240559441872852
ps1 yield sima 1.0 0.0 0.7188431875989045 0.006824358002953779 0.7188431875989045 0.006824358002953779
ps2 minbound seqa 1.0 0.036363636363636376 0.6602211909300919 0.01997222705240098 0.6581410597449817 0.03720942293449159
ps2 minbound sima 1.0 0.036363636363636376 0.65242646242671 0.02332002531536259 0.63474172888533 0.041869764988702096
ps2 standard seqa 0.9636363636363636 0.036363636363636376 0.6040329487339627 0.019162210329712548 0.5863131018098198 0.024188365365812037
ps2 standard sima 1.0 0.036363636363636376 0.6051915546962188 0.02219338762339751 0.5916979972983545 0.02084047216851692
ps2 yield seqa 0.9636363636363636 0.0 0.6258190659289145 0.009116151172195774 0.6034041836563476 0.006507311715620023
ps2 yield sima 0.9636363636363636 0.0 0.6224749279938031 0.007775871056441064 0.5998394760667557 0.007539040881662573
ps3 minbound seqa 0.9436619718309859 0.025853752652903683 0.489326886141764 0.025490648362033297 0.4647358211438272 0.029981848187466076
ps3 minbound sima 0.9436619718309859 0.025853752652903683 0.4834325494180922 0.06211633172486908 0.4561969128311574 0.07092875351409555
ps3 standard seqa 0.9436619718309859 0.025853752652903683 0.4443415560993168 0.04095493662904709 0.4122353453980879 0.04113658618403948
ps3 standard sima 0.9178082191780822 0.025853752652903683 0.4285723650068488 0.02992898341780903 0.3974520019244848 0.02679027207948409
ps3 yield seqa 0.9178082191780822 0.025853752652903683 0.468439868004301 0.03849559004013736 0.4299379610450434 0.04478568521729975
ps3 yield sima 0.9436619718309859 0.025853752652903683 0.4774603904478115 0.03572032395400493 0.4406733015224698 0.045118024354599884
