  N N N N N N N N N S_f S_f S_f S_f S_f S_f S_f S_f S_f \mu_d \mu_d \mu_d \mu_d \mu_d \mu_d \mu_d \mu_d \mu_d \mu_e \mu_e \mu_e \mu_e \mu_e \mu_e \mu_e \mu_e \mu_e
online_bounds  "(2, 2)" "(2, 4)" "(2, 6)" "(4, 2)" "(4, 4)" "(4, 6)" "(6, 2)" "(6, 4)" "(6, 6)" "(2, 2)" "(2, 4)" "(2, 6)" "(4, 2)" "(4, 4)" "(4, 6)" "(6, 2)" "(6, 4)" "(6, 6)" "(2, 2)" "(2, 4)" "(2, 6)" "(4, 2)" "(4, 4)" "(4, 6)" "(6, 2)" "(6, 4)" "(6, 6)" "(2, 2)" "(2, 4)" "(2, 6)" "(4, 2)" "(4, 4)" "(4, 6)" "(6, 2)" "(6, 4)" "(6, 6)"
preach_type AL                                    
NONE 1.0 4.0 8.0 12.0 8.0 16.0 24.0 12.0 24.0 33.0 0.25 0.125 0.08333333333333334 0.125 0.0625 0.04166666666666666 0.08333333333333334 0.041666666666666664 0.030303030303030307 0.2099455524325912 0.2173142926062534 0.2201195233907547 0.54110822483116 0.5393598899705937 0.5493928965658199 0.4868822557216521 0.4445016113936094 0.3612165823364685 0.1454545454545455 0.2424242424242424 0.4195804195804199 0.5656565656565656 1.454545454545455 2.061507936507937 0.6294261294261294 1.236363636363637 1.337710084033613
NONE 2.0 2.0 2.0 2.0 4.0 4.0 4.0 6.0 6.0 6.0 0.5 0.5 0.5 0.25 0.25 0.25 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.0 0.0 0.0 0.0 0.0 0.0 0.1549193338482966 0.1549193338482966 0.1549193338482966 0.0 0.0 0.0 0.0 0.0 0.0 0.1714285714285715 0.1714285714285715 0.1714285714285715
opt 1.0 4.0 8.0 12.0 8.0 16.0 23.0 12.0 23.0 32.0 0.25 0.125 0.08333333333333334 0.125 0.0625 0.043478260869565216 0.08333333333333334 0.043478260869565216 0.03125 0.2267120136045349 0.2173142926062534 0.2279211529192759 0.54110822483116 0.5227602097660079 0.5206570575727372 0.519561681971364 0.4481939916595305 0.37324569300606136 0.1454545454545455 0.2424242424242424 0.4195804195804199 0.6984126984126984 1.2566844919786095 1.945317460317461 0.6263736263736265 1.223484848484848 1.639204545454544
opt 2.0 2.0 2.0 2.0 4.0 4.0 4.0 6.0 6.0 6.0 0.5 0.5 0.5 0.25 0.25 0.25 0.16666666666666666 0.16666666666666666 0.16666666666666666 0.0 0.0 0.0 0.0 0.0 0.0 0.1549193338482966 0.1549193338482966 0.1549193338482966 0.0 0.0 0.0 0.0 0.0 0.0 0.1714285714285715 0.1714285714285715 0.1714285714285715
