problem ps1 ps1 ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3 ps3 ps3
 GT ST LT WT CT LE GT ST LT WT CT LE GT ST LT WT CT LE
planning_mode                  
offline 0.8537354870066903 0.36114901464463106 0.7410697947809587 0.7410697947809587 0.7410697947809587 1.0 0.8761699073253288 0.21317946042068428 0.43925524071943706 0.43925524071943706 0.43925524071943706 1.0 0.9553285350189396 0.06114830048764286 0.08634026095084295 0.08634026095084295 0.08634026095084295 1.0597014925373134
online 7.965071812353447 1.260724916457364 0.19289081524943424 0.05001847813224438 0.5846234627016028 1.0512820512820513 7.742591494339437 0.5793599469206558 0.0987827187733799 0.02358014201134046 0.2798893947016147 1.1132075471698113 6.642588661875538 0.05014943685288778 0.008220472186250785 0.001991129477705116 0.024307191302842784 1.1194029850746268
