 RU AL GT ST OT TT LT CT WT RSS VMS LE AC CF PSG SIZE SGLITS_T QUALITY_SCORE LATENCY_SCORE COMPLETION_SCORE WAIT_SCORE LATENCY_GRADE COMPLETION_GRADE WAIT_GRADE OVERALL_GRADE HAS_TRAILING TOT_CHOICES PRE_CHOICES FGOALS_ORDER CP_EF_L CP_EF_A SP_ED_L SP_ED_A SP_EB_L SP_EB_A SP_MIN_L SP_MIN_A SP_LOWER_L SP_LOWER_A SP_MED_L SP_MED_A SP_UPPER_L SP_UPPER_A SP_MAX_L SP_MAX_A T_INTER_SP P_INTER_SP T_INTER_Q P_INTER_Q M_CHILD_SPREAD DIV_INDEX_SPREAD DIV_STEP_SPREAD DIVS_T DS_T DS_TD_MEAN DS_TD_STD DS_TD_CD DS_TD_MIN DS_TD_LOWER DS_TD_MED DS_TD_UPPER DS_TD_MAX DS_TS_MEAN DS_TS_STD DS_TS_CD DS_TS_MIN DS_TS_LOWER DS_TS_MED DS_TS_UPPER DS_TS_MAX PR_T PR_TS_MEAN PR_TS_STD PR_TS_CD PR_TS_MIN PR_TS_LOWER PR_TS_MED PR_TS_UPPER PR_TS_MAX PP_LE_MEAN PP_AC_MEAN PP_LE_STD PP_AC_STD PP_LE_CD PP_AC_CD PP_LE_MIN PP_AC_MIN PP_LE_LOWER PP_AC_LOWER PP_LE_MED PP_AC_MED PP_LE_UPPER PP_AC_UPPER PP_LE_MAX PP_AC_MAX
0 0 3 1.1373759999999962 0.8073294000000004 0.0 1.9447053999999966 1.9447053999999966 1.9447053999999966 1.9447053999999966 239.9375 230.6953125 20 20 1.0 20 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 False 0 0 False 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 3 1 3.0 0.0 0.0 3.0 3.0 3.0 3.0 3.0 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 0 2 2.7884327000000013 0.6656742000000122 0.0 3.4541069000000135 3.7639138000000045 5.39881230000001 1.3707495000000005 256.83984375 247.5234375 44 44 1.0 44 20 20 0.9545454545454546 1.0 0.9552235819727979 1.0 0.9545454545454546 0.9118043282467616 0.9545454545454546 0.9402984124458903 False 0 0 False 2.2 2.2 2.067289096988207 2.067289096988207 0.9396768622673667 0.9396768622673667 1.0 1.0 1.0 1.0 1.5 1.5 3.0 3.0 10.0 10.0 0 0.0 0 0.0 5.5353410012392175 0.0 4.427188724235731 4 4 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 11.0 6.2182527020592095 0.5652957001872009 6.0 7.5 9.0 12.5 20.0 4 5.0 0.0 0.0 5.0 5.0 5.0 5.0 5.0 11.0 11.0 6.2182527020592095 6.2182527020592095 0.5652957001872009 0.0 6.0 0.0 7.5 0.0 9.0 0.0 12.5 0.0 20.0 0.0
2 0 1 6.284093200000001 1.7694915999999807 0.0 8.053584799999982 6.098730200000027 13.452397099999992 1.7284283374999987 279.00390625 270.91796875 73 73 1.0 0 44 44 0.9452054794520548 0.9010968785541953 0.7003194181913058 1.0 0.8517217071265681 0.6619457514410972 0.9452054794520548 0.8196243126732401 False 0 0 False 1.6590909090909092 1.6590909090909092 1.0102539818394234 1.0102539818394234 0.6089202082319812 0.6089202082319812 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 6.0 6.0 0 0.0 0 0.0 2.737433723111802 4.307615994440028 9.001157332995204 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8 5.5 2.878491668515698 0.5233621215483087 3.0 3.75 4.5 6.25 10.0 9.125 9.125 6.2206453500765155 6.2206453500765155 0.6817145589124949 0.0 3.0 0.0 4.75 0.0 7.0 0.0 11.75 0.0 20.0 0.0
3 1 3 1.1308196999999964 0.7439591999999848 0.0 1.8747788999999813 1.8747788999999813 1.8747788999999813 1.8747788999999813 255.69921875 245.60546875 20 20 1.0 20 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 False 0 0 False 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 3 1 3.0 0.0 0.0 3.0 3.0 3.0 3.0 3.0 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 1 2 2.8107659000000282 0.7110846999999794 0.0 3.5218506000000076 3.727578399999956 5.396629499999989 1.3703771999999965 261.0859375 251.8828125 44 44 1.0 44 20 20 0.9545454545454546 1.0 0.9554319305482778 1.0 0.9545454545454546 0.912003206432447 0.9545454545454546 0.940364705174452 False 0 0 False 2.2 2.2 2.067289096988207 2.067289096988207 0.9396768622673667 0.9396768622673667 1.0 1.0 1.0 1.0 2.0 2.0 2.0 2.0 10.0 10.0 0 0.0 0 0.0 5.923681287847954 0.0 4.9396356140913875 4 4 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 11.0 6.6332495807108 0.6030226891555273 6.0 6.0 9.0 14.0 20.0 4 5.0 0.0 0.0 5.0 5.0 5.0 5.0 5.0 11.0 11.0 6.6332495807108 6.6332495807108 0.6030226891555273 0.0 6.0 0.0 6.0 0.0 9.0 0.0 14.0 0.0 20.0 0.0
5 1 1 6.504629799999954 1.7647135000000063 0.0 8.26934329999996 6.063289199999943 13.665972799999949 1.755892662499992 284.46484375 275.84765625 75 75 1.0 0 44 44 0.92 0.9033690407065308 0.6973385278321662 1.0 0.8310995174500083 0.641551445605593 0.92 0.7975503210185337 False 0 0 False 1.7045454545454546 1.7045454545454546 1.0907549221577761 1.0907549221577761 0.639909554332562 0.639909554332562 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 6.0 6.0 0 0.0 0 0.0 2.258992589775618 4.8419463487779835 9.637527921850314 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8 5.5 3.070597894314954 0.5582905262390825 3.0 3.0 4.5 7.0 10.0 9.375 9.375 6.759913355319621 6.759913355319621 0.7210574245674263 0.0 3.0 0.0 4.0 0.0 6.5 0.0 14.75 0.0 20.0 0.0
6 2 3 1.130835800000014 0.7835473999999749 0.0 1.914383199999989 1.914383199999989 1.914383199999989 1.914383199999989 260.671875 250.8828125 20 20 1.0 20 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 False 0 0 False 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 3 1 3.0 0.0 0.0 3.0 3.0 3.0 3.0 3.0 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7 2 2 2.7799417999999747 0.7503459999999933 0.0 3.530287799999968 3.455730299999985 5.444670999999957 1.3828325999999826 280.25 270.62109375 44 44 1.0 44 20 20 0.9545454545454546 1.0 0.9509199445838306 1.0 0.9545454545454546 0.9076963107391111 0.9545454545454546 0.9389290732766734 False 0 0 False 2.2 2.2 2.015727634065883 2.015727634065883 0.9162398336663103 0.9162398336663103 1.0 1.0 1.0 1.0 2.0 2.0 3.0 3.0 10.0 10.0 0 0.0 0 0.0 5.008991914547277 0.0 3.714835124201342 4 4 1.0 0.0 0.0 1.0 1.0 1.0 1.0 1.0 11.0 5.597618541248888 0.508874412840808 6.0 6.75 10.0 14.25 18.0 4 5.0 0.0 0.0 5.0 5.0 5.0 5.0 5.0 11.0 11.0 5.597618541248888 5.597618541248888 0.508874412840808 0.0 6.0 0.0 6.75 0.0 10.0 0.0 14.25 0.0 18.0 0.0
8 2 1 6.248917200000022 1.6070658000000293 0.0 7.855983000000052 5.408730899999995 13.300654000000009 1.7034407250000019 293.5625 289.19921875 73 73 1.0 0 44 44 0.9452054794520548 0.9542809271528873 0.7024785216381979 1.0 0.9019915612814962 0.6639865478498035 0.9452054794520548 0.8370611961944515 False 0 0 False 1.6590909090909092 1.6590909090909092 1.0552897060221726 1.0552897060221726 0.6360650282873369 0.6360650282873369 1.0 1.0 1.0 1.0 1.0 1.0 2.0 2.0 6.0 6.0 0 0.0 0 0.0 2.0038057798364037 3.496029493900505 7.44190462478823 0 0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8 5.5 2.6186146828319083 0.4761117605148924 3.0 3.0 5.0 7.5 9.0 9.125 9.125 5.986592162013855 5.986592162013855 0.6560648944672718 0.0 3.0 0.0 4.0 0.0 7.0 0.0 15.25 0.0 17.0 0.0
9 3 3 1.1357025999999877 0.8169802000000175 0.0 1.9526828000000052 1.9526828000000052 1.9526828000000052 1.9526828000000052 278.08984375 268.19921875 20 20 1.0 20 1 0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 False 0 0 False 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0 0.0 0 0.0 0.0 0.0 0.0 3 1 3.0 0.0 0.0 3.0 3.0 3.0 3.0 3.0 20.0 0.0 0.0 20.0 20.0 20.0 20.0 20.0 1 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
