problem   ps1 ps1 ps1 ps1 ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3 ps3 ps3 ps3 ps3
   "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation" "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation" "Wait time" "Yield time" "Percent wait time" "Percent yield time" Size Length "Expansion factor" "Sub-Plan expansion deviation"
planning_mode AL PN                        
online 1.0 24.0 0.2514616000000274 9.222900249999753   1.0 2.0 2.0 0.0 0.16914654999997936 13.95486824999975   1.0 1.0 1.0 0.0 0.257699099999968 14.8749150000001   2.0 2.0 1.0 0.0
online 1.0 25.0 0.16368340000008175 9.415204750000086   1.0 1.0 1.0 0.0 0.16582125000000755 14.12178589999975   1.0 1.0 1.0 0.0 0.214511350000123 14.86994069999953   1.0 1.5 1.0 0.0
online 1.0 26.0         0.2524176000001148 14.388734349999751   1.0 2.0 2.0 0.0 0.3043701999999584 15.20647234999967   1.0 2.5 1.5 0.0
online 1.0 27.0         0.167330199999995 14.56608245000001   1.0 1.0 1.0 0.0 0.2592660000001388 15.546279699999669   1.0 2.0 2.0 0.0
online 1.0 28.0         0.1653052999998863 14.81641519999964   1.0 1.0 1.0 0.0 0.16937810000001718 15.759520949999626   1.0 1.0 1.0 0.0
online 1.0 29.0         0.2537333000000217 15.43206730000013   1.0 2.0 2.0 0.0 0.25269864999999214 16.152608650002204   1.0 2.0 1.5 0.0
online 1.0 30.0         0.1658132000002297 15.60010310000015   1.0 1.0 1.0 0.0 0.2532042000000274 16.64608259999943   1.0 2.0 2.0 0.0
online 1.0 31.0         0.2573576000000628 15.4185369999999   1.0 2.0 2.0 0.0 0.1671235000000024 16.53885485000248   1.0 1.0 1.0 0.0
online 1.0 32.0         0.1706066999999791 15.58914369999988   1.0 1.0 1.0 0.0 0.25850315000008095 17.65342644999916   1.0 2.0 2.0 0.0
online 1.0 33.0                 0.26577514999995344 18.287574799999312   2.0 2.0 1.5 0.0
online 1.0 34.0                 0.16897189999980355 18.515116749999606   1.0 1.0 1.0 0.0
online 1.0 35.0                 0.16477770000005876 18.011366599998553   1.0 1.0 1.0 0.0
online 2.0 1.0 2.143606749999989 2.143606749999989   4.0 10.0 2.0 1.0 2.9976903000000448 2.9976903000000448   4.0 18.0 3.666666666666667 3.055050463303894 3.696400400000584 3.696400400000584   5.0 20.0 3.666666666666667 3.055050463303894
online 2.0 2.0 0.506697749999951 2.5646854500001837   4.0 7.0 1.5 1.0 0.6327104499999905 3.4267948000002377   4.0 9.0 1.5 1.0 0.9415708499999766 4.2733455999999705   5.0 12.0 1.8 0.9189365834726815
online 2.0 3.0 0.3165483499999482 2.841310899999836   4.0 4.5 1.2 0.4472135954999579 0.4984670499999737 4.062288300000091   4.0 6.0 1.2 0.4472135954999579 0.6272450999998682 4.8394388500001355   4.0 8.0 1.8 0.8944271909999159
online 2.0 4.0 0.319054000000051 3.170376699999821   4.0 4.5 1.0 0.0 0.3235619499999842 4.432904300000075   4.0 5.0 1.0 0.0 0.45566914999997726 5.3001137499996105   4.0 6.0 1.4 0.5773502691896257
online 2.0 5.0 0.23010320000007312 3.0995241000001936   3.0 3.0 1.0 0.0 0.23131385000004917 4.905434800000123   3.0 3.0 1.0 0.0 0.7028201000001246 5.40787779999998   4.0 9.0 2.25 0.9574271077563381
online 2.0 6.0 0.22872910000000246 3.334890300000147   3.0 3.0 1.0 0.0 0.22958485000003745 5.147264099999688   3.0 3.0 1.0 0.0 0.36052110000005655 6.058678349999838   4.0 5.0 1.25 0.5
online 3.0 1.0 1.36388360000015 1.36388360000015   1.0 18.0 1.0 0.0 1.3573516000000017 1.3573516000000017   1.0 18.0 1.0 0.0 1.9149030000003227 1.9149030000003227   1.0 20.0 1.0 0.0
