problem ps1 ps1 ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3 ps3 ps3
 GT ST LT WT CT LE GT ST LT WT CT LE GT ST LT WT CT LE
planning_mode                  
classical 7.300234200000034 10.512872100000266 13.5333844000003 13.5333844000003 13.5333844000003 39.0 10.510800500000073 34.6412800999999 38.17034139999993 38.17034139999993 38.17034139999993 53.0 14.952695199999877 592.002530099998 578.6409821999989 578.6409821999989 578.6409821999989 67.0
offline 6.232468999999925 3.7967134000001295 10.02918240000005 10.02918240000005 10.02918240000005 39.0 9.209247100000084 7.384809399999767 16.76652250000006 16.76652250000006 16.76652250000006 53.0 14.284736400000611 36.199948599999516 49.96001339999998 49.96001339999998 49.96001339999998 71.0
online 6.400331750000078 1.4556537499998683 2.610465550000033 0.6769192916666722 7.911934050000028 41.0 8.412179950000166 2.2263860499997463 3.7705701000000924 0.9000620708333464 10.683473749999965 59.0 10.685610550000092 3.1514657999996842 4.756702099999927 1.152149116666659 14.06513705000022 75.0
