problem ps1 ps1 ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3 ps3 ps3
 GT ST LT WT CT LE GT ST LT WT CT LE GT ST LT WT CT LE
planning_mode                  
classical 7.300234200000034 10.512872100000266 13.5333844000003 13.5333844000003 13.5333844000003 39.0 10.510800500000073 34.6412800999999 38.17034139999993 38.17034139999993 38.17034139999993 53.0 14.952695199999877 592.002530099998 578.6409821999989 578.6409821999989 578.6409821999989 67.0
offline 6.232468999999925 3.7967134000001295 10.02918240000005 10.02918240000005 10.02918240000005 39.0 9.209247100000084 7.384809399999767 16.76652250000006 16.76652250000006 16.76652250000006 53.0 14.284736400000611 36.199948599999516 49.96001339999998 49.96001339999998 49.96001339999998 71.0
online 6.0067741499998135 1.7296715999999748 4.011256749999973 1.9639223000000035 7.725922500000038 43.0 8.836831600000025 3.323362050000185 6.329785499999829 3.017896187500057 11.94078945000027 63.0 11.553949750000584 5.073598549999758 7.271522299999447 4.1130409375001875 16.320012650000706 82.5
