problem ps1 ps1 ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3 ps3 ps3
 GT ST LT WT CT LE GT ST LT WT CT LE GT ST LT WT CT LE
planning_mode                  
offline 0.8537354870066903 0.36114901464463106 0.7410697947809587 0.7410697947809587 0.7410697947809587 1.0 0.8761699073253288 0.21317946042068428 0.43925524071943706 0.43925524071943706 0.43925524071943706 1.0 0.9553285350189396 0.06114830048764286 0.08634026095084295 0.08634026095084295 0.08634026095084295 1.0597014925373134
online 0.8228193761235476 0.16452893020546983 0.2963971635949308 0.14511686374621563 0.5708788187528219 1.1025641025641026 0.8407382101867468 0.09593646771731724 0.16582994198736303 0.07906390346039878 0.3128289926691694 1.1886792452830188 0.7727001450548313 0.008570231193340935 0.012566552532026067 0.007108105136041979 0.028204038690712592 1.2313432835820894
