problem ps1 ps1 ps1 ps2 ps2 ps2 ps3 ps3 ps3
 QL_SCORE TI_SCORE GRADE QL_SCORE TI_SCORE GRADE QL_SCORE TI_SCORE GRADE
planning_mode         
classical 1.0 0.6991812196279591 0.6991812196279591 1.0 0.5288722171478273 0.5288722171478273 1.0 0.1523300763871699 0.1523300763871699
offline 1.0 0.7603093377005306 0.7603093377005306 1.0 0.6602211909300919 0.6581410597449817 0.9436619718309859 0.489326886141764 0.4647358211438272
online 0.9069767441860465 1.0 0.9069767441860465 0.8412698412698413 0.9623875897605024 0.8100673255733066 0.812151043197179 0.9439676359160809 0.7671294408156384
