problem ps1 ps1 ps1 ps1 ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3 ps3 ps3 ps3 ps3
 GT ST LT WT CT LE AC CF GT ST LT WT CT LE AC CF GT ST LT WT CT LE AC CF
planning_mode                        
classical 8.868463399999598 1.1722180999999665 6.544915799999899 6.544915799999899 6.544915799999899 27.0 40.0 0.675 13.015933200000092 3.7194152999999663 12.39223179999965 12.39223179999965 12.39223179999965 41.0 54.0 0.7592592592592593 19.31780079999885 120.14112579999986 133.0930550000012 133.0930550000012 133.0930550000012 57.0 68.0 0.8382352941176471
offline 8.671409300000036 1.2632145999999125 9.932376100000049 9.932376100000049 9.932376100000049 28.0 40.0 0.7 12.931912600000146 4.097664700000053 17.00151149999988 17.00151149999988 17.00151149999988 42.0 56.0 0.75 18.699785700000465 13.46547579999947 32.19716239999946 32.19716239999946 32.19716239999946 57.0 74.0 0.7702702702702703
online 9.044403000000003 0.8914600499999494 2.5705837000000424 0.8451230166666592 10.00562310000001 32.0 44.0 0.7272727272727273 13.708951049999769 1.4143159500000877 3.892796449999963 1.2276749416666455 14.72782324999946 51.0 64.0 0.8 17.651588199999594 1.793951599999886 4.146748649999552 1.5795797583333666 19.269297249999596 67.0 84.0 0.8026315789473685
