    IT IT PN PN TT TT WT WT SIZE SIZE LE LE AC AC CF CF PP_EF_L PP_EF_L SP_EB_L SP_EB_L
statistic    0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR
problem planning_mode online_bounds AL                    
ps2 online "(2, 2)" 2 1.5 1.0 1.5 1.0 1.6078979500000514 1.1993172999999189 2.215451399999978 2.449011425000032 6.5 1.0 11.5 9.0 18.5 15.0 0.6258741258741258 0.020979020979020935 1.8333333333333335 1.666666666666667 0.42204857540335333 0.8440971508067067
ps2 online "(2, 2)" 3 1.0 0.0 1.0 0.0 1.2217355499999485 0.03955042499991279 1.2217355499999485 0.03955042499991279 1.0 0.0 13.0 0.0 19.0 0.0 0.6842105263157895 0.0 1.0 0.0 0.0 0.0
ps2 online "(2, 4)" 1 4.5 3.5 4.5 3.5 0.8124069499999393 1.3631247250000063 1.0351039500001205 1.7650661250000041 3.0 2.0 3.5 4.25 6.0 6.0 0.75 0.19485294117647056 1.5 0.75 0.4714045207910317 0.33235218455425364
ps2 online "(2, 4)" 2 1.5 1.0 1.5 1.0 1.6110939000000997 1.201206375000126 2.220115099999816 2.428943075000212 6.5 1.0 11.5 9.0 18.5 15.0 0.6258741258741258 0.020979020979020935 1.8333333333333335 1.666666666666667 0.42204857540335333 0.8440971508067067
ps2 online "(2, 4)" 3 1.0 0.0 1.0 0.0 1.2187042499999166 0.03317124999995236 1.2187042499999166 0.03317124999995236 1.0 0.0 13.0 0.0 19.0 0.0 0.6842105263157895 0.0 1.0 0.0 0.0 0.0
ps2 online "(2, 6)" 1 6.5 5.5 6.5 5.5 0.585275450000097 0.7875422999998136 0.585275450000097 0.8224999249998604 2.0 2.0 3.0 3.25 3.0 4.0 0.75 0.33333333333333337 1.666666666666667 1.0 0.0 0.5
ps2 online "(2, 6)" 2 1.5 1.0 1.5 1.0 1.632315950000077 1.1903076249999534 2.239312500000068 2.4165284249997185 6.5 1.0 11.5 9.0 18.5 15.0 0.6258741258741258 0.020979020979020935 1.8333333333333335 1.666666666666667 0.42204857540335333 0.8440971508067067
ps2 online "(2, 6)" 3 1.0 0.0 1.0 0.0 1.2204648499999844 0.01510090000032882 1.2204648499999844 0.01510090000032882 1.0 0.0 13.0 0.0 19.0 0.0 0.6842105263157895 0.0 1.0 0.0 0.0 0.0
ps2 online "(4, 2)" 1 4.5 3.5 4.5 3.5 0.5707782499999325 0.8406780250000059 0.9013131999999473 1.3142953249998894 2.0 1.0 3.0 2.0 4.0 5.25 0.75 0.2947368421052632 1.5 0.33333333333333304 0.4714045207910317 0.12397098877145579
ps2 online "(4, 2)" 2 2.5 1.5 2.5 1.5 0.48443845000005586 0.5457736499998731 0.48443845000005586 0.8470159249998446 3.0 0.25 4.0 2.25 6.0 3.75 0.6333333333333333 0.06666666666666665 1.1666666666666665 0.9999999999999998 0.21650635094610965 0.49011898336070137
ps2 online "(4, 2)" 3 1.0 0.0 1.0 0.0 1.210472200000254 0.011321325000394955 1.210472200000254 0.011321325000394955 1.0 0.0 13.0 0.0 19.0 0.0 0.6842105263157895 0.0 1.0 0.0 0.0 0.0
ps2 online "(4, 4)" 1 8.0 8.0 8.0 8.0 0.42417474999998467 0.7324655249999523 0.42417474999998467 1.107177849999772 1.0 2.0 2.0 4.0 3.0 6.0 0.8571428571428571 0.33333333333333337 2.0 1.0 0.0 0.2474358296526967
ps2 online "(4, 4)" 2 2.5 1.5 2.5 1.5 0.4890192000000297 0.6840288999997455 0.4890192000000297 0.9883259499997761 3.0 0.25 4.0 2.25 6.0 3.75 0.6333333333333333 0.06666666666666665 1.1666666666666665 0.9999999999999998 0.21650635094610965 0.49011898336070137
ps2 online "(4, 4)" 3 1.0 0.0 1.0 0.0 1.222172749999828 0.014438000000019935 1.222172749999828 0.014438000000019935 1.0 0.0 13.0 0.0 19.0 0.0 0.6842105263157895 0.0 1.0 0.0 0.0 0.0
ps2 online "(4, 6)" 1 9.0 8.0 9.0 8.0 0.42053430000004255 0.4726975999999254 0.4222829999999931 0.7062219499999216 1.0 1.0 2.0 3.0 3.0 2.0 0.8 0.33333333333333337 2.0 1.0 0.0 0.282842712474619
ps2 online "(4, 6)" 2 2.5 1.5 2.5 1.5 0.48490549999991117 0.6603130249998725 0.48490549999991117 0.963384124999827 3.0 0.25 4.0 2.25 6.0 3.75 0.6333333333333333 0.06666666666666665 1.1666666666666665 0.9999999999999998 0.21650635094610965 0.49011898336070137
ps2 online "(4, 6)" 3 1.0 0.0 1.0 0.0 1.2235976000001294 0.02310592500005959 1.2235976000001294 0.02310592500005959 1.0 0.0 13.0 0.0 19.0 0.0 0.6842105263157895 0.0 1.0 0.0 0.0 0.0
ps2 online "(6, 2)" 1 6.5 5.5 6.5 5.5 0.9876111000000094 1.0009256249999299 1.1241937000000064 2.3660854499999355 3.0 4.0 4.0 5.0 5.0 6.0 0.9 0.33333333333333337 1.5 0.8749999999999998 0.2857142857142857 0.4648111258522642
ps2 online "(6, 2)" 2 3.5 3.0 3.5 3.0 1.0200981500002513 0.9797437499999972 1.0328327499996135 1.0657073249996731 2.0 0.0 6.0 7.0 7.0 7.0 0.8181818181818182 0.17948717948717952 3.0 3.5 0.628539361054709 0.899954085146515
ps2 online "(6, 2)" 3 1.0 0.0 1.0 0.0 1.21488649999975 0.006001950000154022 1.21488649999975 0.006001950000154022 1.0 0.0 13.0 0.0 19.0 0.0 0.6842105263157895 0.0 1.0 0.0 0.0 0.0
ps2 online "(6, 4)" 1 10.0 10.0 10.0 10.0 0.5079383499999892 0.6020769999999938 0.6141969000000245 1.1394436000003623 2.0 2.0 2.0 3.0 3.0 4.0 1.0 0.33333333333333337 1.5 1.0 0.0 0.4714045207910317
ps2 online "(6, 4)" 2 3.5 3.0 3.5 3.0 1.1167303000000854 1.092888449999748 1.1298707500001228 1.1683116749997493 2.0 0.0 6.0 9.0 7.0 8.0 0.7840909090909092 0.17948717948717952 3.0 4.5 0.628539361054709 0.899954085146515
ps2 online "(6, 4)" 3 1.0 0.0 1.0 0.0 1.2209440999999686 0.015081274999843908 1.2209440999999686 0.015081274999843908 1.0 0.0 13.0 0.0 19.0 0.0 0.6842105263157895 0.0 1.0 0.0 0.0 0.0
ps2 online "(6, 6)" 1 13.0 12.0 13.0 12.0 0.4240713000001506 0.380450450000069 0.5576599999999701 0.5998702499999671 1.0 1.0 2.0 2.0 2.0 2.0 1.0 0.33333333333333337 1.5 1.0 0.0 0.282842712474619
ps2 online "(6, 6)" 2 3.5 3.0 3.5 3.0 1.1127480000002374 1.0862951000001715 1.1370837000000051 1.1597880750004137 2.0 0.0 6.0 9.0 7.0 8.0 0.8181818181818182 0.17948717948717952 3.0 4.5 0.628539361054709 0.899954085146515
ps2 online "(6, 6)" 3 1.0 0.0 1.0 0.0 1.2219295000000439 0.015988725000368964 1.2219295000000439 0.015988725000368964 1.0 0.0 13.0 0.0 19.0 0.0 0.6842105263157895 0.0 1.0 0.0 0.0 0.0
ps3 offline NONE 1 1.0 0.0 1.0 0.0 26.35516790000031 2.012146199999961 32.19716239999946 2.0322942999991973 30.0 0.0 57.0 0.0 74.0 0.0 0.7702702702702703 0.0 1.9 0.0 0.7981974151633211 0.14204497431811036
ps3 offline NONE 2 1.0 0.0 1.0 0.0 4.263707099999976 0.17768219999969403 5.657452399999912 0.18956940000003897 14.0 0.0 30.0 0.0 47.0 0.0 0.6382978723404256 0.0 2.142857142857143 0.0 0.7288909735221389 0.022631697317753163
ps3 offline NONE 3 1.0 0.0 1.0 0.0 1.345858899999484 0.019367000000044987 1.345858899999484 0.019367000000044987 1.0 0.0 14.0 0.0 21.0 0.0 0.6666666666666666 0.0 1.0 0.0 0.0 0.0
ps3 online "(2, 2)" 1 2.5 1.5 2.5 1.5 3.63436970000015 1.4323385000009528 4.463116299999967 3.7978405250002827 7.5 1.5 15.5 6.0 18.5 8.0 0.7779720279720279 0.17849650349650348 1.9285714285714284 0.28422619047619047 0.5756678881613917 0.333546750232663
ps3 online "(2, 2)" 2 1.5 1.0 1.5 1.0 2.108978649999983 0.46026317500037783 2.7944179999998937 1.7967944249999876 7.0 0.0 15.0 4.0 23.5 9.0 0.6456766917293233 0.0770676691729324 2.1428571428571423 0.571428571428571 0.6847181860357328 0.5133896958181161
ps3 online "(2, 2)" 3 1.0 0.0 1.0 0.0 1.3343277500001705 0.014755999999906289 1.3343277500001705 0.014755999999906289 1.0 0.0 14.0 0.0 21.0 0.0 0.6666666666666666 0.0 1.0 0.0 0.0 0.0
ps3 online "(2, 4)" 1 4.5 3.5 4.5 3.5 1.463277650000016 1.1415354000004354 1.6859248999999465 1.2318276000000308 4.0 1.0 6.5 3.75 9.5 4.5 0.8 0.18547794117647065 1.8333333333333335 0.7875000000000001 0.4330127018922193 0.22979692093109072
ps3 online "(2, 4)" 2 1.5 1.0 1.5 1.0 2.1168094499999484 0.45757037499942066 2.8523136500002124 1.800794449999757 7.0 0.0 15.0 4.0 23.5 9.0 0.6456766917293233 0.0770676691729324 2.1428571428571423 0.571428571428571 0.6847181860357328 0.5133896958181161
ps3 online "(2, 4)" 3 1.0 0.0 1.0 0.0 1.3408207000001364 0.01154199999996286 1.3408207000001364 0.01154199999996286 1.0 0.0 14.0 0.0 21.0 0.0 0.6666666666666666 0.0 1.0 0.0 0.0 0.0
ps3 online "(2, 6)" 1 6.5 5.5 6.5 5.5 0.837030350000191 0.6892318750002038 1.031181350000054 1.054986749999813 2.5 1.0 4.0 3.0 6.0 3.25 0.75 0.3846153846153846 1.8333333333333335 0.625 0.4714045207910317 0.217157287525381
ps3 online "(2, 6)" 2 1.5 1.0 1.5 1.0 2.1334018999999955 0.45829457499956283 2.919447899999909 1.8080955999999515 7.0 0.0 15.0 4.0 23.5 9.0 0.6456766917293233 0.0770676691729324 2.1428571428571423 0.571428571428571 0.6847181860357328 0.5133896958181161
ps3 online "(2, 6)" 3 1.0 0.0 1.0 0.0 1.3532599500000515 0.014986124999921469 1.3532599500000515 0.014986124999921469 1.0 0.0 14.0 0.0 21.0 0.0 0.6666666666666666 0.0 1.0 0.0 0.0 0.0
ps3 online "(4, 2)" 1 4.5 3.5 4.5 3.5 1.558079200000016 1.8150395999998352 1.900576950000044 1.5913933749998819 3.5 3.25 6.0 7.25 8.0 7.0 0.7647058823529411 0.2947368421052632 1.65 0.5 0.4714045207910317 0.020145360123322464
ps3 online "(4, 2)" 2 2.5 1.5 2.5 1.5 1.1912141999998764 1.04819797499978 1.1912141999998764 1.5058946499997743 3.5 1.0 7.0 6.5 10.5 7.25 0.6333333333333333 0.11730769230769234 1.9166666666666665 1.6250000000000002 0.3319764047840348 0.31691390260381364
ps3 online "(4, 2)" 3 1.0 0.0 1.0 0.0 1.339999349999971 0.01275645000001191 1.339999349999971 0.01275645000001191 1.0 0.0 14.0 0.0 21.0 0.0 0.6666666666666666 0.0 1.0 0.0 0.0 0.0
ps3 online "(4, 4)" 1 8.5 7.5 8.5 7.5 0.769332200000207 0.8902110749999252 0.769332200000207 1.2991057000000406 1.5 2.0 3.5 4.25 4.0 5.25 0.75 0.33333333333333337 2.0 1.0416666666666665 0.12371791482634835 0.5517766952966369
ps3 online "(4, 4)" 2 2.5 1.5 2.5 1.5 1.0498587499998848 1.0526053000003799 1.0498587499998848 1.7950032250004138 3.5 1.0 7.0 6.5 10.5 7.25 0.6333333333333333 0.11730769230769234 1.9166666666666665 1.6250000000000002 0.3319764047840348 0.31691390260381364
ps3 online "(4, 4)" 3 1.0 0.0 1.0 0.0 1.351698150000047 0.012419524999557785 1.351698150000047 0.012419524999557785 1.0 0.0 14.0 0.0 21.0 0.0 0.6666666666666666 0.0 1.0 0.0 0.0 0.0
ps3 online "(4, 6)" 1 10.5 9.5 10.5 9.5 0.43320685000003323 0.5842957999998646 0.7567299500000217 0.7585396999994602 1.5 1.0 2.0 2.5 3.0 3.0 0.75 0.4 2.0 1.5 0.0 0.4714045207910317
ps3 online "(4, 6)" 2 2.5 1.5 2.5 1.5 1.2134199999999284 1.0421833999998993 1.2134199999999284 1.5984971499998575 3.5 1.0 7.0 6.5 10.5 7.25 0.6333333333333333 0.11730769230769234 1.9166666666666665 1.6250000000000002 0.3319764047840348 0.31691390260381364
ps3 online "(4, 6)" 3 1.0 0.0 1.0 0.0 1.349122649999998 0.023722249999821088 1.349122649999998 0.023722249999821088 1.0 0.0 14.0 0.0 21.0 0.0 0.6666666666666666 0.0 1.0 0.0 0.0 0.0
ps3 online "(6, 2)" 1 6.5 5.5 6.5 5.5 1.4232781000000614 0.643734549999877 1.6660247999999456 1.8687037750011655 4.0 2.25 7.0 3.5 7.0 5.0 0.8823529411764706 0.30000000000000004 1.666666666666667 0.6000000000000001 0.3912303982179758 0.18569023507674598
ps3 online "(6, 2)" 2 3.5 3.0 3.5 3.0 1.1280911999997438 0.7696012249999025 1.1478065000000726 0.8290485999996802 2.0 1.0 8.0 6.0 10.0 4.0 0.797979797979798 0.22115384615384615 3.4166666666666665 3.833333333333333 0.7392472621729684 0.6525182554938183
ps3 online "(6, 2)" 3 1.0 0.0 1.0 0.0 1.3475150000001008 0.016431225000422822 1.3475150000001008 0.016431225000422822 1.0 0.0 14.0 0.0 21.0 0.0 0.6666666666666666 0.0 1.0 0.0 0.0 0.0
ps3 online "(6, 4)" 1 11.5 11.0 11.5 11.0 0.6054730000000745 0.6309301249998072 0.9966246500001148 1.0516734249998054 2.0 2.0 3.0 3.0 3.0 3.0 1.0 0.33333333333333337 1.5 1.333333333333333 0.282842712474619 0.4714045207910317
ps3 online "(6, 4)" 2 3.5 3.0 3.5 3.0 1.1275007499998535 0.778578599999818 1.1461249999996426 0.8262553000001138 2.0 1.0 8.0 6.0 10.0 4.0 0.797979797979798 0.22115384615384615 3.4166666666666665 3.833333333333333 0.7392472621729684 0.6525182554938183
ps3 online "(6, 4)" 3 1.0 0.0 1.0 0.0 1.342267400000168 0.020206674999656338 1.342267400000168 0.020206674999656338 1.0 0.0 14.0 0.0 21.0 0.0 0.6666666666666666 0.0 1.0 0.0 0.0 0.0
ps3 online "(6, 6)" 1 16.0 16.0 16.0 16.0 0.4223140000000285 0.38675819999993877 0.6105237999998678 0.5551899750005731 1.0 1.0 2.0 2.0 3.0 2.0 1.0 0.25 1.5 1.0 0.0 0.282842712474619
ps3 online "(6, 6)" 2 3.5 3.0 3.5 3.0 1.1267322500002594 0.777434450000257 1.147054600000075 0.8300415249995718 2.0 1.0 8.0 6.0 10.0 4.0 0.797979797979798 0.22115384615384615 3.4166666666666665 3.833333333333333 0.7392472621729684 0.6525182554938183
ps3 online "(6, 6)" 3 1.0 0.0 1.0 0.0 1.3517901500001699 0.019813049999967802 1.3517901500001699 0.019813049999967802 1.0 0.0 14.0 0.0 21.0 0.0 0.6666666666666666 0.0 1.0 0.0 0.0 0.0
