problem ps1 ps1 ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3 ps3 ps3
 GT ST LT WT CT LE GT ST LT WT CT LE GT ST LT WT CT LE
planning_mode                  
offline 0.9777803559521291 1.0776276189558485 1.5175712573720508 1.5175712573720508 1.5175712573720508 1.037037037037037 0.9935447886287596 1.1016959305405045 1.3719491189634105 1.3719491189634105 1.3719491189634105 1.024390243902439 0.9680079991300862 0.11208048626425879 0.24191466940178943 0.24191466940178943 0.24191466940178943 1.0
online 9.351491843559264 6.753502825114527 0.3927603927311154 0.12912664463409482 1.5287626924092996 1.1851851851851851 10.013092780008874 3.413965724666172 0.3141319911398101 0.09906810665587132 1.188472220960221 1.2439024390243902 8.608604813339392 0.13376851551028263 0.031156762086492904 0.011868235786858694 0.1447806367507262 1.1754385964912282
