problem ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3
 "Hierarchical Expansion Balance Normalised Deviation" "Hierarchical Expansion Balance Normalised Error" "Mean Expansion Factor Per Level" "Overall Hierarchical Expansion Factor" "Hierarchical Expansion Balance Normalised Deviation" "Hierarchical Expansion Balance Normalised Error" "Mean Expansion Factor Per Level" "Overall Hierarchical Expansion Factor" "Hierarchical Expansion Balance Normalised Deviation" "Hierarchical Expansion Balance Normalised Error" "Mean Expansion Factor Per Level" "Overall Hierarchical Expansion Factor"
planning_mode            
offline 0.056568542494923595 0.039999999999999855 1.4423076923076925 1.4411533842457842 0.005326604754701096 0.0037664783427496518 1.7759197324414715 1.7759071354792608 0.08495275816375483 0.06007067137809188 2.0214285714285714 2.017778127403648
online 0.17582114559233059 0.12432432432432422 1.5811965811965814 1.5689290811054724 0.07109152557710373 0.050269299820466934 1.8628762541806019 1.9611613513818404 0.048765984909417054 0.03448275862068964 2.071428571428571 2.2038926600773587
