problem   ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3
   "Total Time" "Wait time" Size Length "Total Time" "Wait time" Size Length "Total Time" "Wait time" Size Length
planning_mode AL PN            
online 1.0 1.0 0.4583549499999826 2.70269260000029 2.0 4.0 0.815905149999935 3.9197344000000385 4.0 7.0 0.9371393000003252 4.992756549999243 5.0 8.0
online 1.0 2.0 0.5631934000000243 1.3453949999995984 3.0 5.0 1.0130316500000056 1.8049333999998396 4.0 9.0 1.0446882500001067 2.2279669499999812 5.0 9.0
online 1.0 3.0 0.45595860000028665 0.7848385500001314 3.0 4.0 0.5776087000000203 1.1946327500001246 4.0 5.0 0.7934284000002663 1.388455199999726 4.0 7.0
online 1.0 4.0 0.6740387000002102 0.8360545999999403 3.0 6.0 0.8923101999998835 1.1227208000001805 4.0 7.0 0.9319526000000735 1.3521572499997774 4.0 8.0
online 1.0 5.0 0.34546970000004507 0.4225975500000132 2.0 2.0 0.4486253999998553 0.5256584999999845 3.0 4.0 0.5773449500001391 0.921932049999981 3.0 5.0
online 1.0 6.0 0.35345745000003603 0.5139417000000321 2.0 3.0 0.6679175999999245 0.6684963000000437 3.0 6.0 0.7018286500001665 0.9315461499999742 3.0 6.0
online 1.0 7.0 0.25680835 0.25680835 1.0 2.0 0.2858756500002073 0.2858756500002073 2.0 2.0 0.35193129999993283 0.35193129999993283 3.0 3.0
online 1.0 8.0 0.43893760000003823 0.43893760000003823 2.0 3.0 0.4493436999999858 0.4493436999999858 2.0 4.0 0.47526710000022376 0.47526710000022376 3.0 4.0
online 1.0 9.0 0.1685875499999554 0.1685875499999554 1.0 1.0 0.1697726000000159 0.1697726000000159 1.0 1.0 0.35668540000001053 0.35668540000001053 2.0 3.0
online 1.0 10.0 0.34417745000004624 0.34417745000004624 1.0 2.5 0.31203749999997393 0.31203749999997393 2.0 2.0 0.3492915999999546 0.3492915999999546 2.0 3.0
online 1.0 11.0 0.16853534999998487 0.16853534999998487 1.0 1.0 0.2553188999999918 0.2553188999999918 2.0 2.0 0.2615525500000331 0.2615525500000331 2.0 2.0
online 1.0 12.0 0.3486375999999609 0.3486375999999609 2.0 3.0 0.3529820999999629 0.3529820999999629 2.0 3.0 0.4620319999999083 0.4620319999999083 3.0 4.0
online 1.0 13.0 0.17015054999998824 0.17015054999998824 1.0 1.0 0.17414379999985385 0.17414379999985385 1.0 1.0 0.17090609999999623 0.17090609999999623 1.0 1.0
