problem ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3
 "Hierarchical Expansion Balance Normalised Deviation" "Hierarchical Expansion Balance Normalised Error" "Mean Expansion Factor Per Level" "Overall Hierarchical Expansion Factor" "Hierarchical Expansion Balance Normalised Deviation" "Hierarchical Expansion Balance Normalised Error" "Mean Expansion Factor Per Level" "Overall Hierarchical Expansion Factor" "Hierarchical Expansion Balance Normalised Deviation" "Hierarchical Expansion Balance Normalised Error" "Mean Expansion Factor Per Level" "Overall Hierarchical Expansion Factor"
planning_mode            
offline 0.02668327476175674 0.01886792452830205 1.4722222222222219 1.4719601443879744 0.10939396614815206 0.07735321528424993 1.7532679738562091 1.7480147469502525 0.1982231023820947 0.14016489988221445 1.9295454545454547 1.91049731745428
online 0.062009364121027095 0.04384724186704406 1.5106837606837606 1.509230856356236 0.10939396614815206 0.07735321528424993 1.7532679738562091 1.8104634152000358 0.1794520119891353 0.1268917345750872 1.9522727272727276 1.9364916731037085
