    IT IT PN PN TT TT WT WT SIZE SIZE LE LE AC AC CF CF PP_EF_L PP_EF_L SP_EB_L SP_EB_L
statistic    0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR
problem online_bounds preach_type AL                    
ps1 "(2, 2)" NONE 1 2.5 1.5 2.5 1.5 1.3547599000000616 0.7631624750000405 1.96036509999999 3.305359149999955 6.5 3.0 13.0 7.25 13.0 7.25 1.0 0.0 1.555555555555556 0.2625000000000002 0.4578608056263661 0.2527139518645053
ps1 "(2, 2)" NONE 2 1.5 1.0 1.5 1.0 1.136800199999755 0.8112333999998644 1.7782378499996985 2.1547899499999867 9.0 0.0 13.0 8.0 13.0 8.0 1.0 0.0 1.4444444444444444 0.8888888888888891 0.3569301070510337 0.5580489988532434
ps1 "(2, 2)" NONE 3 1.0 0.0 1.0 0.0 1.3473304499997596 0.05590604999995441 1.3473304499997596 0.05590604999995441 1.0 0.0 18.0 0.0 18.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0
ps1 "(2, 2)" opt 1 2.5 1.5 2.5 1.5 1.261453200000062 0.6677559749999267 1.6015623000000685 2.145095350000005 6.5 3.0 10.0 6.25 10.0 6.25 1.0 0.0 1.4777777777777779 0.2625000000000002 0.4 0.07579448858995352
ps1 "(2, 2)" opt 2 1.5 1.0 1.5 1.0 1.13155809999995 0.6912825999999384 1.7843280999999678 2.071136099999933 9.0 0.0 13.0 8.0 13.0 8.0 1.0 0.0 1.4444444444444444 0.8888888888888891 0.3569301070510337 0.5580489988532434
ps1 "(2, 2)" opt 3 1.0 0.0 1.0 0.0 1.3639246499999014 0.05632687499988265 1.3639246499999014 0.05632687499988265 1.0 0.0 18.0 0.0 18.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0
ps1 "(2, 4)" NONE 1 4.5 3.5 4.5 3.5 0.5928159999999423 0.5044386250000343 0.7312421500000141 1.0715513250000015 3.5 2.0 6.0 5.0 6.0 5.0 1.0 0.0 1.5 0.75 0.46104921511201513 0.17442320818222834
ps1 "(2, 4)" NONE 2 1.5 1.0 1.5 1.0 1.070334200000005 0.811444299999863 1.7098240500000446 2.185504075000054 9.0 0.0 13.0 8.0 13.0 8.0 1.0 0.0 1.4444444444444444 0.8888888888888891 0.3569301070510337 0.5580489988532434
ps1 "(2, 4)" NONE 3 1.0 0.0 1.0 0.0 1.3722622500001194 0.06560959999960381 1.3722622500001194 0.06560959999960381 1.0 0.0 18.0 0.0 18.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0
ps1 "(2, 4)" opt 1 4.5 3.5 4.5 3.5 0.49924864999999846 0.47207932499989624 0.5987642000000477 0.8400375999999383 3.5 2.0 4.5 4.25 4.5 4.25 1.0 0.0 1.5 0.5625 0.4330127018922193 0.08650434133128115
ps1 "(2, 4)" opt 2 1.5 1.0 1.5 1.0 1.152893499999976 0.6944453499999548 1.817174799999833 2.060066675000016 9.0 0.0 13.0 8.0 13.0 8.0 1.0 0.0 1.4444444444444444 0.8888888888888891 0.3569301070510337 0.5580489988532434
ps1 "(2, 4)" opt 3 1.0 0.0 1.0 0.0 1.355864150000105 0.04271407499993152 1.355864150000105 0.04271407499993152 1.0 0.0 18.0 0.0 18.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0
ps1 "(2, 6)" NONE 1 6.5 5.5 6.5 5.5 0.40819969999995465 0.2750651750000514 0.40855190000007724 0.45521312500002503 2.0 1.0 4.0 3.0 4.0 3.0 1.0 0.0 1.5 1.0 0.3464101615137754 0.4714045207910317
ps1 "(2, 6)" NONE 2 1.5 1.0 1.5 1.0 0.9317311000000499 0.8103753250002792 1.6023677000000165 2.190650774999886 9.0 0.0 13.0 8.0 13.0 8.0 1.0 0.0 1.4444444444444444 0.8888888888888891 0.3569301070510337 0.5580489988532434
ps1 "(2, 6)" NONE 3 1.0 0.0 1.0 0.0 1.3653646500000884 0.05359189999998604 1.3653646500000884 0.05359189999998604 1.0 0.0 18.0 0.0 18.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0
ps1 "(2, 6)" opt 1 6.5 5.5 6.5 5.5 0.4025622500000736 0.27028479999998467 0.40298569999998796 0.381741749999847 2.0 1.0 3.0 3.0 3.0 3.0 1.0 0.0 1.5 1.0 0.4330127018922193 0.4714045207910317
ps1 "(2, 6)" opt 2 1.5 1.0 1.5 1.0 1.1564934500001414 0.6883765749999564 1.855293199999892 2.0599810749999885 9.0 0.0 13.0 8.0 13.0 8.0 1.0 0.0 1.4444444444444444 0.8888888888888891 0.3569301070510337 0.6176470588235294
ps1 "(2, 6)" opt 3 1.0 0.0 1.0 0.0 1.3616151499999776 0.050562549999895845 1.3616151499999776 0.050562549999895845 1.0 0.0 18.0 0.0 18.0 0.0 1.0 0.0 1.0 0.0 0.0 0.0
ps1 "(4, 2)" NONE 1 4.5 3.5 4.5 3.5 0.4207223500000197 0.5812056999998774 0.7316565000000708 1.0865172750000023 3.0 0.75 4.0 6.0 4.0 6.0 1.0 0.0 1.5 0.466666666666667 0.4330127018922193 0.22295252329105508
ps1 "(4, 2)" NONE 2 2.5 1.5 2.5 1.5 0.395899049999997 0.44801200000006247 0.395899049999997 0.8557117250003756 4.5 1.0 5.5 2.0 5.5 2.0 1.0 0.0 1.225 0.75 0.2309401076758503 0.4
