PS2,hcr,offline,NONE,standard,seqa, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.33197546708273695,0.6765604481507999,0.2729645604132478, , , , , , , , , , , , 
PS2,hcr,offline,NONE,standard,sima, , , , , , , , , , , , ,0.33197546708273695,0.6765604481507999,0.2729645604132478, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
PS2,hcr,offline,NONE,yield,seqa, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.46685427082272546,0.11380208364163014,0.08246573503655041, , , , , , , , , 
PS2,hcr,offline,NONE,yield,sima, , , , , , , , , , , , , , , ,0.46685427082272546,0.11380208364163014,0.08246573503655041, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
PS3,hcr,offline,NONE,minbound,seqa, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.7196304554934526,0.5032414197587344,0.5539932796878047, , , , , , 
PS3,hcr,offline,NONE,minbound,sima, , , , , , , , , , , , , , , , , , ,0.7196304554934526,0.5032414197587344,0.5539932796878047, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
PS3,hcr,offline,NONE,standard,seqa, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.4319756284079199,0.23276158237058275,0.16534915243296522, , , 
PS3,hcr,offline,NONE,standard,sima, , , , , , , , , , , , , , , , , , , , , ,0.4319756284079199,0.23276158237058275,0.16534915243296522, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
PS3,hcr,offline,NONE,yield,seqa, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.3721083307918155,0.2645660392392569,0.21075801127655858
PS3,hcr,offline,NONE,yield,sima, , , , , , , , , , , , , , , , , , , , , , , , ,0.3721083307918155,0.2645660392392569,0.21075801127655858, , , , , , , , , , , , , , , , , , , , , , , , , , , 
