  N N S_f S_f \mu_d \mu_d \mu_e \mu_e
problem  pl1ts pl2dc pl1ts pl2dc pl1ts pl2dc pl1ts pl2dc
online_bounds AL        
"(1, 2, 2)" 1.0 4.0 4.0 0.25 0.25 0.211441314134239 0.1446703728286899 0.1333333333333333 0.0912280701754386
"(1, 2, 2)" 2.0 2.0 2.0 0.5 0.5 0.0 0.0 0.0 0.0
"(1, 2, 2)" 3.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
"(1, 2, 3)" 1.0 6.0 6.0 0.16666666666666666 0.16666666666666666 0.2120622884936957 0.1450952500220023 0.1868131868131868 0.1278195488721804
"(1, 2, 3)" 2.0 2.0 2.0 0.5 0.5 0.0 0.0 0.0 0.0
"(1, 2, 3)" 3.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
"(1, 3, 3)" 1.0 9.0 9.0 0.11111111111111112 0.11111111111111112 0.3263902759655961 0.1754050857704811 0.5076923076923079 0.1603448275862068
"(1, 3, 3)" 2.0 3.0 3.0 0.3333333333333333 0.3333333333333333 0.08660254037844385 0.0 0.03750000000000003 0.0
"(1, 3, 3)" 3.0 1.0 1.0 1.0 1.0 0.0 0.0 0.0 0.0
"(2, 2, 2)" 1.0 8.0 8.0 0.125 0.125 0.3822198817224581 0.2666666666666667 0.2522522522522523 0.3703703703703703
"(2, 2, 2)" 2.0 4.0 4.0 0.25 0.25 0.2868876552746235 0.1721325931647741 0.2222222222222222 0.08
"(2, 2, 2)" 3.0 2.0 2.0 0.5 0.5 0.1571348402636772 0.0 0.03703703703703703 0.0
"(2, 2, 3)" 1.0 12.0 12.0 0.08333333333333333 0.08333333333333333 0.38553919051977165 0.2696799449852968 0.42367230292926894 0.5538461538461539
"(2, 2, 3)" 2.0 4.0 4.0 0.25 0.25 0.2868876552746235 0.1721325931647741 0.2222222222222222 0.08
"(2, 2, 3)" 3.0 2.0 2.0 0.5 0.5 0.1571348402636772 0.0 0.03703703703703703 0.0
"(2, 3, 3)" 1.0 18.0 18.0 0.05555555555555555 0.05555555555555555 0.4406571337742102 0.3564531154716027 0.6187584345479082 1.026315789473683
"(2, 3, 3)" 2.0 6.0 6.0 0.16666666666666666 0.16666666666666666 0.298142396999972 0.1788854381999832 0.3809523809523809 0.1142857142857143
"(2, 3, 3)" 3.0 2.0 2.0 0.5 0.5 0.1571348402636772 0.0 0.03703703703703703 0.0
"(3, 3, 3)" 1.0 25.0 25.0 0.04 0.04 0.4613253938044287 0.5511981898051231 1.158984910836762 1.996794871794872
"(3, 3, 3)" 2.0 9.0 9.0 0.1111111111111111 0.1111111111111111 0.4624315897585409 0.4242640687119285 0.9000000000000001 0.36
"(3, 3, 3)" 3.0 3.0 3.0 0.3333333333333333 0.33333333333333337 0.0 0.1237179148263484 0.0 0.05357142857142862
