problem pl1ts pl1ts pl1ts pl2dc pl2dc pl2dc
 QL_SCORE TI_SCORE GRADE QL_SCORE TI_SCORE GRADE
online_bounds      
"(1, 2, 2)" 0.9042553191489362 0.7657888060280207 0.6931123261753354 0.9084507042253521 0.6552063942076587 0.5952227102309011
"(1, 2, 3)" 0.9392551892551892 0.8084599852215097 0.7630926732667531 0.9084507042253521 0.7011131291947807 0.6369267159586389
"(1, 3, 3)" 0.9289894887720975 0.8637328033294644 0.8054987251285574 0.9084507042253521 0.7502616966180539 0.6815757666459785
"(2, 2, 2)" 0.8947368421052632 0.8472371282532352 0.7538555045053856 0.8835616438356164 0.7387257412461555 0.6527097302791374
"(2, 2, 3)" 0.8585858585858586 0.8847254631953052 0.7613418027763805 0.8716216216216216 0.7807959410028247 0.680558624252462
"(2, 3, 3)" 0.8252427184466019 0.9270813337474887 0.7576999587205395 0.86 0.8228296116329717 0.7076334660043557
"(3, 3, 3)" 0.7391304347826086 0.9833565769116343 0.7265979975793391 0.8486842105263158 0.8704678009931157 0.7396458691066004
