   IT IT PN PN TT TT WT WT SIZE SIZE LE LE AC AC CF CF PP_EF_L PP_EF_L SP_EB_L SP_EB_L
statistic   0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR 0.5 IQR
problem online_bounds AL                    
pl1ts "(1, 2, 2)" 1 2.5 1.5 2.5 1.5 11.09587324999961 7.220911724999201 13.81059029999983 14.850809049999498 8.5 2.0 16.0 9.25 23.0 8.25 0.6956521739130435 0.11497695852534562 1.727272727272727 0.4204545454545454 0.4578608056263661 0.29102994443329877
pl1ts "(1, 2, 2)" 2 1.5 1.0 1.5 1.0 5.649548650000497 2.2233224749975307 9.565728799999533 9.94153677499946 9.0 1.0 17.5 5.0 28.5 10.0 0.59375 0.0565610859728507 1.8555555555555556 0.6999999999999997 0.6477081725377505 0.30287872606400223
pl1ts "(1, 2, 2)" 3 1.0 0.0 1.0 0.0 7.301925150000102 3.6901880999996868 8.54842589999987 3.68017257499943 9.0 0.0 19.0 1.0 31.0 1.0 0.59375 0.06451612903225801 2.111111111111111 0.11111111111111116 0.7035623639735145 0.13979045368850118
pl1ts "(1, 2, 2)" 4 1.0 0.0 1.0 0.0 1.2481826999992336 0.005782799999735522 1.2481826999992336 0.005782799999735522 1.0 0.0 9.0 0.0 18.0 0.0 0.5 0.0 1.0 0.0 0.0 0.0
pl1ts "(1, 2, 3)" 1 3.5 3.0 3.5 3.0 6.728969900000436 3.824720475000305 6.728969900000436 7.566930400000615 6.0 2.0 10.0 6.0 14.5 6.0 0.6875 0.12834224598930477 1.75 0.42857142857142905 0.4578608056263661 0.20546360378167355
pl1ts "(1, 2, 3)" 2 1.5 1.0 1.5 1.0 5.385052099999484 2.239046949999647 9.287379800000277 9.795383699998528 9.0 1.0 17.5 5.0 28.5 10.0 0.6 0.0565610859728507 1.8555555555555556 0.6999999999999997 0.6477081725377505 0.30287872606400223
pl1ts "(1, 2, 3)" 3 1.0 0.0 1.0 0.0 7.207084900000041 2.681222574999879 8.483386799999039 2.6763698500004125 9.0 0.0 19.0 1.0 31.0 0.0 0.59375 0.06451612903225801 2.111111111111111 0.11111111111111116 0.7035623639735145 0.13979045368850118
pl1ts "(1, 2, 3)" 4 1.0 0.0 1.0 0.0 1.2257630499998982 0.007636574999409174 1.2257630499998982 0.007636574999409174 1.0 0.0 9.0 0.0 18.0 0.0 0.5 0.0 1.0 0.0 0.0 0.0
pl1ts "(1, 3, 3)" 1 5.0 4.0 5.0 4.0 4.522570150000092 4.368390599999486 5.163710050000191 6.57068175000137 4.0 2.0 7.0 6.0 10.0 6.0 0.6875 0.22857142857142865 1.75 0.6000000000000001 0.4330127018922193 0.07140452079103166
pl1ts "(1, 3, 3)" 2 2.0 2.0 2.0 2.0 3.4849832000001015 2.6354475749996027 3.4849832000001015 9.668673374999228 6.0 0.0 12.0 8.0 19.0 14.0 0.6 0.04395604395604402 2.0 1.333333333333334 0.4472135954999579 0.5133782369236328
pl1ts "(1, 3, 3)" 3 1.0 0.0 1.0 0.0 7.664439550000338 3.7161832249999796 9.083768300000543 3.676015700001652 9.0 0.0 19.0 1.0 31.0 1.0 0.6135416666666667 0.06451612903225801 2.111111111111111 0.11111111111111116 0.7035623639735145 0.13979045368850118
pl1ts "(1, 3, 3)" 4 1.0 0.0 1.0 0.0 1.2298431999994506 0.009780625001098997 1.2298431999994506 0.009780625001098997 1.0 0.0 9.0 0.0 18.0 0.0 0.5 0.0 1.0 0.0 0.0 0.0
pl1ts "(2, 2, 2)" 1 4.5 3.5 4.5 3.5 5.24941130000019 6.544968324999914 5.2665267000004405 7.518494400000747 5.0 3.0 8.0 9.0 11.0 10.0 0.6858552631578947 0.19327731092436973 1.6 0.7083333333333339 0.4330127018922193 0.15901699437494732
pl1ts "(2, 2, 2)" 2 2.5 1.5 2.5 1.5 2.5076955999996358 1.9435179999996997 4.041070949999039 3.895381175000807 5.0 2.0 9.0 6.0 14.0 7.5 0.6 0.07228535353535348 1.5 1.5750000000000002 0.49175009236366307 0.2811378157052043
pl1ts "(2, 2, 2)" 3 1.5 1.0 1.5 1.0 2.7530474000004688 1.492954700000922 3.1604794999996106 0.5944167749998996 4.5 1.0 10.0 5.0 16.0 9.0 0.6363636363636364 0.04285714285714293 2.225 0.6499999999999999 0.8273491469046539 0.15992616836446072
pl1ts "(2, 2, 2)" 4 1.0 0.0 1.0 0.0 1.2474967000002835 0.00742097500000205 1.2474967000002835 0.00742097500000205 1.0 0.0 9.0 0.0 18.0 0.0 0.5 0.0 1.0 0.0 0.0 0.0
pl1ts "(2, 2, 3)" 1 6.5 5.5 6.5 5.5 2.5513057500001537 3.6396456749998833 3.247264499999858 4.715454500000561 3.0 2.0 4.0 5.0 7.0 5.0 0.6875 0.20000000000000007 1.5 0.666666666666667 0.4330127018922193 0.09175170953613698
pl1ts "(2, 2, 3)" 2 2.5 1.5 2.5 1.5 2.49396030000014 1.9348772750004175 4.085914349999712 3.899571425000602 5.0 2.0 9.0 6.0 14.0 7.5 0.6 0.08080808080808077 1.5 1.5750000000000002 0.4472135954999579 0.29064223766114633
pl1ts "(2, 2, 3)" 3 1.5 1.0 1.5 1.0 2.7397757500000353 1.5038756250007737 3.1837971000006746 0.5994517500006675 4.5 1.0 10.0 5.0 16.0 8.0 0.6363636363636364 0.04702380952380958 2.25 0.6499999999999999 0.7779157001980622 0.2644880930335255
