problem ps1 ps1 ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3 ps3 ps3
 GT ST LT WT CT LE GT ST LT WT CT LE GT ST LT WT CT LE
preach_type                  
NONE 70.03750430000053 22.50846089999979 2.6279767500003 0.79666277083336 9.735378099999707 56.0 94.21545314999946 32.98072300000159 3.767326949999699 1.0751063958333327 13.000549949999481 73.0 113.36219179999853 41.09475999999995 4.691520200000468 1.3234696083333455 15.916540349999249 89.0
opt 58.14688964999888 13.253839799999788 2.610465550000033 0.6769192916666722 7.911934050000028 41.0 81.38083454999926 20.069770199999518 3.7705701000000924 0.9000620708333464 10.683473749999965 59.0 99.32460359999996 29.688593499999648 4.756702099999927 1.152149116666659 14.06513705000022 75.0
