problem ps1 ps1 ps1 ps2 ps2 ps2 ps3 ps3 ps3
 QL_SCORE TI_SCORE GRADE QL_SCORE TI_SCORE GRADE QL_SCORE TI_SCORE GRADE
preach_type         
NONE 0.7289206343813378 1.0 0.7289206343813378 0.7206004631324379 0.9946836726084458 0.7160055969773883 0.7466753585864383 0.9863191768612987 0.7347574690043555
opt 0.9330014075334552 1.0 0.9330014075334552 0.8667492219677768 0.9944844710164552 0.8606725048291063 0.8687611975315357 0.9865936674156985 0.8563486276247052
