problem   ps1 ps1 ps1 ps1 ps2 ps2 ps2 ps2 ps3 ps3 ps3 ps3
   "Total Time" "Wait time" Size Length "Total Time" "Wait time" Size Length "Total Time" "Wait time" Size Length
blend_quantity AL PN            
1 1.0 1.0 1.0397704000000298 3.688361950000427 4.5 8.5 3.306385500000104 6.554174649999965 7.0 17.0 3.3664390000001276 7.194160299999794 7.0 17.0
1 1.0 2.0 1.325084799999928 1.8324012999999866 4.5 8.0 1.840195850000214 2.475233550000013 6.5 11.0 1.931248500000038 2.9758890999998187 6.5 11.0
1 1.0 3.0 0.8626944500000775 1.094412699999978 4.0 5.0 1.07325579999997 1.3051954500000136 4.5 7.0 1.3451198500001387 1.876623500000221 6.0 9.0
1 1.0 4.0 0.623585999999861 0.8949770500001364 3.0 5.0 0.896345599999961 1.0380898000000371 4.0 6.0 1.2040511999997534 1.568524149999881 5.0 8.0
1 1.0 5.0 0.5751650500000096 0.5751650500000096 2.0 3.0 0.5679949499999708 0.5679949499999708 2.0 3.0 0.8092504500000786 0.8092504500000786 3.0 4.0
1 1.0 6.0 0.4323258499999838 0.4323258499999838 2.5 4.0 0.4419581000000221 0.4419581000000221 2.5 4.0 0.6216639499999133 0.6216639499999133 3.0 3.5
1 1.0 7.0 0.47993045000000834 0.47993045000000834 3.0 4.0 0.521353500000032 0.521353500000032 3.0 4.0 0.8346664000000175 0.8346664000000175 4.0 7.0
1 1.0 8.0 0.4207983499999841 0.4207983499999841 2.0 2.0 0.412289949999991 0.412289949999991 2.0 2.0 0.5981944000000254 0.5981944000000254 4.0 6.0
1 1.0 9.0 0.5696699500001046 0.5696699500001046 2.0 3.0 0.563119500000056 0.563119500000056 2.0 3.0 0.5693970500000205 0.5693970500000205 2.0 3.0
1 1.0 10.0 0.40831425000001786 0.40831425000001786 2.0 3.0 0.42850450000013757 0.42850450000013757 2.0 3.0 0.5677056499998798 0.5677056499998798 2.0 3.0
1 1.0 11.0 0.2927454499998987 0.2927454499998987 1.5 1.5 0.28841554999991104 0.28841554999991104 1.5 1.5 0.4287850500000161 0.4287850500000161 2.0 2.5
1 1.0 12.0 0.5738129000000072 0.5738129000000072 2.0 3.0 0.4579242499999978 0.4579242499999978 2.0 3.0 0.4287935499999662 0.4287935499999662 2.0 2.0
1 1.0 13.0 0.43401744999998115 0.43401744999998115 2.0 2.5 0.4253896499999996 0.4253896499999996 2.0 2.5 1.2502777500002935 1.2502777500002935 3.0 5.5
1 1.0 14.0 0.4289045999999246 0.4289045999999246 2.0 2.0 0.42104640000006555 0.42104640000006555 2.0 2.0 0.9577741499999349 0.9577741499999349 3.0 5.0
1 1.0 15.0 0.3488225499999942 0.3488225499999942 2.0 3.0 0.350685399999918 0.350685399999918 2.0 3.0 1.2081538499999316 1.2081538499999316 3.0 6.0
1 1.0 16.0 0.3467166499999621 0.3467166499999621 2.0 3.0 0.349355500000037 0.349355500000037 2.0 3.0 1.1625721499999884 1.1625721499999884 3.0 5.0
1 2.0 1.0 1.37615569999997 2.625217850000098 6.0 12.0 2.1035906999999834 3.323341600000077 6.0 18.5 2.1523157000000097 3.705739149999715 7.0 18.5
1 2.0 2.0 0.584940649999993 0.584940649999993 6.0 7.0 0.5790531000001238 0.5790531000001238 6.0 7.0 1.009609750000266 1.009609750000266 6.5 13.0
1 2.0 3.0 0.4745295500000708 0.4745295500000708 5.0 5.0 0.47031110000000353 0.47031110000000353 5.0 5.0 0.8335996999998088 0.8335996999998088 5.5 7.0
1 2.0 4.0 0.4730270999999675 0.4730270999999675 4.5 4.5 0.4685939000000303 0.4685939000000303 4.5 4.5 0.9627024000000193 0.9627024000000193 4.5 9.0
1 3.0 1.0 1.315105199999877 1.315105199999877 1.0 15.5 1.3141467500000135 1.3141467500000135 1.0 15.5 1.7631972499998478 1.7631972499998478 1.0 17.0
2 1.0 1.0 1.6108113499999206 4.242531250000013 5.5 9.5 3.5936017999998917 6.941674099999915 8.0 18.0 3.6438503999997423 7.562977549999573 8.0 18.0
2 1.0 2.0 1.4330826999999144 2.1054874499999414 5.0 9.0 1.9840104499999285 2.542507999999941 7.0 12.0 2.016904350000061 3.0776646499998606 7.5 13.0
2 1.0 3.0 1.182455800000014 1.458998200000167 5.0 8.0 1.2490331499998886 1.5269215499999973 5.5 8.0 1.617122450000096 2.3538820499998963 7.0 11.0
2 1.0 4.0 0.607704899999959 0.8372821999999474 3.0 5.0 0.8678581500000746 1.037906849999985 4.0 6.0 1.2047839499997506 1.5405012499998065 5.0 8.0
2 1.0 5.0 0.6226726499999984 0.6226726499999984 3.0 4.0 0.6277816500000313 0.6277816500000313 3.0 4.0 0.9324001999999041 0.9324001999999041 4.0 5.0
2 1.0 6.0 0.5230999499999598 0.5230999499999598 3.0 3.0 0.5200670000001537 0.5200670000001537 3.0 4.0 0.6965758000000477 0.6965758000000477 4.0 5.0
2 1.0 7.0 0.6438890000000015 0.6438890000000015 4.0 5.0 0.6341889500000235 0.6341889500000235 4.0 5.0 0.9246579500000109 0.9246579500000109 5.0 8.0
2 1.0 8.0 0.4113237500000366 0.4113237500000366 2.5 4.0 0.40792105000008405 0.40792105000008405 2.5 3.5 0.7011004000001435 0.7011004000001435 4.0 6.0
2 1.0 9.0 0.5589307999999846 0.5589307999999846 2.0 3.0 0.5091108999998823 0.5091108999998823 2.0 3.0 0.575872400000037 0.575872400000037 2.0 3.0
2 1.0 10.0 0.42141714999999635 0.42141714999999635 2.0 3.0 0.43043704999996635 0.43043704999996635 2.0 3.0 0.572583250000207 0.572583250000207 2.5 3.5
2 1.0 11.0 0.31589710000005766 0.31589710000005766 2.0 2.0 0.3211743999999612 0.3211743999999612 2.0 2.0 0.6188097000002131 0.6188097000002131 3.5 3.5
2 1.0 12.0 0.5507226999999943 0.5507226999999943 2.0 3.0 0.5671016999999665 0.5671016999999665 2.0 3.0 0.4290106500000661 0.4290106500000661 2.0 2.0
2 1.0 13.0 0.41724189999993655 0.41724189999993655 2.0 2.5 0.4266463499999986 0.4266463499999986 2.0 2.5 1.2837171499999156 1.2837171499999156 4.0 7.0
2 1.0 14.0 0.4127136500000006 0.4127136500000006 2.0 2.0 0.42414505000007807 0.42414505000007807 2.0 2.0 1.464372899999944 1.464372899999944 4.0 7.0
2 1.0 15.0 0.404431899999949 0.404431899999949 3.0 4.0 0.4088695500001052 0.4088695500001052 3.0 4.0 1.4658538500001161 1.4658538500001161 4.0 7.0
