 \Theta_h \Theta_h \Theta_h \Theta_s \Theta_s \Theta_s B_d B_d B_d B_e B_e B_e
problem ps1 ps2 ps3 ps1 ps2 ps3 ps1 ps2 ps3 ps1 ps2 ps3
blend_quantity            
1 2.193548387096774 3.161290322580645 3.823529411764706 1.481063262354709 1.778001778002667 1.9553847221876073 0.06714970871699617 0.030723078875900835 0.1091762714219805 0.04760959393504507 0.02187316616991481 0.07853770505050231
2 2.096774193548387 3.032258064516129 3.7058823529411766 1.4480242379008672 1.7413380098407456 1.9250668437592438 0.06714970871699617 0.02850090191767008 0.11168747900054266 0.04869588413453627 0.029625864437612406 0.0814752166158308
3 2.064516129032258 3.0 3.6176470588235294 1.4368424162141993 1.7320508075688772 1.902011319320558 0.07963141227902668 0.02850090191767008 0.10954258331284474 0.058741103721096595 0.03514668612805766 0.08099302695248099
NONE 2.3548387096774195 3.4193548387096775 4.176470588235294 1.534548373195651 1.8491497610279373 2.0436415018870835 0.11030077923801311 0.010370602931509992 0.09200889183670473 0.0779761145026242 0.018065066141458568 0.06405148274655705
