bound_type   cumt cumt cumt cumt sl sl sl sl
   "Total Time" "Wait time" Size Length "Total Time" "Wait time" Size Length
problem AL PN        
ps3 1.0 1.0 1.0517926999998224 4.303742799999952 3.0 6.0 0.9382878000000403 3.580391650000024 4.0 7.0
ps3 1.0 2.0 0.903743100000213 2.4260735000001143 4.0 8.0 0.5618310500000661 1.691558150000077 3.0 5.0
ps3 1.0 3.0 0.6687799999998845 1.7286167000000034 4.0 6.0 0.572974099999783 1.6992341499995975 4.0 4.0
ps3 1.0 4.0 0.7861457499996618 1.170103050000449 4.0 6.0 0.47230149999995064 1.2241744500000205 3.0 4.0
ps3 1.0 5.0 0.7023870499999134 1.0585258500000234 4.0 6.0 0.6684247999999826 1.1347555500000226 3.0 6.0
ps3 1.0 6.0 0.7242174499999763 1.0437262000000376 4.0 6.0 0.6671003499999983 0.9723661999999962 3.0 6.0
ps3 1.0 7.0 0.6804089000000033 0.8223884500002328 4.0 5.0 0.47471240000002973 0.8591949500001306 4.0 4.0
ps3 1.0 8.0 0.5905777000000398 0.6688872000002561 4.0 5.0 0.5770707500000043 0.7437480500000362 3.0 4.0
ps3 1.0 9.0 0.5779241000000184 0.5779241000000184 4.0 5.0 0.574601199999961 0.6871661999998082 4.0 5.0
ps3 1.0 10.0 0.573593800000026 0.573593800000026 3.0 5.0 0.46689990000010084 0.4754713000000664 3.0 4.0
ps3 1.0 11.0 0.5743105000001378 0.5743105000001378 3.0 5.0 0.46464675 0.4651064499999791 3.0 4.0
ps3 1.0 12.0 0.5714551499999061 0.5714551499999061 3.0 5.0 0.4626304000000232 0.4626304000000232 3.0 4.0
ps3 1.0 13.0 0.571720850000645 0.571720850000645 3.0 5.0 0.463271299999974 0.463271299999974 2.0 4.0
ps3 1.0 14.0 0.5620364999999765 0.5620364999999765 3.0 5.0 0.4673436500002026 0.4673436500002026 2.0 4.0
ps3 1.0 15.0 0.5686117000000195 0.5686117000000195 3.0 5.0 0.4596762999997281 0.4596762999997281 2.0 4.0
ps3 1.0 16.0 0.5696262999999533 0.5696262999999533 3.0 5.0 0.4568809999998393 0.4568809999998393 2.0 4.0
ps3 1.0 17.0 0.565063949999967 0.565063949999967 2.0 5.0 0.4601750000000493 0.4601750000000493 2.0 4.0
